CD_NOM;Nom scientifique;code_CATMINAT
103514;Ilex aquifolium L., 1753;15/1.0.2.0.2
113248;Phoenix canariensis hort. ex Chabaud, 1882;19/2.
90524;Chamaerops humilis L., 1753;15/6.0.1.0.1
81297;Allium acutiflorum Loisel., 1809;09/10.0.1.0.1
81313;Allium ampeloprasum L., 1753;13/31.0.1.0.2
81316;Allium angulosum L., 1753;12/1.2.2.1
81336;Allium carinatum L., 1753;09/3.1.4.0.2
81339;Allium cepa L., 1753;13/2.0.1.0.3
81341;Allium chamaemoly L., 1753;09/10.0.1.0.1
81347;Allium coloratum Spreng., 1825;09/3.1
81350;Allium commutatum Guss., 1855;09/10.
81355;Allium consimile Jord. ex Gren., 1855;08/15.2.2
81359;Allium corsicum Jauzein, J.-M.Tison, Deschâtres & H.Couderc, 2002;08/16.0.1.0.2
610829;Allium cyrilli Ten., 1829;13/27.0.1.0.1
81369;Allium ericetorum Thore, 1803;06/1.1.1.0.1.1
81373;Allium fistulosum L., 1753;13/27.0.2.0.1
81376;Allium flavum L., 1753;09/3.1.1.0.5
81378;Allium flexum Waldst. & Kit., 1812;09/3.
81423;Allium lusitanicum Lam., 1783;09/1.0.2
81433;Allium moly L., 1753;09/3.1.1
81439;Allium moschatum L., 1753;09/10.0.1.0.1
81443;Allium narcissiflorum Vill., 1779;08/20.0.2.0.6
81445;Allium neapolitanum Cirillo, 1788;13/27.0.2.0.3
81449;Allium nigrum L., 1762;13/27.0.2.0.3
81457;Allium oleraceum L., 1753;09/3.1.4.0.2
81459;Allium oporinanthum Brullo, Pavone & Salmeri, 1977;09/10.
81467;Allium paniculatum L., 1759;13/31.0.2.0.1
81468;Allium parciflorum Viv., 1825;09/10.0.1.0.1
81473;Allium pendulinum Ten., 1815;13/31.0.1.0.1
81479;Allium polyanthum Schult. & Schult.f., 1830;09/10.0.1.0.1
81483;Allium porrum L., 1753;13/2.0.1.0.3
81499;Allium roseum L., 1753;13/27.0.2.0.3
81501;Allium rotundum L., 1762;13/27.0.2.0.1
81505;Allium sativum L., 1753;13/27.0.2.0.1
81506;Allium savii Parl., 1857;09/10.
81507;Allium scaberrimum J.Serres, 1857;13/27.0.2.0.3
81508;Allium schoenoprasum L., 1753;13/27.0.2.0.1
81510;Allium scorodoprasum L., 1753;13/27.0.2.0.1
81516;Allium siculum Ucria, 1793;09/2.
81520;Allium sphaerocephalon L., 1753;09/3.1
131212;Allium sphaerocephalon subsp. sphaerocephalon L., 1753;09/3.1
143282;Allium sphaerocephalon var. deseglisei (Boreau) Martrin-Donos, 1864;08/1.0.4
143283;Allium sphaerocephalon var. sphaerocephalon L., 1753;09/3.1
81523;Allium suaveolens Jacq., 1789;06/1.1.2.0.5
81525;Allium subhirsutum L., 1753;13/31.0.1.0.2
81530;Allium tenuiflorum Ten., 1815;09/10.
81537;Allium trifoliatum Cirillo, 1792;13/27.0.2.0.3
81538;Allium triquetrum L., 1753;10/6.0.3.0.5
81541;Allium ursinum L., 1753;10/3.0.1.0.2
81543;Allium victorialis L., 1753;05/1.0.2.0.1
81544;Allium vineale L., 1753;13/27.0.2.0.1
109711;Nothoscordum borbonicum Kunth, 1843;13/27.
127685;Tristagma uniflorum (Lindl.) Traub, 1963;13/27.0.2.0.1
610607;Acis fabrei (Quézel & Girerd) Lledo, A.P.Davis & M.B.Crespo, 2004;09/10.0.1.0.1
80000;Acis longifolia J.Gay ex M.Roem., 1847;09/2.
610608;Acis nicaeensis (Ardoino) Lledó, A.P.Davis & M.B.Crespo, 2004;09/10.0.1.0.1
80003;Acis rosea (F.Martin) Sweet, 1829;08/16.0.2.0.2
99233;Galanthus nivalis L., 1753;10/3.0.1.0.2
105827;Leucojum aestivum L., 1759;12/1.2.2.2
105837;Leucojum pulchellum Salisb., 1807;04/2.0.2.0.1
105841;Leucojum vernum L., 1753;10/3.0.1
109234;Narcissus assoanus Dufour, 1830;09/3.1.1.0.1
109239;Narcissus bicolor L., 1762;12/1.1.2.0.1.1
109241;Narcissus bulbocodium L., 1753;09/1.0.1.0.1
137969;Narcissus bulbocodium subsp. bulbocodium L., 1753;09/1.0.1.0.1
109252;Narcissus dubius Gouan, 1773;09/10.0.1.0.1
717325;Narcissus gigas (Haw.) Steud., 1841;09/1.0.1.0.1
717327;Narcissus x compressus Haw., 1800;09/10.0.1.0.1
109329;Narcissus x incomparabilis Mill., 1768;12/1.1
109263;Narcissus jonquilla L., 1753;12/1.2.1.2
718381;Narcissus jonquilla subsp. jonquilla L., 1753;12/1.2.1.2
109287;Narcissus papyraceus Ker Gawl., 1806;12/1.1
109291;Narcissus poeticus L., 1753;12/1.1
109297;Narcissus pseudonarcissus L., 1753;10/3.0.1
138006;Narcissus pseudonarcissus subsp. pseudonarcissus L., 1753;10/3.0.1
612520;Narcissus pseudonarcissus subsp. provincialis (Pugsley) J.-M.Tison, 2010;12/1.1.2.0.1
109309;Narcissus tazetta L., 1753;12/1.2.3.0.1
109313;Narcissus triandrus L., 1762;10/2.0.1.0.3
148872;Narcissus triandrus var. loiseleurii (Rouy) A.Fern., 1995;10/2.0.1.0.3
125120;Sternbergia colchiciflora Waldst. & Kit., 1805;09/10.0.1.0.1
125123;Sternbergia lutea (L.) Ker Gawl. ex Spreng., 1825;13/31.0.2.0.1
112069;Pancratium illyricum L., 1753;08/6.0.6.0.2
112070;Pancratium maritimum L., 1753;08/15.2.1
80383;Agave americana L., 1753;15/6.
610762;Agave salmiana Otto, 1842;15/6.
130584;Yucca gloriosa L., 1753;15/6.
82903;Anthericum liliago L., 1753;10/2.0.1.0.1
82909;Anthericum ramosum L., 1753;10/2.0.1.0.1
112391;Paradisea liliastrum (L.) Bertol., 1840;09/1.0.2.0.5
83171;Aphyllanthes monspeliensis L., 1753;09/3.1.1
84264;Asparagus acutifolius L., 1753;15/6.
84265;Asparagus albus L., 1753;14/8.0.1
84269;Asparagus asparagoides (L.) Druce, 1914;15/6.
84277;Asparagus maritimus (L.) Mill., 1768;02/7.0.4.0.1
84279;Asparagus officinalis L., 1753;13/26.0.1.0.2
131756;Asparagus officinalis subsp. officinalis L., 1753;13/26.0.1.0.2
131757;Asparagus officinalis subsp. prostratus (Dumort.) Corb., 1894;08/15.2.1.0.2
84286;Asparagus tenuifolius Lam., 1783;10/2.0.1.0.1
92282;Convallaria majalis L., 1753;10/3.0.2
107158;Maianthemum bifolium (L.) F.W.Schmidt, 1794;10/3.0.2.0.2
114618;Polygonatum x hybridum Brügger, 1886;10/2.
114611;Polygonatum multiflorum (L.) All., 1785;10/3.
114612;Polygonatum odoratum (Mill.) Druce, 1906;10/2.
114616;Polygonatum verticillatum (L.) All., 1785;05/2.0.3
119698;Ruscus aculeatus L., 1753;14/8.0.2.0.1
611535;Ruscus hypoglossum L., 1753;14/8.0.2.0.1
119701;Ruscus hypophyllum L., 1753;14/8.0.2.0.1
85708;Bellevalia ciliata (Cirillo) T.Nees, 1837;12/1.2.3.0.1
85715;Bellevalia trifoliata (Ten.) Kunth, 1843;13/27.0.2.0.3
86475;Brimeura amethystina (L.) Chouard, 1930;09/20.0.1.0.1.3
86476;Brimeura fastigiata (Viv.) Chouard, 1931;09/1.0.3
103055;Hyacinthoides hispanica (Mill.) Rothm., 1944;10/6.0.1
103056;Hyacinthoides italica (L.) Rothm., 1944;10/6.0.2
103057;Hyacinthoides non-scripta (L.) Chouard ex Rothm., 1944;10/3.0.2.0.1
103081;Hyacinthus orientalis L., 1753;13/27.0.2.0.1
108866;Muscari armeniacum Leichtlin ex Baker, 1878;09/3.2.1.0.5.1
108869;Muscari botryoides (L.) Mill., 1768;09/3.2.1.0.5.1
108874;Muscari comosum (L.) Mill., 1768;13/27.0.2.0.1
108896;Muscari motelayi Foucaud, 1891;13/27.0.2.0.1
108898;Muscari neglectum Guss. ex Ten., 1842;13/27.0.2.0.1
109469;Nectaroscilla hyacinthoides (L.) Parl., 1854;09/10.0.1.0.1
161776;Oncostema peruviana (L.) Speta, 1987;12/1.2.3.0.1
161778;Othocallis siberica (Haw.) Speta, 1998;13/2.0.1.0.1
115975;Prospero autumnale (L.) Speta, 1982;10/6.0.3
610864;Prospero corsicum (Boullu) J.-M.Tison, 2006;04/4.0.1.0.2
161781;Prospero obtusifolium (Poir.) Speta, 1982;10/6.0.3.0.4
115977;Prospero pulchellum (Munby) Speta, 1982;10/6.0.3.0.4
121606;Scilla bifolia L., 1753;10/3.0.1
161784;Tractema lilio-hyacinthus (L.) Speta, 1998;10/3.0.1.0.3
161785;Tractema verna (Huds.) Speta, 1998;09/1.0.1.0.1
95055;Dipcadi serotinum (L.) Medik., 1790;09/10.0.1.0.1
102930;Honorius nutans (Sm.) Gray, 1821;13/27.0.2.0.1
106545;Loncomelos narbonensis (L.) Raf., 1840;13/31.0.2.0.1
106546;Loncomelos pyrenaicus (L.) Hrouda, 1988;10/3.0.1
612512;Loncomelos pyrenaicus subsp. pyrenaicus (L.) Hrouda, 1988;10/3.0.1
108005;Melomphis arabica (L.) Raf., 1837;13/31.
159762;Ornithogalum exscapum Ten., 1815;10/6.0.3.0.4
154917;Ornithogalum exscapum subsp. sandalioticum Tornad. & Garbari, 1979;10/6.0.3.0.4
620057;Ornithogalum kochii Parl., 1857;09/3.1.1.0.1
717355;Ornithogalum orthophyllum Ten., 1831;09/3.1.1
111391;Ornithogalum umbellatum L., 1753;13/27.0.2.0.1
161772;Charybdis maritima (L.) Speta, 1998;13/32.
128247;Urginea fugax (Moris) Steinh., 1834;09/10.0.1
81588;Aloe arborescens Mill., 1768;15/6.
81595;Aloe maculata All., 1773;14/17.
84338;Asphodelus albus Mill., 1768;13/8.0.1.0.1
131776;Asphodelus albus subsp. albus Mill., 1768;13/8.0.1.0.1
131782;Asphodelus albus subsp. occidentalis (Jord.) Z.Díaz & Valdés, 1996;13/8.0.1.0.1
131784;Asphodelus albus subsp. subalpinus Nyman, 1882;10/2.0.3
84343;Asphodelus ayardii Jahand. & Maire, 1925;13/32.0.1.0.4
84345;Asphodelus cerasiferus J.Gay, 1857;13/32.
84355;Asphodelus fistulosus L., 1753;13/32.0.1.0.4
84362;Asphodelus macrocarpus Parl., 1857;10/2.0.3
131790;Asphodelus macrocarpus subsp. macrocarpus Parl., 1857;10/2.0.3
718311;Asphodelus macrocarpus subsp. arrondeaui (J.Lloyd) Rivas Mart., 2002;13/8.0.1.0.1
84372;Asphodelus ramosus L., 1753;13/32.
131791;Asphodelus ramosus subsp. ramosus L., 1753;13/32.
84381;Asphodelus tenuifolius Cav., 1801;13/4.0.2.0.2
101237;Hemerocallis fulva (L.) L., 1762;05/2.0.2
101239;Hemerocallis lilioasphodelus L., 1753;05/2.0.2.0.1
123708;Simethis mattiazzii (Vand.) G.López & Jarvis, 1984;09/1.0.1.0.1
610715;Chasmanthe bicolor (Gasp. ex Vis.) N.E.Br., 1932;13/27.0.2.0.3
610716;Chasmanthe floribunda (Salisb.) N.E.Br., 1932;13/27.0.2.0.3
93200;Crocosmia x crocosmiiflora (Lemoine) N.E.Br., 1932;13/2.0.1.0.1
93217;Crocus corsicus Vanucchi ex Maw, 1878;09/1.0.3
93236;Crocus ligusticus Mariotti, 1988;09/2.
93243;Crocus minimus DC., 1804;09/2.
93250;Crocus nudiflorus Sm., 1798;09/1.0.2
93263;Crocus sativus L., 1753;09/2.
93282;Crocus vernus (L.) Hill, 1765;12/1.1.2
93284;Crocus versicolor Ker Gawl., 1808;09/20.
98958;Freesia alba (G.L.Mey.) Gumbl., 1896;09/10.0.1.0.1
100266;Gladiolus communis L., 1753;06/1.1.2.0.5
100269;Gladiolus dubius Guss., 1832;09/10.0.1.0.1
100273;Gladiolus imbricatus L., 1753;06/1.1.2.0.5
100275;Gladiolus italicus Mill., 1768;13/27.0.2.0.3
100264;Gladiolus x byzantinus Mill., 1768;13/27.0.2.0.3
100278;Gladiolus palustris Gaudin, 1828;06/1.1.2.0.5
103702;Iris albicans Lange, 1860;09/10.0.1.0.1
103734;Iris foetidissima L., 1753;10/2.0.1.0.1
103737;Iris germanica L., 1753;08/20.0.2
103738;Iris graminea L., 1753;10/2.0.1.0.1
103746;Iris latifolia (Mill.) Voss, 1895;09/3.2.1.0.4
103749;Iris lutescens Lam., 1789;09/10.0.1.0.1
136857;Iris lutescens subsp. lutescens Lam., 1789;09/10.0.1.0.1
103763;Iris pallida Lam., 1789;09/10.0.1.0.1
103768;Iris perrieri Simonet ex P.Fourn., 1935;09/3.1.4
103772;Iris pseudacorus L., 1753;05/3.
717276;Iris reichenbachiana Klatt, 1866;12/1.2.2.2.1
103777;Iris sibirica L., 1753;06/1.1.2.0.5
103790;Iris tuberosa L., 1753;13/31.0.1.0.1
103791;Iris unguicularis Poir., 1789;13/31.0.1.0.1
103793;Iris versicolor L., 1753;05/3.0.5
103800;Iris xiphium L., 1753;02/7.0.4.0.6
103931;Ixia dubia Vent., 1804;09/2.
108802;Moraea sisyrinchium (L.) Ker Gawl., 1805;09/13.
117885;Romulea arnaudii Moret, 2000;09/2.
117886;Romulea assumptionis Font Quer, 1953;09/2.
117890;Romulea bulbocodium (L.) Sebast. & Mauri, 1818;09/2.
117891;Romulea columnae Sebast. & Mauri, 1818;09/2.
139986;Romulea columnae subsp. columnae Sebast. & Mauri, 1818;09/2.
139987;Romulea columnae subsp. coronata (Merino) Merino, 2000;09/2.
139991;Romulea columnae subsp. subalbida (Jord. & Fourr.) Moret, 2000;09/2.
117893;Romulea corsica Jord. & Fourr., 1868;08/16.0.1.0.2
117897;Romulea florentii Moret, 2000;09/2.
117929;Romulea x jordanii Bég., 1907;04/4.0.1.0.2
117904;Romulea ligustica Parl., 1858;04/4.0.1.0.2
117918;Romulea ramiflora Ten., 1827;04/4.0.1.0.2
117919;Romulea requienii Parl., 1860;04/4.0.1.0.2
117920;Romulea revelierei Jord. & Fourr., 1866;04/4.0.1.0.2
117921;Romulea rollii Parl., 1858;09/10.
123926;Sisyrinchium angustifolium Mill., 1768;06/1.1.2.0.5
123933;Sisyrinchium montanum Greene, 1899;09/1.0.1
127847;Tritonia crocata (L.) Ker Gawl., 1802;13/2.0.1.0.1
94041;Cypripedium calceolus L., 1753;10/3.0.1.0.4
92421;Corallorhiza trifida Châtel., 1760;10/3.0.2.0.4
100739;Hammarbya paludosa (L.) Kuntze, 1891;06/1.3.2
106353;Liparis loeselii (L.) Rich., 1817;06/1.1.2
613547;Liparis loeselii var. loeselii (L.) Rich., 1817;06/1.1.2
613548;Liparis loeselii var. ovata Ridd. ex Godfery, 1933;06/1.1.2
89920;Cephalanthera damasonium (Mill.) Druce, 1906;10/3.0.1.0.4
89926;Cephalanthera longifolia (L.) Fritsch, 1888;10/2.0.1
89928;Cephalanthera rubra (L.) Rich., 1817;10/2.0.1
96432;Epipactis atrorubens (Hoffm.) Besser, 1809;09/3.2.1.0.5.2
96439;Epipactis distans Arv.-Touv., 1872;10/2.0.1.0.1
521628;Epipactis exilis P.Delforge, 2004;10/3.0.2
521629;Epipactis fageticola (C.E.Hermos.) Devillers-Tersch. & Devillers, 1999;10/3.0.1
96443;Epipactis fibri Scappat. & Robatsch, 1995;13/2.0.2
96447;Epipactis helleborine (L.) Crantz, 1769;10/2.
134141;Epipactis helleborine subsp. helleborine (L.) Crantz, 1769;10/2.
612463;Epipactis helleborine subsp. lusitanica (D.Tyteca) J.-M.Tison, 2010;10/1.0.1.0.3
134145;Epipactis helleborine subsp. neerlandica (Verm.) Buttler, 1986;10/2.0.1.0.3
134147;Epipactis helleborine subsp. tremolsii (Pau) E.Klein, 1979;13/31.0.2.0.1
96494;Epipactis x reineckei M.Bayer, 1986;10/2.0.1.0.1
521630;Epipactis kleinii M.B.Crespo, M.R.Lowe & Piera, 2001;10/2.0.1.0.5
96449;Epipactis leptochila (Godfery) Godfery, 1921;10/2.0.2.0.3
134159;Epipactis leptochila subsp. leptochila (Godfery) Godfery, 1921;10/2.0.2.0.3
612465;Epipactis leptochila subsp. provincialis (Aubenas & Robatsch) J.-M.Tison, 2010;09/10.0.1
96454;Epipactis microphylla (Ehrh.) Sw., 1800;10/3.0.1.0.1
96456;Epipactis muelleri Godfery, 1921;10/2.0.1.0.1
96465;Epipactis palustris (L.) Crantz, 1769;06/1.1.2
96468;Epipactis phyllanthes G.E.Sm., 1852;10/3.0.1.0.1
96469;Epipactis placentina Bongiorni & Grünanger, 1993;10/2.
96471;Epipactis purpurata Sm., 1828;10/3.0.2.0.2
96476;Epipactis rhodanensis Gévaudan & Robatsch, 1994;13/2.0.2
106026;Limodorum abortivum (L.) Sw., 1799;10/3.0.1.0.1
106035;Limodorum trabutianum Batt., 1886;10/2.0.1.0.1
109503;Neottia cordata (L.) Rich., 1817;10/3.0.2.0.2
109506;Neottia nidus-avis (L.) Rich., 1817;10/3.0.1.0.4
109507;Neottia ovata (L.) Bluff & Fingerh., 1837;10/3.0.1.0.2
96499;Epipogium aphyllum Sw., 1814;10/3.0.2.0.4
100551;Goodyera repens (L.) R.Br., 1813;10/3.0.2.0.4
124699;Spiranthes aestivalis (Poir.) Rich., 1817;06/1.1.2
124701;Spiranthes spiralis (L.) Chevall., 1827;09/3.2.1.0.3.1
82280;Anacamptis collina (Banks & Sol. ex Russell) R.M.Bateman, Pridgeon & M.W.Chase, 1997;09/2.
82282;Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997;06/1.1.2
162132;Anacamptis coriophora subsp. coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997;06/1.1.2.0.5
162133;Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat., 2003;09/2.
717075;Anacamptis fragrans (Pollini) R.M.Bateman, 2003;02/7.0.4.0.6
82283;Anacamptis laxiflora (Lam.) R.M.Bateman, Pridgeon & M.W.Chase, 1997;12/1.2.1.2.1
82285;Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997;09/3.2
719215;Anacamptis morio subsp. champagneuxii (Barnéoud) H.Kretzschmar, Eccarius & H.Dietr., 2007;09/2.
719216;Anacamptis morio subsp. longicornu (Poir.) H.Kretzschmar, Eccarius & H.Dietr., 2007;10/6.0.3.0.4
626615;Anacamptis morio subsp. picta (Loisel.) Jacquet & Scappat., 2003;09/10.0.1.0.1
82286;Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase, 1997;06/1.1.2
82287;Anacamptis papilionacea (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997;09/10.0.1.0.1
82288;Anacamptis pyramidalis (L.) Rich., 1817;09/3.2
613137;Anacamptis pyramidalis var. pyramidalis (L.) Rich., 1817;09/3.2
143482;Anacamptis pyramidalis var. tanayensis Chenevard, 1897;09/20.
90561;Chamorchis alpina (L.) Rich., 1817;09/20.0.1.0.1.1
92097;Coeloglossum viride (L.) Hartm., 1820;09/1.0.2.0.3
94247;Dactylorhiza brennensis (E.Nelson) D.Tyteca & Gathoye, 1988;06/1.1.2
94252;Dactylorhiza elata (Poir.) Soó, 1962;06/1.1.2
94257;Dactylorhiza fuchsii (Druce) Soó, 1962;09/3.2.1.0.2
94259;Dactylorhiza incarnata (L.) Soó, 1962;06/1.1.2
133675;Dactylorhiza incarnata subsp. incarnata (L.) Soó, 1962;06/1.1.2
146004;Dactylorhiza incarnata var. incarnata (L.) Soó, 1962;06/1.1.2
619231;Dactylorhiza incarnata var. straminea (Rchb.f.) Soó, 1962;06/1.1.2.0.1
133674;Dactylorhiza incarnata subsp. cruenta (O.F.Müll.) P.D.Sell, 1967;06/1.1.2.0.1
619224;Dactylorhiza insularis (Sommier) Ó.Sánchez & Herrero, 2005;09/1.0.2
162178;Dactylorhiza x mixta (Asch. & Graebn.) B.Bock, 2012;09/1.0.2.0.3
94266;Dactylorhiza maculata (L.) Soó, 1962;06/1.1
94267;Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh., 1965;06/1.1
94273;Dactylorhiza praetermissa (Druce) Soó, 1962;06/1.1.2
94278;Dactylorhiza saccifera (Brongn.) Soó, 1962;06/1.1.2.0.4
94279;Dactylorhiza sambucina (L.) Soó, 1962;08/15.2.2.0.3
94283;Dactylorhiza sphagnicola (Höppner) Aver., 1984;06/1.1.1
94287;Dactylorhiza traunsteineri (Saut. ex Rchb.) Soó, 1962;06/1.1.2.0.1
99853;Gennaria diphylla (Link) Parl., 1860;09/2.
100607;Gymnadenia conopsea (L.) R.Br., 1813;09/3.2
100608;Gymnadenia densiflora (Wahlenb.) A.Dietr., 1839;06/1.1.2.0.5
100626;Gymnadenia x heufleri (A.Kern.) Wettst., 1889;09/20.
162234;Gymnadenia x truongae (Demares) W.Foelsche, 1999;09/20.
100613;Gymnadenia nigra (L.) Rchb.f., 1856;09/20.
612483;Gymnadenia nigra nothosubsp. delphineae (M.Gerbaud & O.Gerbaud) B.Bock, 2012;09/20.
612480;Gymnadenia nigra nothosubsp. eggeriana (O.Gerbaud) B.Bock, 2012;09/20.
612485;Gymnadenia nigra subsp. austriaca (Teppner & E.Klein) Teppner & E.Klein, 1998;09/20.
612484;Gymnadenia nigra subsp. cenisia (G.Foelsche, W.Foelsche, M.Gerbaud & O.Gerbaud) J.-M.Tison, 2010;09/20.0.1.0.7
612479;Gymnadenia nigra subsp. corneliana (Beauverd) J.-M.Tison, 2010;09/20.
612481;Gymnadenia nigra subsp. gabasiana (Teppner & E.Klein) J.-M.Tison, 2010;09/20.
612482;Gymnadenia nigra subsp. rhellicani (Teppner & E.Klein) J.-M.Tison, 2010;09/20.
100614;Gymnadenia odoratissima (L.) Rich., 1817;09/3.2.1.0.5
100616;Gymnadenia pyrenaica (Philippe) Giraudias, 1892;09/3.2.1.0.5.1
101315;Herminium monorchis (L.) R.Br., 1813;09/3.2.1.0.5.2
102797;Himantoglossum hircinum (L.) Spreng., 1826;09/3.2.1.0.3
162131;Himantoglossum robertianum (Loisel.) P.Delforge, 1999;13/31.0.2.0.1
611040;Neotinea conica (Willd.) R.M.Bateman, 2003;09/10.0.1.0.1
162208;Neotinea x dietrichiana (Bogenh.) H.Kretzschmar, Eccarius & H.Dietr., 2007;09/10.0.1.0.1
109498;Neotinea lactea (Poir.) R.M.Bateman, Pridgeon & M.W.Chase, 1997;09/10.0.1.0.1
109499;Neotinea maculata (Desf.) Stearn, 1974;09/2.
162206;Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase, 1997;09/10.0.1.0.1
109501;Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997;09/3.2
162137;Neotinea ustulata var. ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997;09/3.2
718722;Neotinea ustulata var. aestivalis (Kümpel) Tali, M.F.Fay & R.M.Bateman, 2006;09/3.2
110325;Ophrys aegirtica P.Delforge, 1996;09/3.2.1.0.3
110331;Ophrys annae Devillers-Tersch. & Devillers, 1992;09/10.0.1.0.1
110335;Ophrys apifera Huds., 1762;09/3.2
110341;Ophrys arachnitiformis Gren. & M.Philippe, 1860;09/10.0.1.0.1
110346;Ophrys argensonensis Guérin & Merlet, 1998;09/3.2.1.0.3
110354;Ophrys aveyronensis (J.J.Wood) P.Delforge, 1984;09/3.2.1.0.3
110356;Ophrys aymoninii (Breistr.) Buttler, 1986;09/3.2.1.0.3
110357;Ophrys bertolonii Moretti, 1823;09/2.
612526;Ophrys bertolonii subsp. bertolonii Moretti, 1823;09/2.
110360;Ophrys bilunulata Risso, 1844;09/10.0.1.0.1
110362;Ophrys bombyliflora Link, 1800;09/10.0.1.0.1
110368;Ophrys catalaunica O.Danesch & E.Danesch, 1972;09/10.0.1.0.1
110372;Ophrys conradiae Melki & Deschâtres, 1993;09/10.0.1.0.1
521635;Ophrys corbariensis J.Samuel & J.-M.Lewin, 2002;09/10.0.1.0.1
110376;Ophrys crabronifera Mauri, 1820;09/10.0.1.0.1
110385;Ophrys exaltata Ten., 1819;09/10.0.1.0.1
110392;Ophrys fuciflora (F.W.Schmidt) Moench, 1802;09/3.2.1.0.3.1
138286;Ophrys fuciflora subsp. fuciflora (F.W.Schmidt) Moench, 1802;09/3.2.1.0.3.1
138282;Ophrys fuciflora subsp. elatior (Gumpr. ex Paulus) R.Engel & Quentin, 1997;09/3.2.1.0.5.1
718258;Ophrys fuciflora subsp. souchei R.Martin & Véla, 2012;09/3.2.1.0.3.1
110394;Ophrys funerea Viv., 1824;09/10.0.1.0.1
110395;Ophrys fusca Link, 1800;09/10.0.1.0.1
110409;Ophrys incubacea Bianca, 1842;09/10.0.1.0.1
110410;Ophrys insectifera L., 1753;10/2.0.1.0.1
110413;Ophrys iricolor Desf., 1807;09/10.0.1.0.1
110500;Ophrys x apicula J.C.Schmidt ex Rchb.f., 1851;10/2.0.1.0.1
110664;Ophrys x neoruppertii A.Camus, 1926;09/2.
110425;Ophrys lutea Cav., 1793;09/10.0.1.0.1
138315;Ophrys lutea subsp. lutea Cav., 1793;09/10.0.1.0.1
718259;Ophrys lutea subsp. corsica (Soleirol ex G.Foelsche & W.Foelsche) Kreutz, 2007;09/10.0.1.0.1
612531;Ophrys lutea subsp. phryganae (Devillers-Tersch. & Devillers) Melki, 2000;09/10.0.1.0.1
110427;Ophrys marmorata G.Foelsche & W.Foelsche, 1998;09/10.0.1.0.1
110432;Ophrys morisii (Martelli) Soó, 1931;09/10.0.1.0.1
110445;Ophrys passionis Sennen, 1926;09/3.1.1.0.3
608749;Ophrys philippi Gren., 1859;09/3.1.1.0.3
110452;Ophrys provincialis (H.Baumann & Künkele) Paulus, 1988;09/10.0.1.0.1
110704;Ophrys saratoi E.G.Camus, 1893;09/3.2
110468;Ophrys scolopax Cav., 1793;09/3.2.1.0.3.1
138327;Ophrys scolopax subsp. scolopax Cav., 1793;09/3.2.1.0.3.1
718260;Ophrys scolopax subsp. apiformis (Desf.) Maire & Weiller, 1959;09/10.0.1.0.1
110470;Ophrys sicula Tineo, 1846;09/10.0.1.0.1
110473;Ophrys speculum Link, 1799;09/10.0.1.0.1
110483;Ophrys tenthredinifera Willd., 1805;09/10.0.1.0.1
138350;Ophrys tenthredinifera subsp. neglecta (Parl.) E.G.Camus, Bergon & A.Camus, 1908;09/10.0.1.0.1
138352;Ophrys tenthredinifera subsp. tenthredinifera Willd., 1805;09/10.0.1.0.1
110491;Ophrys vasconica (O.Danesch & E.Danesch) P.Delforge, 1991;09/3.2.1.0.4
110495;Ophrys vetula Risso, 1844;09/3.1.1
610963;Ophrys virescens Philippe, 1859;09/3.2.1.0.3
110801;Orchis anthropophora (L.) All., 1785;09/3.2.1.0.3.1
111124;Orchis x hybrida Boenn. ex Rchb., 1830;10/2.0.1.0.1
610985;Orchis x plessidiaca Renz, 1928;09/10.0.1.0.1
111224;Orchis x wilmsii K.Richt., 1890;10/2.0.1.0.1
610991;Orchis langei x Orchis mascula;09/2.
110894;Orchis langei K.Richt., 1890;09/2.
110914;Orchis mascula (L.) L., 1755;10/3.0.1
138392;Orchis mascula subsp. mascula (L.) L., 1755;10/3.0.1
110920;Orchis militaris L., 1753;09/3.2
110942;Orchis olbiensis Reut. ex Gren., 1859;09/10.0.1.0.1
110945;Orchis pallens L., 1771;09/3.2
110953;Orchis pauciflora Ten., 1815;09/10.0.1.0.1
110961;Orchis provincialis Balb. ex DC., 1806;09/10.0.1.0.1
110966;Orchis purpurea Huds., 1762;10/2.0.1.0.1
110987;Orchis simia Lam., 1779;09/3.2
110994;Orchis spitzelii Saut. ex W.D.J.Koch, 1837;09/3.1.1
114009;Platanthera algeriensis Batt. & Trab., 1892;06/1.1.2.0.4
114011;Platanthera bifolia (L.) Rich., 1817;10/2.0.2.0.3
114012;Platanthera chlorantha (Custer) Rchb., 1828;10/2.0.2.0.3
