CD_HAB_FIELD;CD_TYPO;LB_HAB_FIELD;FORMAT_HAB_FIELD;DESCRIPT_HAB_FIELD;ORDRE_HAB_FIELD;LENGTH_HAB_FIELD;LB_LABEL;DATE_CREA;DATE_MODIF
264;17;LB_CODE;VARCHAR2;Code hiérarchique attribué à chaque nom de syntaxon. Ce code est constitué d’‘une succession de un à neuf numéros séparés par un point. Le premier numéro est celui de la classe, le second de la sous-classe dans la classe, le troisième de l’‘ordre dans la classe, le quatrième du sous-ordre dans l’‘ordre, le cinquième de l’‘alliance dans l’‘ordre (ou le sous-ordre éventuellement), le sixième de la sous-alliance dans l’‘alliance, le septième de l’‘association dans l’‘alliance (ou la sous-alliance éventuellement), etc. En cas d’‘absence de rang supplémentaire, le code 0 est utilisé pour les sous-associations, les sous-alliances, les sous-ordres et les sous-classes. Les classes sont présentées selon leur ordre alphabétique, les syntaxons de rang inférieur issus du prodrome selon une logique écologique et de cohérence dans l’‘enchaînement des textes des diagnoses. Pour les syntaxons issus du Prodrome des végétations de France, le code prodrome a été conservé. Néanmoins, en l’‘absence d’‘autre alliance dans l’‘ordre, le code 70.0.2.0.2 (Thero-Suaedion splendentis) a été corrigé en 70.0.2.0.1. Les alliances ou sous-alliances non reconnues par le prodrome ont été placées à la suite des alliances ou sous-alliances du prodrome avec des codes suivant logiquement ceux des unités du Prodrome. Ainsi le Preslion cervinae a été placé après la dernière alliance des Isoetetalia durieui reconnue par le prodrome (34.0.1.0.2 Cicendion filiformis), et codé 34.0.1.0.3. Pour les niveaux inférieurs, de nouveaux codes ont été créés en suivant la logique du Prodrome (ajout de chiffres supplémentaires au code). Dans quelques cas la numérotation n'est pas continue suite à la suppression de syntaxons lors de la finalisation de la table. Afin de respecter la logique de codification, les groupes d’‘associations n’‘ont pas fait l’‘objet d’‘un numéro de code supplémentaire, on passe ainsi de 6 numéros pour les sous-alliances à 7 numéros pour les associations. Les groupes d’‘associations comportent 7 numéros mais sont distingués des associations par l’‘ajout de la lettre g avant le numéro de groupe (ex. : 13.0.1.0.3.0.g2 pour les Uliceta humilis Géhu 1996). Il est à noter que seuls les codes issus du Prodrome ont une valeur officielle.;4;18;Code Phyto_CH;2014-06-19 11:12:46;2023-04-04 12:35:11
265;17;CD_HAB_SUP;VARCHAR2;"Code HabRef du syntaxon parent (niveau n+1) du code HabRef présent dans le champ ""CD_HAB"".";11;16;Identifiant HabRef du parent;2014-06-19 11:12:46;2023-04-04 12:35:11
266;17;NIVEAU;NUMBER;Niveau du syntaxon dans la classification phytosociologique, codé de 1 à 10.;9;22;Niveau;2014-06-19 11:12:46;2023-04-04 12:35:11
267;17;LB_NIVEAU;VARCHAR2;Intitulé du niveau. 1 = classe (76 syntaxons), 2 = sous-classe (0), 3 = ordre (142), 4 = sous-ordre (7), 5 = alliance (380, dont 371 issues du prodrome), 6 = sous-alliance (120 dont 116 issues du prodrome), 7 = groupe d'associations (8), 8 = association ou groupement, libellé par simplicité association (1533), 9 = sous-association (376), 10 = race, variante, forme, faciès, sylvofaciès, libellé par simplicité variante (17).;10;256;Intitulé du niveau;2014-06-19 11:12:46;2023-04-04 12:35:11
268;17;FRANCE;BOOLEAN;"TRUE = syntaxon présent en France ; ? = syntaxon dont la présence en France doit être confirmée ; FALSE = syntaxon absent en France.";13;256;Présence en France;2014-06-19 11:12:46;2023-04-04 12:35:11
269;17;LB_HAB_FR;VARCHAR2;Nom latin du syntaxon.;5;256;Nom latin;2014-06-19 11:12:46;2023-04-04 12:35:11
270;17;LB_HAB_EN;VARCHAR2;Nom en anglais du syntaxon. Champ ne pouvant être renseigné, le syntaxon étant en latin. Champ créé par souci d'homogénéité avec les autres bases de données habitats.;7;256;Nom anglais;2014-06-19 11:12:46;2023-04-04 12:35:11
271;17;LB_HAB_FR_COMPLET;VARCHAR2;Nom complet du syntaxon. Ce champ résulte de la concaténation des champs LB_HAB_FR et LB_AUTEURS.;6;256;Nom complet;2014-06-19 11:12:46;2023-04-04 12:35:11
272;17;LB_AUTEUR;VARCHAR2;"Descripteurs du syntaxon. Pour les syntaxons issus du Prodrome, les descripteurs sont repris du prodrome, après correction éventuelle signalée par le champ Modif_PVF1. Pour les syntaxons issus des Cahiers d’‘habitats, les descripteurs n’‘ont pas été systématiquement renseignés, ils sont repris des Cahiers d’‘habitats édités ou de documents de travail des Cahiers d’‘habitats les ayant mentionnés. Les descripteurs des syntaxons sont parfois suivis de précisions nomenclaturales sous forme abrégée. Signification des principales abréviations (selon le prodrome) : nom. ined. [nomen ineditum (nom inédité) en application de l’‘art. 1] ; nom. nud. [nomen nudum (nom nu) en application de l’‘art. 2, parag. b] ; nom. inval. [nomen invalidum (nom invalide) en application de l’‘art. 2, parag. a, c ou d] ; nom. illeg. [nomen illegitimum (nom illégitime) en application des art. 29 à 34] ; nom. dub. [nomen dubium (nom douteux) en application des art. 37 ou 38] ; nom. ambig. [nomen ambiguum (nom ambigu) en application de l’‘art. 36] ; nom. mut. [nomen mutatum (nom muté) en application de l’‘art. 45] ; nom. corr. [nomen correctum (nom corrigé) en application de l’‘art. 44] ; corr. [correxit (correction) en application de l’‘art. 43] ; nom. inv. [nomen inversum (nom inversé) en application de l’‘art. 42] ; nom. conserv. [nomen conservandum (nom conservé) en application de l’‘art. 52] ; nom. nov. [nomen novum (nouveau nom)] ; stat. nov. [status novus (nouveau statut)] ; hoc loco [dans cette publication] ; propos. [propositum (proposé)] ;  class. [classis (classe)] ; subclass. [subclassis (sous-classe)] ; ord. [ordo (ordre)] ;  subord. [subordo (sous-ordre)] ;  all. [alliancia (alliance)] ; suball. [suballiancia (sous-alliance)].";8;256;Auteurs;2014-06-19 11:12:46;2023-04-04 12:35:11
314;6;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
275;17;REMARQUES_STATUT;VARCHAR2;Remarques sur le statut phytosociologique ou la présence en France du syntaxon.;15;4000;Remarques;2014-06-19 11:12:46;2023-04-04 12:35:11
276;17;REMARQUES_POSITION;VARCHAR2;Remarques sur la position du syntaxon dans le synsystème.;16;4000;Remarques sur la place du syntaxon dans le synsystème;2014-06-19 00:00:00;2023-04-04 12:35:11
282;18;CAT1;VARCHAR2;Catégorie majeure à laquelle appartient la classe selon le système écologique de la péninsule Ibérique (Rivas-Martínez et al., 1999).;20;100;Catégorie majeure;2014-06-19 00:00:00;2023-04-04 12:35:11
316;6;LB_HAB_EN;VARCHAR2;Libellé en anglais;7;255;Libellé en anglais;2014-06-19 13:23:53;2023-04-04 12:35:11
318;6;CD_TYPO;NUMBER;Identifiant de la typologie;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:11
319;6;FG_VALIDITE;VARCHAR2;Validité du nom de l'habitat (nom de référence / synonyme).;2;20;Validité;2014-06-19 13:23:53;2023-04-04 12:35:11
320;6;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable, et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
530;4;CARAC_DIAG_PHYSIO;VARCHAR2;"Caractères diagnostiques de l&#39;habitat - Physionomie, structure";23;;Physionomie, structure;2015-12-01 00:00:00;2023-04-04 12:35:12
322;32;LB_DESCRIPTION;VARCHAR2;"Evolution du libellé de l&#39;unité d&#39;habitat";14;4000;Evolution;2014-06-19 00:00:00;2023-04-04 12:35:11
323;32;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
326;32;CD_TYPO;NUMBER;Identifiant de la typologie;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:11
327;32;FG_VALIDITE;VARCHAR2;Validité du nom de l'habitat (nom de référence / synonyme).;2;20;Validité;2014-06-19 13:23:53;2023-04-04 12:35:11
328;32;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable, et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
283;18;CAT2;VARCHAR2;Catégorie secondaire à laquelle appartient la classe selon le système écologique de la péninsule Ibérique (Rivas-Martínez et al., 1999).;21;100;Catégorie secondaire;2014-06-19 00:00:00;2023-04-04 12:35:11
284;18;LB_CODE;VARCHAR2;Code du syntaxon.;4;13;Code de l'habitat;2014-06-19 11:12:46;2023-04-04 12:35:11
285;18;CD_HAB_SUP;VARCHAR2;Identifiant HabRef de l'habitat parent.;11;11;Identifiant HabRef du parent;2014-06-19 11:12:46;2023-04-04 12:35:11
286;18;NIVEAU;NUMBER;Code du niveau du syntaxon dans la classification phytosociologique.;9;22;Niveau;2014-06-19 11:12:46;2023-04-04 12:35:11
287;18;LB_NIVEAU;VARCHAR2;Intitulé du niveau du syntaxon.;10;255;Intitulé du niveau;2014-06-19 11:12:46;2023-04-04 12:35:11
288;18;FRANCE;VARCHAR2;Présence du syntaxon en France.;13;5;Présence en France;2014-06-19 11:12:46;2023-04-04 12:35:11
289;18;LB_HAB_FR;VARCHAR2;Nom latin du syntaxon.;5;255;Nom latin;2014-06-19 00:00:00;2023-04-04 12:35:11
291;18;LB_HAB_FR_COMPLET;VARCHAR2;Nom complet du syntaxon.;6;255;Nom complet;2014-06-19 00:00:00;2023-04-04 12:35:11
292;18;LB_AUTEUR;VARCHAR2;Descripteurs du syntaxon selon le prodrome, parfois suivis de précisions nomenclaturales, après correction éventuelle.;8;255;Auteurs corrigés;2014-06-19 00:00:00;2023-04-04 12:35:11
295;18;LB_DESCRIPTION;VARCHAR2;Diagnose du syntaxon.;14;4000;Diagnose;2014-06-19 11:12:46;2023-04-04 12:35:11
296;18;TYPUS_NOMINIS;VARCHAR2;Type du syntaxon.;17;4000;Type du syntaxon;2014-06-19 11:12:46;2023-04-04 12:35:11
297;18;REMARQUES;VARCHAR2;Remarques sur le syntaxon.;18;255;Remarques;2014-06-19 00:00:00;2023-04-04 12:35:11
301;28;CD_HAB_SUP;NUMBER;Identifiant HabRef de l'unité supérieure du syntaxon.;11;22;Identifiant HabRef du parent;2014-06-19 11:12:46;2023-04-04 12:35:11
302;28;NIVEAU;NUMBER;Identifiant du niveau hiérarchique du syntaxon dans la classification phytosociologique (de 1 à 8).;9;22;Niveau;2014-06-19 11:12:46;2023-04-04 12:35:11
531;4;ETAT_CONSERV;VARCHAR2;"Divers états de l&#39;habitat ; états de conservation à privilégier - États à privilégier - Autres états observables";31;;États de conservation;2015-12-01 00:00:00;2023-04-04 12:35:12
532;4;GESTION_RAPPELS;VARCHAR2;"Cadre de gestion - Rappels de quelques caractères sensibles de l&#39;habitat";34;;Rappels de quelques caractères sensibles de l'habitat;2015-12-01 00:00:00;2023-04-04 12:35:12
533;4;GESTION_GENE;VARCHAR2;Cadre de gestion - Recommandations générales.;36;;Recommandations générales;2015-12-01 00:00:00;2023-04-04 12:35:12
534;4;GESTION_AUTRES;VARCHAR2;"Cadre de gestion - Autres éléments susceptibles d&#39;influer sur les modes de gestion de l&#39;habitat.";37;;Autres éléments susceptibles d'influer sur les modes de gestion de l'habitat;2015-12-01 00:00:00;2023-04-04 12:35:12
540;78;LB_HAB_FR_COMPLET;VARCHAR2;"Libellé français / latin avec auteur. Champ créé par souci d&#39;homogénéité avec les autres bases de données habitats, mais non renseigné.";6;500;Nom complet;2016-08-24 00:00:00;2023-04-04 12:35:11
541;78;LB_HAB_EN;VARCHAR2;"Intitulé anglais de l&#39;habitat. Champ créé par souci d&#39;homogénéité avec les autres bases de données habitats, mais non renseigné.";7;500;Nom anglais;2016-08-24 00:00:00;2023-04-04 12:35:11
542;78;LB_AUTEUR;VARCHAR2;"Auteurs. Champ présent pour un soucis d&#39;homogénité des tables mais non rempli.";8;255;Auteurs;2016-08-24 00:00:00;2023-04-04 12:35:11
543;78;NIVEAU;NUMBER;"Niveau de l&#39;habitat correspondant à son nombre de chiffres, de 1 à 4.";9;8;Niveau;2016-08-24 00:00:00;2023-04-04 12:35:11
544;78;LB_NIVEAU;VARCHAR2;Intitulé du niveau.;10;100;Intitulé du niveau;2016-08-24 00:00:00;2023-04-04 12:35:11
545;78;CD_HAB_SUP;NUMBER;"Code HabRef de l&#39;habitat parent (niveau n+1) du code HabRef présent dans le champ ""CD_HAB"".";11;8;Identifiant HabRef du parent;2016-08-24 00:00:00;2023-04-04 12:35:11
546;78;PATH_CD_HAB;VARCHAR2;"Chemin de l&#39;arborescence pour atteindre ce code.";12;4000;Arborescence;2016-08-24 00:00:00;2023-04-04 12:35:11
548;78;LB_DESCRIPTION;VARCHAR2;"Texte de description de l&#39;habitat.";14;4000;Description;2016-08-24 00:00:00;2023-04-04 12:35:11
1071;100;REMARQUES;VARCHAR2;Remarques sur le syntaxon.;22;;Remarques;2022-03-08 00:00:00;2023-04-04 12:35:11
424;8;LB_DESCRIPTION;VARCHAR2;"Définition de l&#39;habitat selon le Manuel d&#39;interprétation des habitats de l&#39;Union européenne, EUR 28 (EC, 2013).";14;4000;Définition EUR 28;2014-06-19 00:00:00;2023-04-04 12:35:11
595;4;REMARQUES_SPN;VARCHAR2;"Remarques complémentaires sur l&#39;habitat.";41;2000;Remarques;2016-10-18 00:00:00;2023-04-04 12:35:12
624;8;LB_DESCRIPTION_SUITE;VARCHAR2;"Définition de l&#39;habitat selon le Manuel d&#39;interprétation des habitats de l&#39;Union européenne, EUR 28 (EC, 2013) (suite).";15;;Définition EUR 28 (suite);2016-11-07 00:00:00;2023-04-04 12:35:11
625;79;CORRESP_CORINE;VARCHAR2;"Correspondance avec le code CORINE biotopes (Hoff (coord.), 1997).
Note : N.A. = Non attribué";15;;Correspondance CORINE Biotopes;2016-11-14 00:00:00;2023-04-04 12:35:11
626;79;CORRESP_OS;VARCHAR2;"Correspondance avec la typologie d&#39;Occupation du Sol CORINE Land Cover.";16;;Correspondance CORINE Land Cover;2016-11-14 00:00:00;2023-04-04 12:35:11
636;79;PROTECTION;VARCHAR2;"Indication du niveau de protection (exprimée en pourcentage de la surface occupée par l&#39;habitat).";27;;Protection du type forestier;2016-11-14 00:00:00;2023-04-04 12:35:11
637;79;ZNIEFF_UN;VARCHAR2;"Indication du niveau d&#39;intégration dans les ZNIEFF de type 1 (exprimée en pourcentage de la surface occupée par l&#39;habitat).";28;;Intégration dans les ZNIEFF de type 1;2016-11-14 00:00:00;2023-04-04 12:35:11
638;79;ZNIEFF_DEUX;VARCHAR2;"Indication du niveau d&#39;intégration dans les ZNIEFF de type 2 (exprimée en pourcentage de la surface occupée par l&#39;habitat).";29;;Intégration dans les ZNIEFF de type 2;2016-11-14 00:00:00;2023-04-04 12:35:11
303;28;LB_NIVEAU;VARCHAR2;"Libellé du niveau hiérarchique. 1 : classe ; 2 : sous-classe ;  3 : ordre ; 4 : sous-ordre ; 5 : alliance ; 6 : sous-alliance ; 7 : groupe d'associations ; 8 : association.";10;50;Intitulé du niveau;2014-06-19 11:12:46;2023-04-04 12:35:11
304;28;FRANCE;BOOLEAN;"Présence en France du syntaxon. TRUE : présent en France ; FALSE : absent en France ; ? : à rechercher en France.";13;10;Présence en France;2014-06-19 11:12:46;2023-04-04 12:35:11
305;28;LB_HAB_FR;VARCHAR2;Libellé latin du syntaxon.;5;255;Nom latin;2014-06-19 00:00:00;2023-04-04 12:35:11
306;28;LB_HAB_EN;VARCHAR2;Nom en anglais du syntaxon. Champ ne pouvant être renseigné, le syntaxon étant en latin. Champ créé par souci d'homogénéité avec les autres bases de données habitats.;7;255;Nom anglais;2014-06-19 11:12:46;2023-04-04 12:35:11
308;28;LB_AUTEUR;VARCHAR2;Auteurs du syntaxon, éventuellement suivis d'indications nomenclaturales.;8;255;Auteurs;2014-06-19 11:12:46;2023-04-04 12:35:11
311;28;REMARQUES;VARCHAR2;Commentaires éventuels associés aux unités supérieures et, ponctuellement, quelques informations complémentaires pertinentes, issus de la partie introductive des synthèses.;25;4000;Remarques;2014-06-19 00:00:00;2023-04-04 12:35:11
33;32;LB_HAB_EN;VARCHAR2;Libellé en anglais;7;250;Libellé en anglais;2014-06-19 00:00:00;2023-04-04 12:35:11
330;3;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code.;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
331;3;CD_TYPO;NUMBER;Identifiant de la typologie.;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:11
332;3;FG_VALIDITE;VARCHAR2;Validité du nom du syntaxon (nom de référence / synonyme).;2;20;Validité;2014-06-19 13:23:53;2023-04-04 12:35:11
333;3;CD_HAB;NUMBER;Identifiant unique du syntaxon. Non supprimable et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
335;4;LB_DESCRIPTION;VARCHAR2;Description de l'habitat.;14;4000;Description;2014-06-19 13:23:53;2023-04-04 12:35:12
336;4;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code.;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:12
339;4;CD_TYPO;NUMBER;Identifiant de la typologie.;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:12
340;4;FG_VALIDITE;VARCHAR2;Validité du nom de l'habitat (nom de référence / synonyme).;2;20;Validité;2014-06-19 13:23:53;2023-04-04 12:35:12
343;22;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
344;22;LB_AUTEUR;VARCHAR2;Auteur;8;255;Auteur;2014-06-19 13:23:53;2023-04-04 12:35:11
345;22;LB_HAB_FR_COMPLET;VARCHAR2;Libellé français / latin avec auteur;6;255;Nom complet;2014-06-19 13:23:53;2023-04-04 12:35:11
346;22;CD_TYPO;NUMBER;Identifiant de la typologie;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:11
348;22;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable, et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
359;26;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
362;26;CD_TYPO;NUMBER;Identifiant de la typologie;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:11
364;26;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable, et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
366;7;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
368;7;LB_HAB_FR_COMPLET;VARCHAR2;Libellé français / latin avec auteur;6;255;Nom complet;2014-06-19 13:23:53;2023-04-04 12:35:11
371;7;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable, et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
380;5;LB_DESCRIPTION;VARCHAR2;Texte de description de l'habitat;14;4000;Description;2014-06-19 13:23:53;2023-04-04 12:35:11
381;5;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
384;5;CD_TYPO;NUMBER;Identifiant de la typologie;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:11
385;5;FG_VALIDITE;VARCHAR2;Validité du nom de l'habitat (nom de référence / synonyme).;2;20;Validité;2014-06-19 13:23:53;2023-04-04 12:35:11
386;5;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable, et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
388;70;LB_DESCRIPTION;VARCHAR2;Texte de description de l'habitat;14;4000;Description;2014-06-19 13:23:53;2023-04-04 12:35:11
389;70;FRANCE;VARCHAR2;Présence en FRANCE (Metropole + DOM TOM + COM);13;5;Présence en France;2014-06-19 13:23:53;2023-04-04 12:35:11
390;70;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
391;70;LB_AUTEUR;VARCHAR2;Auteurs. Champ présent pour un soucis d'homogénité des tables mais non rempli.;8;255;Auteurs;2014-06-19 13:23:53;2023-04-04 12:35:11
392;70;LB_HAB_FR_COMPLET;VARCHAR2;Libellé français / latin avec auteur;6;255;Nom complet;2014-06-19 13:23:53;2023-04-04 12:35:11
393;70;CD_TYPO;NUMBER;Identifiant de la typologie;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:11
394;70;FG_VALIDITE;VARCHAR2;Validité du nom de l'habitat (nom de référence / synonyme).;2;20;Validité;2014-06-19 13:23:53;2023-04-04 12:35:11
397;71;LB_DESCRIPTION;VARCHAR2;Texte de description de l'habitat;14;4000;Description;2014-06-19 13:23:53;2023-04-04 12:35:11
398;71;FRANCE;VARCHAR2;Présence en FRANCE (Metropole + DOM TOM + COM);13;5;Présence en France;2014-06-19 13:23:53;2023-04-04 12:35:11
399;71;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
400;71;LB_AUTEUR;VARCHAR2;Auteurs. Champ présent pour un soucis d'homogénité des tables mais non rempli.;8;255;Auteurs;2014-06-19 13:23:53;2023-04-04 12:35:11
401;71;LB_HAB_FR_COMPLET;VARCHAR2;Libellé français / latin avec auteur;6;255;Nom complet;2014-06-19 13:23:53;2023-04-04 12:35:11
402;71;CD_TYPO;NUMBER;Identifiant de la typologie;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:11
403;71;FG_VALIDITE;VARCHAR2;Validité du nom de l'habitat (nom de référence / synonyme).;2;20;Validité;2014-06-19 13:23:53;2023-04-04 12:35:11
404;71;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable, et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
406;72;LB_DESCRIPTION;VARCHAR2;Texte de description de l'habitat;14;4000;Description;2014-06-19 13:23:53;2023-04-04 12:35:12
407;72;FRANCE;VARCHAR2;Présence en FRANCE (Metropole + DOM TOM + COM);13;5;Présence en France;2014-06-19 13:23:53;2023-04-04 12:35:12
409;72;LB_AUTEUR;VARCHAR2;Auteurs. Champ présent pour un soucis d'homogénité des tables mais non rempli.;8;255;Auteurs;2014-06-19 13:23:53;2023-04-04 12:35:12
410;72;LB_HAB_FR_COMPLET;VARCHAR2;Libellé français / latin avec auteur;6;255;Nom complet;2014-06-19 00:00:00;2023-04-04 12:35:12
411;72;CD_TYPO;NUMBER;Identifiant de la typologie;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:12
412;72;FG_VALIDITE;VARCHAR2;Validité du nom de l'habitat (nom de référence / synonyme).;2;20;Validité;2014-06-19 13:23:53;2023-04-04 12:35:12
413;72;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable, et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:12
415;46;LB_DESCRIPTION;VARCHAR2;Description de l'habitat;14;1000;Description;2014-06-19 13:23:53;2023-04-04 12:35:11
416;46;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
418;46;LB_HAB_EN;VARCHAR2;Libellé en anglais;7;255;Libellé en anglais;2014-06-19 13:23:53;2023-04-04 12:35:11
420;46;CD_TYPO;NUMBER;Identifiant de la typologie;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:11
421;46;FG_VALIDITE;VARCHAR2;Validité du nom de l'habitat (nom de référence / synonyme).;2;20;Validité;2014-06-19 13:23:53;2023-04-04 12:35:11
422;46;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable, et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
426;8;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code.;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
427;8;LB_NIVEAU;VARCHAR2;Libellé du niveau.;10;100;Intitulé du niveau;2014-06-19 13:23:53;2023-04-04 12:35:11
428;8;NIVEAU;NUMBER;Niveau de l'habitat dans la typologie.;9;22;Niveau;2014-06-19 13:23:53;2023-04-04 12:35:11
431;8;LB_HAB_FR;VARCHAR2;Intitulé français de l'habitat.;5;255;Nom français;2014-06-19 13:23:53;2023-04-04 12:35:11
432;8;CD_TYPO;NUMBER;Identifiant de la typologie.;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:11
433;8;FG_VALIDITE;VARCHAR2;Validité du nom de l'habitat (nom de référence / synonyme).;2;20;Validité;2014-06-19 13:23:53;2023-04-04 12:35:11
434;8;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
436;45;LB_DESCRIPTION;VARCHAR2;Description de l'habitat;14;4000;Description;2014-06-19 00:00:00;2023-04-04 12:35:11
437;45;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
442;45;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable, et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
444;16;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code.;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
449;16;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
451;35;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
454;35;CD_TYPO;NUMBER;Identifiant de la typologie;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:11
458;17;LB_DESCRIPTION;VARCHAR2;Texte de description de l'habitat;14;4000;Description;2014-06-19 13:23:53;2023-04-04 12:35:11
459;17;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
461;17;FG_VALIDITE;VARCHAR2;Validité du nom de l'habitat (nom de référence / synonyme).;2;20;Validité;2014-06-19 13:23:53;2023-04-04 12:35:11
462;17;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable, et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
464;18;PATH_CD_HAB;VARCHAR2;Chemin de l'arborescence pour atteindre ce code.;12;4000;Arborescence;2014-06-19 13:23:53;2023-04-04 12:35:11
465;18;CD_TYPO;NUMBER;Identifiant de la typologie.;3;22;Identifiant HabRef de la typologie;2014-06-19 13:23:53;2023-04-04 12:35:11
467;18;CD_HAB;NUMBER;Identifiant unique de l'habitat. Non supprimable, et non réutilisable.;1;22;Identifiant HabRef de l'unité;2014-06-19 13:23:53;2023-04-04 12:35:11
