CD_CORRESP_HAB;CD_HAB_ENTRE;CD_HAB_SORTIE;CD_TYPE_RELATION;LB_CONDITION;LB_REMARQUES;VALIDITE;CD_TYPO_ENTRE;CD_TYPO_SORTIE;DATE_CREA;DATE_MODIF
21994;10076;5669;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
21995;10078;5670;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
21996;10050;5671;2;;Correspondance dégradée.;true;22;7;2015-09-07 15:00:56;
21997;10049;5671;2;;Correspondance dégradée.;true;22;7;2015-09-07 15:00:56;
21998;4387;5671;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
21999;4402;5672;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22000;4186;5675;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22001;4215;5679;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22002;4500;5680;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22003;10076;5681;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22004;10077;5682;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22005;10078;5683;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22006;4398;5684;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22007;4399;5685;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22008;4400;5686;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22009;10061;5687;2;;Correspondance dégradée.;true;22;7;2015-09-07 15:00:56;
22010;10060;5687;2;;Correspondance dégradée.;true;22;7;2015-09-07 15:00:56;
22011;4401;5687;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22012;10157;5688;2;;Correspondance dégradée.;true;22;7;2015-09-07 15:00:56;
22013;10156;5688;2;;Correspondance dégradée.;true;22;7;2015-09-07 15:00:56;
22014;10155;5688;2;;Correspondance dégradée.;true;22;7;2015-09-07 15:00:56;
22015;4503;5688;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22016;4404;5691;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22017;1397;5692;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22018;4509;5693;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22019;1401;5695;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22020;4191;5696;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22021;4223;5697;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22022;4514;5699;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22023;4195;5700;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22024;4226;5701;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22025;4367;5709;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22026;4430;5710;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22027;9307;10345;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22028;9405;10363;2;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22029;3877;10444;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22030;3878;10445;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22031;3891;10446;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22032;16834;10452;2;;Correspondance dégradée.;true;22;7;2015-09-07 15:00:56;
22033;9336;10452;2;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22034;16829;10452;2;;Correspondance dégradée.;true;22;7;2015-09-07 15:00:56;
22035;16828;10452;2;;Correspondance dégradée.;true;22;7;2015-09-07 15:00:56;
22036;9334;10452;2;;Correspondance dégradée.;true;22;7;2015-09-07 15:00:56;
22037;3895;10452;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22038;3881;10456;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22039;3882;10457;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22040;3892;10458;2;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22041;3881;10458;5;;Correspondance secondaire.;true;22;7;2015-09-07 15:00:56;
22042;3880;10458;5;;Correspondance secondaire.;true;22;7;2015-09-07 15:00:56;
22043;3881;10459;5;;Correspondance secondaire.;true;22;7;2015-09-07 15:00:56;
22044;3880;10459;5;;Correspondance secondaire.;true;22;7;2015-09-07 15:00:56;
22045;3880;10463;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22046;1183;10467;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22047;3887;10468;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22048;3888;10469;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22049;3893;10470;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22050;3894;10471;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22051;3883;10472;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22052;3909;10473;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22053;3910;10474;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22054;3879;10477;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22055;3889;10478;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22056;3896;10491;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22057;3897;10492;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22058;3875;10493;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22059;9310;10498;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22060;1177;10502;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22061;10097;10813;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22062;16837;10820;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22063;16838;10821;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22064;9401;10822;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22065;16843;10825;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22066;16844;10826;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22067;9402;10828;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:56;
22068;9403;10829;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22069;16846;10832;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22070;9415;10834;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22071;9416;10835;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22072;9417;10836;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22073;9418;10837;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22074;9419;10838;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22075;9420;10839;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
25006;23934;4878;;;;true;28;7;2015-09-17 00:00:00;2015-09-17 16:16:42
25125;26569;1665;5;;;true;46;7;2015-09-18 00:00:00;2015-09-18 11:11:03
25126;26569;1666;5;;;true;46;7;2015-09-18 00:00:00;2015-09-18 11:11:04
25127;26569;1667;5;;;true;46;7;2015-09-18 00:00:00;2015-09-18 11:11:06
25128;26569;16;2;;;true;46;45;2015-09-18 00:00:00;2015-09-18 11:11:12
25148;26574;16;2;;;true;46;45;2015-09-18 00:00:00;2015-09-18 11:22:10
25241;4737;26491;3;;;true;7;46;2015-09-22 00:00:00;2015-09-22 10:10:33
25242;4737;26495;3;;;true;7;46;2015-09-22 00:00:00;2015-09-22 10:11:34
25243;4737;26488;3;;;true;7;46;2015-09-22 00:00:00;2015-09-22 10:09:00
25244;4737;26494;3;;;true;7;46;2015-09-22 00:00:00;2015-09-22 10:11:19
25245;4737;26489;3;;;true;7;46;2015-09-22 00:00:00;2015-09-22 10:09:29
25246;4737;26493;3;;;true;7;46;2015-09-22 00:00:00;2015-09-22 10:11:03
25248;4737;26490;3;;;true;7;46;2015-09-22 00:00:00;2015-09-22 10:09:44
25250;4741;26484;3;;;true;7;46;2015-09-22 00:00:00;2015-09-22 10:16:02
25254;4732;26499;3;;;true;7;46;2015-09-22 00:00:00;2015-09-22 10:20:25
25015;23897;9399;;;;true;28;22;2015-09-17 00:00:00;2015-09-17 16:33:47
25021;24019;2797;;;"Selon de Foucault (2012), ""[syntaxon] décrit dans les Cahiers d'habitats en 6230(-2)*, mais pas considéré comme d'intérêt communautaire par le MNHN"". Contrairement à cette remarque, cette association n'est pas mentionnée dans le cahier d'habitats 6230-2. Par contre, lors d'une expertise (2008) le MNHN a bien considéré que les communautés du Nardo-Juncion squarrosi n'étaient pas d'intérêt communautaire.";false;28;8;2015-09-17 00:00:00;2016-12-06 13:08:40
25133;26571;1665;5;;;true;46;7;2015-09-18 00:00:00;2015-09-18 11:15:37
25134;26571;1666;5;;;true;46;7;2015-09-18 00:00:00;2015-09-18 11:15:39
25135;26571;1667;5;;;true;46;7;2015-09-18 00:00:00;2015-09-18 11:15:42
25153;26576;1667;5;;;true;46;7;2015-09-18 00:00:00;2015-09-18 11:25:57
25154;26576;16;2;;;true;46;45;2015-09-18 00:00:00;2015-09-18 11:25:59
25376;16;26556;3;;;true;45;46;2015-09-23 00:00:00;2015-09-23 10:18:45
25377;16;26557;3;;;true;45;46;2015-09-23 00:00:00;2015-09-23 10:19:01
25378;16;26558;3;;;true;45;46;2015-09-23 00:00:00;2015-09-23 10:19:37
25379;16;26559;3;;;true;45;46;2015-09-23 00:00:00;2015-09-23 10:19:46
25380;16;26560;3;;;true;45;46;2015-09-23 00:00:00;2015-09-23 10:19:50
25381;16;26561;3;;;true;45;46;2015-09-23 00:00:00;2015-09-23 10:19:53
25382;16;26562;3;;;true;45;46;2015-09-23 00:00:00;2015-09-23 10:19:55
25384;16;26564;3;;;true;45;46;2015-09-23 00:00:00;2015-09-23 10:20:01
25385;16;26565;3;;;true;45;46;2015-09-23 00:00:00;2015-09-23 10:20:04
25388;16;26568;3;;;true;45;46;2015-09-23 00:00:00;2015-09-23 10:25:00
25489;26591;;24;;;true;28;8;2016-05-23 00:00:00;2016-05-23 16:51:00
26732;1061;23507;;;Association traitée dans les cahiers d'habitats 2250 et 5330, sans que ceux-ci ne donnent d'indications sur le code à utiliser en priorité.;true;4;17;2016-11-04 12:24:53;
26733;1061;23508;;;;true;4;17;2016-11-04 12:24:53;
26734;1062;22746;;;;true;4;17;2016-11-04 12:24:53;
26735;1062;22747;;;;true;4;17;2016-11-04 12:24:53;
26736;1062;22748;;;;true;4;17;2016-11-04 12:24:53;
26737;1062;23629;;;Association traitée dans les cahiers d'habitats 1240 et 2260, sans que ceux-ci ne donnent d'indications sur le code à utiliser en priorité.;true;4;17;2016-11-04 12:24:53;
26738;1063;16212;;Correspondance valant pour les forêts dunales à Pinus pinea et pour les forêts dunales à Pinus pinaster relevant de l'alliance.;Selon les Cahiers d'habitats, compte tenu du caractère pionnier ou planté de ce type d'habitat, le rattachement phytosociologique se fera par rapport aux groupements d'origine dont certaines espèces caractéristiques persistent. Des sous-associations à Pinus pinea ou à P. pinaster peuvent être considérées au sein des associations de l'alliance.;true;4;17;2016-11-04 12:24:53;
26739;1063;16216;;Correspondance valant pour les communautés de l'alliance en superposition desquelles se développent des forêts dunales à Pinus pinea et/ou Pinus pinaster.;Selon les Cahiers d'habitats, des sous-associations à Pinus pinea et à P. pinaster peuvent être considérées au sein des associations de l'alliance.;true;4;17;2016-11-04 12:24:53;
26740;1064;23034;;En contexte de dune continentale.;;true;4;17;2016-11-04 12:24:53;
26741;1064;23035;;En contexte de dune continentale.;;true;4;17;2016-11-04 12:24:53;
26742;1064;23036;;En contexte de dune continentale.;;true;4;17;2016-11-04 12:24:53;
26743;1065;23218;;;;true;4;17;2016-11-04 12:24:53;
26744;1065;24883;;;;true;4;17;2016-11-04 12:24:53;
26745;1065;23220;;;;true;4;17;2016-11-04 12:24:53;
26746;1065;23221;;;;true;4;17;2016-11-04 12:24:53;
26747;1065;23222;;;;true;4;17;2016-11-04 12:24:53;
26748;1065;23223;;;Association traitée dans les cahiers d'habitats 3110 et 3260, sans que ceux-ci ne donnent d'indications sur le code à utiliser en priorité.;true;4;17;2016-11-04 12:24:53;
26749;1065;23224;;;;true;4;17;2016-11-04 12:24:53;
26750;1065;23225;;;;true;4;17;2016-11-04 12:24:53;
26751;1065;23226;;;Association traitée dans les cahier d'habitats 2190 et 3110, mais à coder préférentiellement sous 2190, habitat spécifique aux végétations des dépressions humides intradunales.;true;4;17;2016-11-04 00:00:00;2018-06-20 15:45:20
26752;1065;23227;;;;true;4;17;2016-11-04 12:24:53;
26753;1066;23019;;;Association traitée dans les cahiers d'habitats 1230 (cf. 1230-6 sous le nom synonyme d'Ophioglosso lusitanici-Isoetetum histricis) et 3120, sans que ceux-ci ne donnent d'indications sur le code à utiliser en priorité.;true;4;17;2016-11-04 12:24:53;
26754;1066;23147;;;Association traitée dans les cahiers d'habitats 1230 (cf. 1230-6 sous le nom synonyme d'Ophioglosso lusitanici-Isoetetum histricis) et 3120, sans que ceux-ci ne donnent d'indications sur le code à utiliser en priorité.;true;4;17;2016-11-04 12:24:53;
26755;1066;23016;;;;true;4;17;2016-11-04 12:24:53;
26756;1066;23029;;;;true;4;17;2016-11-04 12:24:53;
26757;1066;23030;;;;true;4;17;2016-11-04 12:24:53;
26758;1066;23031;;;;true;4;17;2016-11-04 12:24:53;
26759;1067;23023;;;;true;4;17;2016-11-04 12:24:53;
26760;1067;23024;;;;true;4;17;2016-11-04 12:24:53;
26761;1067;23025;;;;true;4;17;2016-11-04 12:24:53;
26762;1067;23057;;;;true;4;17;2016-11-04 12:24:53;
26763;1067;23058;;;;true;4;17;2016-11-04 12:24:53;
26764;1067;23059;;;;true;4;17;2016-11-04 12:24:53;
26765;1067;23069;;;;true;4;17;2016-11-04 12:24:53;
26766;1067;23070;;;;true;4;17;2016-11-04 12:24:53;
26767;1067;23071;;;;true;4;17;2016-11-04 12:24:53;
26768;1067;23072;;;;true;4;17;2016-11-04 12:24:53;
26769;1067;23073;;;;true;4;17;2016-11-04 12:24:53;
26770;1067;23075;;;;true;4;17;2016-11-04 12:24:53;
26771;1067;23076;;;;true;4;17;2016-11-04 12:24:53;
26772;1067;23077;;;Association traitée dans les cahiers d'habitats 2190 et 3130, mais à coder préférentiellement sous 2190, habitat spécifique aux dépressions humides intradunales.;true;4;17;2016-11-04 00:00:00;2018-06-20 15:47:23
26773;1067;23078;;;;true;4;17;2016-11-04 12:24:53;
26774;1067;23079;;;;true;4;17;2016-11-04 12:24:53;
26775;1067;23213;;;;true;4;17;2016-11-04 12:24:53;
26776;1067;23214;;;;true;4;17;2016-11-04 12:24:53;
26777;1067;23215;;;;true;4;17;2016-11-04 12:24:53;
26778;1067;23216;;;;true;4;17;2016-11-04 12:24:53;
26779;1067;23217;;;;true;4;17;2016-11-04 12:24:53;
26780;1067;23228;;;;true;4;17;2016-11-04 12:24:53;
26781;1067;23229;;;;true;4;17;2016-11-04 12:24:53;
26782;1068;22715;;;;true;4;17;2016-11-04 12:24:53;
26783;1068;22716;;;;true;4;17;2016-11-04 12:24:53;
26784;1068;22717;;;;true;4;17;2016-11-04 12:24:53;
26785;1068;22718;;;;true;4;17;2016-11-04 12:24:53;
26786;1068;22719;;;;true;4;17;2016-11-04 12:24:53;
26787;1068;22720;;En contexte d'eau stagnante.;;true;4;17;2016-11-04 12:24:53;
26788;1068;22721;;;;true;4;17;2016-11-04 12:24:53;
26789;1068;22722;;;;true;4;17;2016-11-04 12:24:53;
26790;1068;22723;;;;true;4;17;2016-11-04 12:24:53;
26791;1068;22724;;;;true;4;17;2016-11-04 12:24:53;
26792;1068;22725;;;;true;4;17;2016-11-04 12:24:53;
26793;1068;22726;;;;true;4;17;2016-11-04 12:24:53;
26794;1068;22727;;;;true;4;17;2016-11-04 12:24:53;
26795;1068;22728;;;;true;4;17;2016-11-04 12:24:53;
26796;1068;22729;;En contexte d'eau douce stagnante.;;true;4;17;2016-11-04 12:24:53;
26797;1068;22738;;;;true;4;17;2016-11-04 12:24:53;
26798;1068;22730;;;;true;4;17;2016-11-04 12:24:53;
26799;1068;22731;;;;true;4;17;2016-11-04 12:24:53;
26800;1068;22732;;En contexte d'eau stagnante.;;true;4;17;2016-11-04 12:24:53;
26801;1068;22733;;En contexte d'eau stagnante.;;true;4;17;2016-11-04 12:24:53;
26802;1068;22734;;;;true;4;17;2016-11-04 12:24:53;
26803;1068;22735;;;;true;4;17;2016-11-04 12:24:53;
26804;1068;22736;;;;true;4;17;2016-11-04 12:24:53;
18377;3791;10674;3;;Regroupement et changement d'étage;true;32;7;2015-02-17 00:00:00;2015-10-07 11:31:32
25383;16;26563;3;;;true;45;46;2015-09-23 00:00:00;2015-09-23 10:19:57
25386;16;26566;3;;;true;45;46;2015-09-23 00:00:00;2015-09-23 10:20:06
28236;8927;23198;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28237;8927;23202;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28238;8927;23207;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28239;8927;23208;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28240;8927;23431;;En contexte de rivière intermittente méditerranéenne.;;true;4;17;2016-11-04 12:24:58;
28241;8927;23432;;En contexte de rivière intermittente méditerranéenne.;;true;4;17;2016-11-04 12:24:58;
28242;8927;23433;;En contexte de rivière intermittente méditerranéenne.;;true;4;17;2016-11-04 12:24:58;
28243;8927;23434;;En contexte de rivière intermittente méditerranéenne.;;true;4;17;2016-11-04 12:24:58;
28244;8927;23443;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28245;8927;23448;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28246;8927;23449;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28247;8927;23452;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28248;8927;23436;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28249;8927;23466;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28250;8927;23467;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28251;8927;23459;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28252;8927;23469;;;;true;4;17;2016-11-04 12:24:58;
28253;8927;23471;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval, où l'association est certainement très localisée et à rechercher.;;true;4;17;2016-11-04 12:24:58;
28254;8927;23473;;En contexte de cours d'eau méditerranéen intermittent, dans sa partie aval.;;true;4;17;2016-11-04 12:24:58;
28255;8928;22539;;Correspondance valant pour les landes septentrionales à Erica tetralix, dépourvues d'Erica ciliaris.;;true;4;17;2016-11-04 12:24:58;
28256;8928;22540;;Correspondance valant pour les landes septentrionales à Erica tetralix, dépourvues d'Erica ciliaris.;;true;4;17;2016-11-04 12:24:58;
28257;8928;22541;;Correspondance valant pour les landes septentrionales à Erica tetralix, dépourvues d'Erica ciliaris.;;true;4;17;2016-11-04 12:24:58;
28258;8928;22543;;Correspondance valant pour les landes septentrionales à Erica tetralix.;;true;4;17;2016-11-04 12:24:58;
28259;8929;22540;;Correspondance valant pour les landes atlantiques tempérées à Erica tetralix et Erica ciliaris.;;true;4;17;2016-11-04 12:24:58;
28260;8929;22541;;Correspondance valant pour les landes atlantiques tempérées à Erica tetralix et Erica ciliaris.;;true;4;17;2016-11-04 12:24:58;
28261;8929;22542;;Correspondance valant pour les landes atlantiques tempérées à Erica tetralix et Erica ciliaris.;;true;4;17;2016-11-04 12:24:58;
28262;8929;22543;;Correspondance valant pour les landes atlantiques tempérées à Erica tetralix et Erica ciliaris.;;true;4;17;2016-11-04 12:24:58;
28263;8930;22510;;;;true;4;17;2016-11-04 12:24:58;
28264;8930;22511;;;;true;4;17;2016-11-04 12:24:58;
28265;8930;22512;;;;true;4;17;2016-11-04 12:24:58;
28266;8931;22529;;;;true;4;17;2016-11-04 12:24:58;
28267;8931;22530;;;;true;4;17;2016-11-04 12:24:58;
28268;8932;22531;;;;true;4;17;2016-11-04 12:24:58;
28269;8933;22669;;;;true;4;17;2016-11-04 12:24:58;
28270;8933;22671;;;;true;4;17;2016-11-04 12:24:58;
28271;8933;22528;;;;true;4;17;2016-11-04 12:24:58;
28272;8933;22534;;;;true;4;17;2016-11-04 12:24:58;
28273;8934;22672;;;;true;4;17;2016-11-04 12:24:58;
28274;8934;22673;;;;true;4;17;2016-11-04 12:24:58;
28275;8934;22532;;;;true;4;17;2016-11-04 12:24:58;
28276;8934;22533;;;;true;4;17;2016-11-04 12:24:58;
28277;8935;22526;;;;true;4;17;2016-11-04 12:24:58;
28278;8935;22670;;;;true;4;17;2016-11-04 12:24:58;
28279;8935;22527;;;;true;4;17;2016-11-04 12:24:58;
28280;8935;22533;;;Dans le cahier d'habitats 4030, la correspondance est mentionnée pour la race à Avenula versicolor de l'association, mais celle-ci n'apparaît pas explicitement dans le cahier d'habitats 4030-14.;true;4;17;2016-11-04 12:24:58;
28281;8936;22522;;;;true;4;17;2016-11-04 12:24:58;
28282;8936;22524;;;;true;4;17;2016-11-04 12:24:58;
28283;8937;22523;;;;true;4;17;2016-11-04 12:24:58;
28284;8937;22525;;;;true;4;17;2016-11-04 12:24:58;
28285;8938;22517;;;;true;4;17;2016-11-04 12:24:58;
28286;8939;22516;;;;true;4;17;2016-11-04 12:24:58;
28287;8939;22518;;;;true;4;17;2016-11-04 12:24:58;
28288;8939;22519;;;;true;4;17;2016-11-04 12:24:58;
28289;8939;22520;;;;true;4;17;2016-11-04 12:24:58;
28290;8939;22521;;;;true;4;17;2016-11-04 12:24:58;
28291;8940;22513;;;;true;4;17;2016-11-04 12:24:58;
28292;8940;22514;;;;true;4;17;2016-11-04 12:24:58;
28293;8941;22535;;;;true;4;17;2016-11-04 12:24:58;
28294;8941;22536;;;;true;4;17;2016-11-04 12:24:58;
28295;8941;22537;;;;true;4;17;2016-11-04 12:24:58;
28296;8942;22508;;;;true;4;17;2016-11-04 12:24:58;
28297;8942;22509;;;;true;4;17;2016-11-04 12:24:58;
28298;8942;22552;;;;true;4;17;2016-11-04 12:24:58;
28299;8942;22553;;;;true;4;17;2016-11-04 12:24:58;
28300;8943;22554;;;;true;4;17;2016-11-04 12:24:58;
28301;8943;22555;;;;true;4;17;2016-11-04 12:24:58;
28302;8944;22558;;;;true;4;17;2016-11-04 12:24:58;
28303;8944;22560;;;;true;4;17;2016-11-04 12:24:58;
28304;8944;22556;;;;true;4;17;2016-11-04 12:24:58;
28305;8944;22557;;;;true;4;17;2016-11-04 12:24:58;
28306;8945;22559;;;;true;4;17;2016-11-04 12:24:58;
28307;8945;22561;;;;true;4;17;2016-11-04 12:24:58;
28308;8945;22562;;;;true;4;17;2016-11-04 12:24:58;
28309;8945;22563;;;;true;4;17;2016-11-04 12:24:58;
28310;8946;22548;;;;true;4;17;2016-11-04 12:24:58;
28311;8946;22549;;;;true;4;17;2016-11-04 12:24:58;
28312;8946;22544;;;;true;4;17;2016-11-04 12:24:58;
28313;8946;22545;;;;true;4;17;2016-11-04 12:24:58;
28314;8946;22546;;;;true;4;17;2016-11-04 12:24:58;
28315;8946;22547;;;;true;4;17;2016-11-04 12:24:58;
28316;8947;22564;;;;true;4;17;2016-11-04 12:24:58;
28317;8947;22565;;;;true;4;17;2016-11-04 12:24:58;
28318;8948;22515;;;;true;4;17;2016-11-04 12:24:58;
28319;8948;22538;;;;true;4;17;2016-11-04 12:24:58;
28320;8949;23233;;;;true;4;17;2016-11-04 12:24:58;
28321;8949;23235;;;;true;4;17;2016-11-04 12:24:58;
28322;8950;23001;;;;true;4;17;2016-11-04 12:24:58;
28323;8950;23002;;;;true;4;17;2016-11-04 12:24:58;
28324;8950;23003;;;;true;4;17;2016-11-04 12:24:58;
28325;8951;23230;;;;true;4;17;2016-11-04 12:24:58;
28326;8951;23231;;;;true;4;17;2016-11-04 12:24:58;
28327;8952;23232;;;;true;4;17;2016-11-04 12:24:58;
28328;8952;23234;;;;true;4;17;2016-11-04 12:24:58;
28329;8953;23239;;;;true;4;17;2016-11-04 12:24:58;
28330;8953;23241;;;;true;4;17;2016-11-04 12:24:58;
28331;8954;23250;;;;true;4;17;2016-11-04 12:24:58;
22076;16847;10840;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22077;16848;10841;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22078;9421;10843;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22079;9422;10844;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22080;9423;10846;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22081;9389;10850;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22082;9391;10852;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22083;9368;10853;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22084;9371;10857;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22085;9372;10858;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22086;9373;10859;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22087;9374;10860;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22088;9424;10862;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22089;10230;10867;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22090;10231;10872;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22091;3952;10873;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22092;3953;10880;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22093;3952;10881;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22094;3954;10882;3;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22095;9393;10922;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22096;9394;10946;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22097;9395;10947;2;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22098;1196;10947;5;;Correspondance secondaire.;true;22;7;2015-09-07 15:00:57;
22099;9396;10953;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22100;16859;10954;2;;Correspondance dégradée.;true;22;7;2015-09-07 15:00:57;
22101;9397;10954;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22102;9392;10955;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22103;9995;10966;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22104;9412;10967;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22105;9413;10968;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22106;9998;10974;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22107;9999;10975;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22108;10006;10976;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22109;10007;10977;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
22110;10008;10978;1;;Correspondance principale.;true;22;7;2015-09-07 15:00:57;
