CD_CORRESP_HAB;CD_HAB_ENTRE;CD_HAB_SORTIE;CD_TYPE_RELATION;LB_CONDITION;LB_REMARQUES;VALIDITE;CD_TYPO_ENTRE;CD_TYPO_SORTIE;DATE_CREA;DATE_MODIF
6521;4664;817;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6522;4664;2600;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6523;4664;2604;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6524;4664;2607;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6525;4664;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6526;4664;7174;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6529;4665;802;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6530;4665;2599;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6531;4665;2618;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6532;4665;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6535;4667;975;1;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6536;4667;993;1;;;true;7;32;2014-06-19 11:25:50;2015-03-25 15:58:40
6537;4667;2713;5;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6539;4668;966;5;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6540;4668;994;2;;;true;7;32;2014-06-19 11:25:50;2015-03-25 15:58:40
6541;4668;2713;5;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6543;4669;2597;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6544;4669;2598;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6545;4669;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6546;4669;7167;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6547;4669;7169;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6549;4670;2597;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6550;4670;2598;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6551;4670;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6552;4670;7167;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6553;4670;7169;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6557;4671;966;5;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6558;4671;994;2;;;true;7;32;2014-06-19 11:25:50;2015-03-25 15:58:40
6559;4671;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6561;4672;2597;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6562;4672;2598;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6563;4672;2603;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6564;4672;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6565;4672;7166;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6566;4672;7167;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6567;4672;7169;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6568;4672;7173;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6571;4674;2597;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6572;4674;2598;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6573;4674;2603;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6574;4674;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6575;4674;7166;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6576;4674;7168;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6577;4674;7170;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6578;4674;7173;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6580;4675;966;5;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6581;4675;994;2;;;true;7;32;2014-06-19 11:25:50;2015-03-25 15:58:40
6582;4675;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6584;4676;2652;1;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6585;4676;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6587;4677;801;1;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6588;4677;2713;5;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6591;4679;995;1;;;true;7;32;2014-06-19 11:25:50;2015-03-25 15:58:40
6592;4679;2653;1;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6593;4679;2771;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6596;4680;2651;1;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6597;4680;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6598;4680;3702;5;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6602;4688;800;2;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6605;4689;2569;5;;;true;7;46;2014-06-19 00:00:00;2019-03-25 15:52:52
6606;4689;2571;3;;;true;7;46;2014-06-19 00:00:00;2019-03-25 15:52:57
6610;4690;2573;2;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6612;4691;974;1;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6613;4691;992;1;;;true;7;32;2014-06-19 11:25:50;2015-03-25 15:58:40
6614;4691;2710;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6618;4693;2710;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6622;4694;973;1;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6623;4694;991;1;;;true;7;32;2014-06-19 11:25:50;2015-03-25 15:58:40
6626;4696;4;2;;;true;7;45;2014-06-19 11:25:50;2015-03-25 15:58:40
6627;4696;2709;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6629;4696;13596;1;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6630;4697;2710;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6635;4698;2710;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6636;4698;7126;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6640;4699;2710;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6642;4700;4;5;;;true;7;45;2014-06-19 00:00:00;2017-04-05 17:39:54
6643;4700;2709;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6646;4701;4;2;;;true;7;45;2014-06-19 11:25:50;2015-03-25 15:58:40
6647;4701;2577;1;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6648;4701;2710;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6650;4701;7129;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6651;4702;7135;1;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6659;4704;2710;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6665;4706;7130;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6673;4707;7131;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6680;4708;7132;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6685;4709;2709;5;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6686;4709;2710;5;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6687;4709;2711;5;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6692;4711;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6694;4712;809;1;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6695;4712;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6697;4715;2710;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6698;4715;7137;1;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6699;4721;2622;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6700;4721;2623;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6701;4721;2624;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6702;4721;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6703;4721;7182;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6704;4721;7187;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6706;4721;13701;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6707;4722;2623;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6708;4722;2624;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6709;4722;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6710;4722;7186;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6711;4722;7187;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6713;4723;2712;5;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6714;4723;7150;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6715;4723;7151;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6716;4724;963;3;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6717;4724;1009;3;;;true;7;32;2014-06-19 11:25:50;2015-03-25 15:58:40
6718;4724;2582;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6719;4724;7139;3;;;true;7;46;2014-06-19 00:00:00;2019-03-25 16:23:32
6720;4725;2712;5;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6721;4725;7154;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6723;4726;7140;3;;;true;7;46;2014-06-19 00:00:00;2019-03-25 16:35:05
6724;4726;13617;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6725;4726;13618;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6727;4727;2711;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6729;4728;2709;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6730;4729;7155;1;;;true;7;46;2014-06-19 00:00:00;2019-03-25 16:31:27
6731;4730;2707;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6732;4730;2712;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6733;4730;7141;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6739;4730;13625;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6740;4731;7153;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6741;4731;13651;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6742;4731;13652;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6743;4732;7152;1;;;true;7;46;2014-06-19 00:00:00;2019-03-25 16:28:31
6744;4733;14;2;;;true;7;45;2014-06-19 11:25:50;2015-03-25 15:58:40
6745;4733;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6746;4734;964;5;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6747;4734;1010;2;;;true;7;32;2014-06-19 11:25:50;2015-03-25 15:58:40
6748;4734;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6750;4735;2629;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6751;4735;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6752;4735;7199;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6753;4735;7200;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6754;4735;7201;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6755;4735;13747;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6757;4736;945;5;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6758;4736;978;3;;;true;7;32;2014-06-19 11:25:50;2015-03-25 15:58:40
6759;4736;2629;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6761;4736;2771;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6762;4736;7228;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6766;4737;2707;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6767;4737;2712;2;;;true;7;8;2014-06-19 00:00:00;2015-09-22 10:08:00
6770;4738;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6771;4741;7142;1;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6772;4742;2628;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6774;4742;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6775;4742;7196;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6776;4742;13746;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6778;4743;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6781;4745;2584;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6783;4746;952;3;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6784;4746;953;3;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6785;4746;954;3;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6787;4746;1001;3;;;true;7;32;2014-06-19 11:25:50;2015-03-25 15:58:40
6788;4746;2707;5;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6789;4746;7138;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6795;4748;2630;1;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6796;4748;2713;5;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6797;4749;7143;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6799;4749;13624;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6800;4749;13629;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6801;4749;13630;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6802;4750;959;1;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6804;4750;2712;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6806;4751;2711;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6808;4752;2709;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6809;4752;7158;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6810;4753;964;5;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6812;4753;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6814;4754;946;5;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6816;4754;2629;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6817;4754;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6818;4755;2628;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6820;4755;7195;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6821;4756;2626;5;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6822;4756;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6825;4757;2771;5;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6826;4757;7228;3;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6827;4758;2627;2;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6829;4758;7190;2;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6830;4758;13716;1;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6831;4759;976;5;;;true;7;6;2014-06-19 11:25:50;2015-03-25 15:58:40
6833;4759;2713;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6835;4762;2771;2;;;true;7;8;2014-06-19 11:25:50;2015-03-25 15:58:40
6838;4763;2627;2;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
6839;4763;7190;2;;;true;7;46;2014-06-19 11:25:50;2015-03-25 15:58:40
5714;2849;13880;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5715;2849;15032;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5716;2849;15033;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5717;2849;15034;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5718;2849;15529;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5719;2849;15530;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5720;2850;7476;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5721;2851;7454;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5722;2852;14651;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5723;2853;14652;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5724;2854;3234;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5725;2855;3235;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5726;2855;3236;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5727;2855;3237;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5728;2855;3238;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5729;2855;3239;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5730;2855;3240;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5731;2855;3243;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5732;2856;3232;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5733;2857;7463;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5734;2858;7891;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5735;2859;3077;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5736;2859;8526;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5737;2860;13828;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5738;2861;7322;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5739;2861;7758;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5740;2861;8459;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5741;2862;15455;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5742;2863;3190;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5743;2864;3055;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5744;2865;7939;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5745;2867;7477;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5746;2867;7478;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5747;2867;7479;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5748;2867;7487;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5749;2867;8496;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5750;2867;14029;;;32.441 pro parte;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5751;2867;18988;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5752;2868;7366;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5753;2868;14818;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5754;2869;7352;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5755;2869;7353;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5756;2869;8227;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5757;2869;8289;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5758;2869;8448;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5759;2869;8509;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5760;2870;8201;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5761;2870;8366;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5762;2871;8454;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5763;2872;2897;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5764;2873;14128;;En croisement avec 44.111 : 24.223 x 44.111.;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5765;2873;14487;;En croisement avec 24.223 : 24.223 x 44.111.;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5766;2874;2938;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5767;2875;3170;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5768;2876;3075;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5769;2877;8172;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5770;2877;8173;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5771;2877;8198;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5772;2878;2890;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5773;2879;2964;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5774;2880;2966;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5775;2881;8057;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5776;2882;8214;;;45.46 pro parte;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5777;2883;7598;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5778;2883;7611;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5779;2883;7767;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5780;2884;2965;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5781;2885;7597;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5782;2885;7659;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5783;2885;7708;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5784;2885;7711;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5785;2885;7713;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5786;2886;7709;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5787;2887;7720;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5788;2888;2998;;;;true;8;16;2014-06-19 11:25:50;2015-03-25 15:58:40
5789;3356;1134;;Correspondance valant pour les végétations des tourbières hautes actives.;;true;17;4;2014-06-19 11:25:50;2015-03-25 15:58:40
5790;3356;9114;;Correspondance valant pour les végétations des tourbières hautes actives.;;true;17;4;2014-06-19 11:25:50;2015-03-25 15:58:40
5791;3357;1134;;Correspondance valant pour les végétations des tourbières hautes actives.;;true;17;4;2014-06-19 11:25:50;2015-03-25 15:58:40
5792;3357;9114;;Correspondance valant pour les végétations des tourbières hautes actives.;;true;17;4;2014-06-19 11:25:50;2015-03-25 15:58:40
66921;53106;7191;1;;;true;107;46;2023-02-20 17:42:12;
5804;3594;3834;1;;"conservé ; libellé modifié";true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5806;3594;10601;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
66922;53136;13718;1;;;true;107;46;2023-02-20 17:42:12;
5808;3595;3836;1;;conservé;true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5810;3595;10689;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
66923;53137;13719;1;;;true;107;46;2023-02-20 17:42:12;
5812;3596;3837;2;;"conservé ; regroupé";true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5814;3596;10690;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
66924;53138;13720;1;;;true;107;46;2023-02-20 17:42:12;
5816;3597;3838;1;;"conservé ; libellé modifié";true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5818;3597;10602;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
66925;53139;28480;1;;;true;107;46;2023-02-20 17:42:12;
5820;3598;3839;1;;conservé;true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5822;3598;10691;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
66926;53166;7222;1;;;true;107;46;2023-02-20 17:42:12;
5824;3599;3840;1;;conservé;true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5826;3599;10692;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
5827;3600;977;1;;"conservé ; niveau modifié";true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
66927;53167;7223;1;;;true;107;46;2023-02-20 17:42:12;
5830;3600;10693;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
66928;52713;7224;1;;;true;107;46;2023-02-20 17:42:12;
5832;3601;3723;1;;conservé;true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5834;3601;10614;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
66929;52714;7225;1;;;true;107;46;2023-02-20 17:42:12;
5836;3602;3724;1;;conservé;true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5838;3602;10615;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
5839;3604;3725;1;;conservé;true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5840;3604;10913;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
5841;3605;3726;1;;conservé;true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5842;3605;10914;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
5843;3606;3727;1;;conservé;true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5844;3606;10915;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
5845;3607;3728;1;;conservé;true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5846;3607;10916;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
5847;3608;3729;1;;"conservé ; libellé modifié";true;6;32;2014-06-19 11:25:50;2015-03-25 15:58:40
5848;3608;10921;1;;;true;6;7;2014-06-19 11:25:50;2015-03-25 15:58:40
66930;52715;7226;1;;;true;107;46;2023-02-20 17:42:12;
