CD_NOM;Nom scientifique;Indicatrice ZH
113751;Pistacia x saportae Burnat, 1896;-
113744;Pistacia lentiscus L., 1753;-
985904;Pistacia lentiscus subsp. lentiscus L., 1753;-
113748;Pistacia terebinthus L., 1753;-
113750;Pistacia vera L., 1753;-
197191;Rhus L., 1753;-
117712;Rhus coriaria L., 1753;-
117715;Rhus glabra L., 1753;-
995033;Rhus x pulvinata Greene, 1908;-
117723;Rhus typhina L., 1756;-
926974;Toxicodendron Mill., 1754;-
126914;Toxicodendron radicans (L.) Kuntze, 1891;-
160249;Toxicodendron vernicifluum (Stokes) F.A.Barkley, 1940;-
670889;Semecarpus atra (G.Forst.) Vieill., 1862;-
670890;Semecarpus balansae Engl.;-
670891;Semecarpus neocaledonica Engl., 1883;-
672233;Semecarpus poyaensis Hoff;-
672152;Semecarpus riparia Virot;-
672434;Semecarpus virotii Hoff;-
670854;Canarium balansae Engl., 1883;-
670855;Canarium oleiferum Baill.;-
670856;Canarium trifoliolatum Engl., 1883;-
670857;Canarium whitei Guillaumin, 1926;-
957007;Dacryodes decidua Daly & M.C.Martínez, 2019;-
957008;Dacryodes froesiana Daly & M.C.Martínez, 2019;-
957006;Dacryodes oblongipetala Daly & M.C.Martínez, 2019;-
957009;Dacryodes villosa Daly & M.C.Martínez, 2019;-
630492;Protium attenuatum (Rose) Urb., 1912;-
732821;Protium demerarense Swart, 1966;-
740565;Protium divaricatum subsp. fumarium Daly, 1992;-
732823;Protium gallicum Daly, 1998;-
732828;Protium inodorum Daly, 1998;-
732829;Protium melinonis Engl., 1883;-
732832;Protium occultum Daly, 1991;-
740569;Protium opacum subsp. rabelianum Daly, 1992;-
732836;Protium plagiocarpium Benoist, 1920;-
895574;Protium surinamense Byng & Christenh., 2018;-
187325;Meliaceae Juss., 1789;-
768242;Carapa surinamensis Miq., 1850;-
673220;Dysoxylum canalense (Baill.) C.DC., 1878;-
673221;Dysoxylum kouiriense Virot, 1953;-
673222;Dysoxylum macranthum C.DC., 1878;-
673688;Dysoxylum macrostachyum C.DC., 1878;-
674026;Dysoxylum minutiflorum C.DC., 1878;-
673223;Dysoxylum pachypodum (Baill.) C.DC., 1878;-
673224;Dysoxylum roseum C.DC.;-
674395;Dysoxylum rufescens Vieill. ex Pancher & Sebert, 1874;-
674525;Dysoxylum rufescens subsp. dzumacense (Guillaumin) Mabb., 1988;-
674586;Dysoxylum rufescens subsp. rufescens Vieill. ex Pancher & Sebert, 1874;-
734241;Guarea costata A.Juss., 1830;-
629789;Guarea macrophylla Vahl, 1807;-
740723;Guarea macrophylla subsp. pachycarpa (C.DC.) T.D.Penn., 1981;-
841477;Guarea macrophylla subsp. macrophylla Vahl, 1807;-
734244;Guarea michel-moddei T.D.Penn. & S.A.Mori, 1993;-
194586;Melia L., 1753;-
107838;Melia azedarach L., 1753;-
630760;Swietenia x aubrevilleana Stehlé & Cusin;-
198503;Toona (Endl.) M.Roem., 1836;-
126827;Toona sinensis (A.Juss.) M.Roem., 1846;-
734252;Trichilia micropetala T.D.Penn., 1981;-
706894;Turraea cadetii A.J.Scott, 1979;-
706895;Turraea monticola Bosser;-
706896;Turraea oppositifolia (Cav.) Harms, 1896;-
706897;Turraea ovata (Cav.) Harms, 1896;-
706898;Turraea rutilans (Sm.) Bosser, 1997;-
706899;Turraea thouarsiana (Baill.) Cavaco & Keraudren, 1955;-
598064;Nitrariaceae Lindl., 1835;-
195898;Peganum L., 1753;-
112628;Peganum harmala L., 1753;-
187322;Rutaceae Juss., 1789;-
894447;Aurantioideae Eaton, 1836;-
190866;Citrus L., 1753;-
966886;Citrus x aurantiifolia (Christm.) Swingle, 1913;-
966887;Citrus x aurantium L., 1753;-
966888;Citrus x aurantium var. aurantium L., 1753;-
971723;Citrus x aurantium var. paradisi (Macfad.) Ollitrault, Curk & Krueger, 2020;-
971672;Citrus x aurantium var. sinensis L., 1753;-
971674;Citrus x latifolia Tanaka ex Q.Jiménez, 2012;-
966788;Citrus x limon (L.) Osbeck, 1765;-
971026;Citrus x limon var. bergamia (Risso) Ollitrault, Curk & Krueger, 2020;-
971687;Citrus x limon var. limetta (Risso) Ollitrault, Curk & Krueger, 2020;-
971038;Citrus x limon var. limon (L.) Osbeck, 1765;-
91817;Citrus x limonia Osbeck, 1765;-
91806;Citrus japonica Thunb., 1780;-
160289;Citrus maxima (Burm.) Merr., 1917;-
91811;Citrus medica L., 1753;-
91812;Citrus reticulata Blanco, 1837;-
672712;Oxanthera Montrouz., 1860;-
673760;Oxanthera aurantium Tanaka;-
674339;Oxanthera brevipes B.C.Stone;-
674429;Oxanthera fragrans Montrouz., 1860;-
673501;Oxanthera neocaledonica (Guillaumin) Tanaka;-
673502;Oxanthera undulata (Guillaumin) Swingle;-
196567;Poncirus Raf., 1838;-
115092;Poncirus trifoliata (L.) Raf., 1838;-
894446;Cneoroideae Webb, 1842;-
894455;Cneoreae Baill., 1873;-
190969;Cneorum L., 1753;-
91941;Cneorum tricoccon L., 1753;-
992028;Haplophylloideae Appelhans, Bayly, Heslewood, Groppo, Verboom, P.I.Forst., Kallunki & Duretto, 2021;-
193081;Haplophyllum A.Juss., 1825 [nom. et orth. cons.];-
100745;Haplophyllum buxbaumii (Poir.) G.Don, 1831;-
981462;Haplophyllum buxbaumii subsp. buxbaumii (Poir.) G.Don, 1831;-
100747;Haplophyllum linifolium (L.) G.Don, 1831;-
981502;Haplophyllum linifolium subsp. linifolium (L.) G.Don, 1831;-
611163;Haplophyllum tuberculatum (Forssk.) A.Juss., 1825;-
611164;Haplophyllum villosum (M.Bieb.) G.Don, 1831;-
894445;Rutoideae Arn., 1832;-
197295;Ruta L., 1753;-
119707;Ruta angustifolia Pers., 1805;-
119710;Ruta chalepensis L., 1767;-
119713;Ruta corsica DC., 1824;-
119716;Ruta graveolens L., 1753;-
119722;Ruta montana (L.) L., 1756;-
992030;Zanthoxyloideae A.Juss. ex Arn., 1832;-
830243;Boronia hartleyi Duretto & Bayly, 2015;-
700113;Boronia koniambiensis Däniker, 1932;-
830199;Boronia pancheri (Baill.) Duretto & Bayly, 2015;-
830200;Boronia parvifolia (Baker f.) Duretto & Bayly, 2015;-
672550;Comptonella Baker f., 1921;-
673730;Comptonella baudouinii (Baill.) T.G.Hartley, 1983;-
673731;Comptonella drupacea (Labill.) Guillaumin, 1939;-
673732;Comptonella fruticosa T.G.Hartley, 1983;-
673733;Comptonella glabra T.G.Hartley, 1983;-
674496;Comptonella lactea (Baker f.) T.G.Hartley, 1983;-
674611;Comptonella lactea var. lactea (Baker f.) T.G.Hartley, 1983;-
674568;Comptonella lactea var. poissonii (Guillaumin) T.G.Hartley, 1983;-
673734;Comptonella microcarpa (Perkins) T.G.Hartley, 1984;-
674497;Comptonella oreophila (Guillaumin) T.G.Hartley, 1983;-
674623;Comptonella oreophila var. oreophila (Guillaumin) T.G.Hartley, 1983;-
674569;Comptonella oreophila var. longipes (Guillaumin) T.G.Hartley, 1983;-
673735;Comptonella sessilifoliola (Guillaumin) T.G.Hartley, 1983;-
672556;Crossosperma T.G. Hartley, 1997;-
673708;Crossosperma cauliflora T.G.Hartley, 1997;-
673709;Crossosperma velutina (Guillaumin) T.G.Hartley, 1997;-
672593;Dutailliopsis T.G. Hartley, 1997;-
673710;Dutailliopsis gordonii T.G.Hartley, 1997;-
672594;Dutaillyea Baill., 1872;-
674332;Dutaillyea amosensis (Guillaumin) T.G.Hartley, 1984;-
673736;Dutaillyea trifoliolata Baill., 1872;-
671759;Euodia tietaensis (Guillaumin) T.G.Hartley, 2000;-
673133;Flindersia fournieri Pancher & Sebert;-
673737;Geijera balansae (Baill.) Schinz & Guillaumin, 1920;-
673738;Geijera cauliflora Baill., 1872;-
807371;Ivodea choungiensis Labat, M.Pignal & O.Pascal, 2005;-
852791;Ivodea mayottensis Labat & M.Pignal, 2015;-
673740;Medicosma articulata T.G.Hartley, 1985;-
673741;Medicosma congesta T.G.Hartley, 1985;-
673742;Medicosma diversifolia T.G.Hartley, 1985;-
674334;Medicosma emarginata T.G.Hartley, 1985;-
673744;Medicosma exigua T.G.Hartley, 1985;-
673745;Medicosma gracilis T.G.Hartley, 1985;-
673746;Medicosma latifolia T.G.Hartley, 1985;-
674335;Medicosma leratii (Guillaumin) T.G.Hartley, 1985;-
673747;Medicosma obliqua T.G.Hartley, 1985;-
673748;Medicosma parvifolia T.G.Hartley, 1985;-
673749;Medicosma petiolaris T.G.Hartley, 1985;-
673750;Medicosma suberosa T.G.Hartley, 1985;-
674336;Medicosma subsessilis T.G.Hartley, 1985;-
673751;Medicosma tahafeana T.G.Hartley, 1985;-
673752;Medicosma verticillata T.G.Hartley, 1985;-
780453;Melicope balgooyi Appelhans, W.L.Wagner & K.R.Wood, 2014;-
706523;Melicope borbonica (Bory) T.G.Hartley, 2001;-
707210;Melicope borbonica var. borbonica (Bory) T.G.Hartley, 2001;-
707174;Melicope borbonica var. acuminata (Coode) T.G.Hartley, 2001;-
447577;Melicope bracteata (Nadeaud) T.G.Hartley;-
706524;Melicope coodeana T.G.Hartley, 2001;-
447582;Melicope fatuhivensis (F.Br.) T.G.Hartley & B.C.Stone, 1989;-
672209;Melicope fulva (Guillaumin) B.C.Stone;-
671714;Melicope glaberrima Guillaumin, 1938;-
448293;Melicope hivaoaensis J.Florence, 1997;-
448295;Melicope inopinata J.Florence, 1990;-
706525;Melicope irifica (Coode) T.G.Hartley, 2001;-
671715;Melicope lasioneura (Baill.) Baill. ex Guillaumin;-
671716;Melicope leptococca Baill. ex Guillaumin;-
448373;Melicope lucida (A.Gray) A.C.Sm., 1951;-
448374;Melicope margaretae (F.Br.) T.G.Hartley, 2001;-
447583;Melicope nukuhivensis (F.Br.) T.G.Hartley & B.C.Stone, 1989;-
706526;Melicope obscura (Cordem.) T.G.Hartley, 2001;-
706527;Melicope obtusifolia (DC.) T.G.Hartley, 2001;-
707100;Melicope obtusifolia subsp. obtusifolia (DC.) T.G.Hartley, 2001;-
707175;Melicope obtusifolia var. arborea (Coode) T.G.Hartley, 2001;-
707176;Melicope obtusifolia var. inaequalis (Coode) T.G.Hartley, 2001;-
671760;Melicope pedicellata Guillaumin;-
448294;Melicope perlmanii J.Florence, 1997;-
448296;Melicope revoluta J.Florence, 1990;-
706528;Melicope segregis (Cordem.) T.G.Hartley, 2001;-
447579;Melicope tahitensis Nadeaud, 1873;-
448535;Melicope tekaoensis T.G.Hartley, 2001;-
672210;Melicope vieillardii (Baill.) Baill. ex Guillaumin;-
672693;Myrtopsis Engl., 1896;-
673754;Myrtopsis calophylla (Baill.) Guillaumin;-
674337;Myrtopsis corymbosa (Labill.) Guillaumin;-
673755;Myrtopsis deplanchei (Baill.) Guillaumin;-
673756;Myrtopsis macrocarpa Schltr., 1906;-
673757;Myrtopsis myrtoidea (Baill.) Guillaumin;-
674338;Myrtopsis novaecaledoniae Vieill. ex Engl.;-
673758;Myrtopsis pomaderridifolia (Baill.) Guillaumin;-
673759;Myrtopsis sellingii Guillaumin;-
672698;Neoschmidia T.G.Hartley, 2003;-
673769;Neoschmidia calycina T.G.Hartley, 2003;-
673768;Neoschmidia pallida T.G.Hartley, 2003;-
672728;Picrella Baill., 1871;-
673770;Picrella glandulosa T.G.Hartley, 2003;-
673771;Picrella ignambiensis (Guillaumin) T.G.Hartley & Mabb., 2003;-
674382;Picrella trifoliata Baill., 1871;-
674570;Picrella trifoliata var. trifoliata Baill., 1871;-
674571;Picrella trifoliata var. gracilis (Baill.) T.G.Hartley & Mabb.;-
674572;Picrella trifoliata var. gracillima T.G.Hartley;-
673503;Sarcomelicope argyrophylla Guillaumin;-
673504;Sarcomelicope dognyensis T.G.Hartley;-
673505;Sarcomelicope follicularis T.G.Hartley, 1986;-
673506;Sarcomelicope glauca T.G.Hartley;-
673507;Sarcomelicope leiocarpa (P.S.Green) T.G.Hartley;-
673508;Sarcomelicope megistophylla T.G.Hartley, 1986;-
673509;Sarcomelicope pembaiensis T.G.Hartley, 1986;-
673511;Sarcomelicope sarcococca (Baill.) Engl., 1896;-
807567;Vepris boiviniana (Baill.) Mziray, 1992;-
807568;Vepris darcyi Labat, M.Pignal & O.Pascal, 2005;-
807569;Vepris spathulata (Engl.) H.Perrier, 1948;-
807570;Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal, 2005;-
673512;Zieria chevalieri Virot, 1953;-
894452;Dictamneae Bartl., 1830;-
191744;Dictamnus L., 1753;-
94923;Dictamnus albus L., 1753;-
197716;Skimmia Thunb., 1783;-
123984;Skimmia japonica Thunb., 1783;-
894439;Galipeeae Kallunki, 1998;-
190748;Choisya Kunth, 1823;-
90939;Choisya ternata Kunth, 1823;-
734948;Galipea davisii Sandwith, 1935;-
734951;Raputia aromatica Aubl., 1775;-
734952;Raputia brevipedunculata Kallunki, 1994;-
734953;Ticorea foetida Aubl., 1775;-
894449;Pteleeae DC., 1825;-
196876;Ptelea L., 1753;-
116263;Ptelea trifoliata L., 1753;-
894442;Zanthoxyleae Dumort., 1829;-
445976;Zanthoxylum L., 1753;-
671576;Zanthoxylum albiflorum Baker f.;-
717710;Zanthoxylum americanum Mill., 1768;-
706938;Zanthoxylum heterophyllum (Lam.) Sm., 1818;-
671577;Zanthoxylum leratii Guillaumin;-
447584;Zanthoxylum nadeaudii Drake, 1890;-
671578;Zanthoxylum neocaledonicum Baker f.;-
671758;Zanthoxylum oreophilum (Guillaumin) P.G.Waterman;-
671579;Zanthoxylum pancheri P.S.Green, 1970;-
671580;Zanthoxylum sarasinii Guillaumin;-
671581;Zanthoxylum schlechteri Guillaumin;-
187331;Sapindaceae Juss., 1789;-
706082;Cossinia pinnata Comm. ex Lam., 1786;-
673524;Cossinia trifoliata (Baill.) Radlk.;-
673554;Harpullia austrocaledonica Baill., 1874;-
672667;Loxodiscus Hook. f., 1857;-
673555;Loxodiscus coriaceus Hook.f., 1857;-
894862;Hippocastanoideae Burnett, 1835;-
894866;Acereae Dumort., 1827;-
188731;Acer L., 1753;-
79734;Acer campestre L., 1753;-
79735;Acer cappadocicum Gled., 1785;-
130702;Acer cappadocicum subsp. cappadocicum Gled., 1785;-
79742;Acer davidii Franch., 1885;-
79803;Acer x bornmuelleri Borbás, 1891;-
79804;Acer x coriaceum Bosc ex Tausch, 1829;-
79806;Acer x guyotii Beauverd, 1920;-
79807;Acer x hybridum Spach, 1834;-
79810;Acer x peronae Schwer., 1901;-
79812;Acer x ramosum Schwer., 1894;-
79813;Acer x rotundilobum Schwer., 1894;-
79814;Acer x sabaudum Chabert, 1915;-
79815;Acer x zoeschense Pax, 1886;-
79755;Acer japonicum Thunb., 1784;-
610730;Acer mono Maxim., 1856;-
79763;Acer monspessulanum L., 1753;-
79766;Acer negundo L., 1753;-
79770;Acer opalus Mill., 1768;-
130715;Acer opalus subsp. opalus Mill., 1768;-
130714;Acer opalus subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams, 1924;-
79775;Acer palmatum Thunb., 1784;-
610733;Acer pictum Thunb., 1784;-
79779;Acer platanoides L., 1753;-
79783;Acer pseudoplatanus L., 1753;-
610731;Acer rubrum L., 1753;-
717049;Acer rufinerve Siebold & Zucc., 1845;-
79788;Acer saccharinum L., 1753;-
610732;Acer tataricum L., 1753;-
612607;Acer tataricum subsp. tataricum L., 1753;-
612608;Acer tataricum subsp. ginnala (Maxim.) Wesm., 1890;-
894865;Hippocastaneae Dumort., 1827;-
188856;Aesculus L., 1753;-
80338;Aesculus carnea Hayne, 1822;-
610760;Aesculus flava Sol., 1778;-
80334;Aesculus hippocastanum L., 1753;-
610759;Aesculus parviflora Walter, 1788;-
80335;Aesculus pavia L., 1753;-
979997;Lepidocupania Buerki, Callm., Munzinger & Lowry, 2020;-
979998;Lepidocupania arcuata (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020;-
979999;Lepidocupania fruticosa (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020;-
980000;Lepidocupania glabra (Adema) Buerki, Callm., Munzinger & Lowry, 2020;-
980001;Lepidocupania globosa (Adema) Buerki, Callm., Munzinger & Lowry, 2020;-
980002;Lepidocupania glomeriflora (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020;-
980004;Lepidocupania gracilipes (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020;-
980005;Lepidocupania grandiflora (Adema) Buerki, Callm., Munzinger & Lowry, 2020;-
980006;Lepidocupania inoplea (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020;-
980007;Lepidocupania lepidota (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020;-
980008;Lepidocupania mouana (Guillaumin) Buerki, Callm., Munzinger & Lowry, 2020;-
980037;Lepidocupania myrmoctona (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020;-
980038;Lepidocupania oedipoda (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020;-
980040;Lepidocupania pennelii (Guillaumin) Buerki, Callm., Munzinger & Lowry, 2020;-
980041;Lepidocupania rosea (Adema) Buerki, Callm., Munzinger & Lowry, 2020;-
980042;Lepidocupania squamosa (Adema) Buerki, Callm., Munzinger & Lowry, 2020;-
980043;Lepidocupania subfalcata (Adema) Buerki, Callm., Munzinger & Lowry, 2020;-
980044;Lepidocupania tontoutensis (Guillaumin) Buerki, Callm., Munzinger & Lowry, 2020;-
979992;Neoarytera Callm., Buerki, Munzinger & Lowry, 2020;-
979991;Neoarytera chartacea (Radlk.) Callm., Buerki, Munzinger & Lowry, 2020;-
979995;Neoarytera collina (Pancher & Sebert) Callm., Buerki, Munzinger & Lowry, 2020;-
979996;Neoarytera nekorensis (H.Turner) Callm., Buerki, Munzinger & Lowry, 2020;-
894860;Sapindoideae Burnett, 1835;-
673520;Alectryon carinatum Radlk., 1877;-
950450;Alectryon hirsutus Munzinger, Lowry, Callm. & Buerki, 2020;-
673525;Cupaniopsis apiocarpa Radlk., 1879;-
674256;Cupaniopsis azantha Radlk., 1879;-
673526;Cupaniopsis chytradenia Radlk., 1879;-
673527;Cupaniopsis crassivalvis Radlk., 1879;-
673531;Cupaniopsis grisea Adema, 1991;-
674259;Cupaniopsis hypodermatica Radlk., 1924;-
673533;Cupaniopsis mackeeana Adema, 1988;-
674499;Cupaniopsis macrocarpa Radlk., 1879;-
674544;Cupaniopsis macrocarpa var. macrocarpa Radlk., 1879;-
674614;Cupaniopsis macrocarpa var. polyphylla Adema, 1991;-
673534;Cupaniopsis megalocarpa Adema, 1991;-
674410;Cupaniopsis petiolulata Radlk., 1879;-
674439;Cupaniopsis phalacrocarpa Adema, 1988;-
674411;Cupaniopsis rotundifolia Adema, 1991;-
674412;Cupaniopsis sylvatica Guillaumin, 1953;-
673542;Cupaniopsis trigonocarpa Radlk., 1879;-
673773;Elattostachys dzumacensis Adema, 1993;-
673544;Elattostachys incisa Radlk., 1879;-
672623;Gongrodiscus Radlk., 1879;-
673772;Gongrodiscus bilocularis H.Turner, 1996;-
673545;Gongrodiscus parvifolius Radlk., 1879;-
674413;Gongrodiscus sufferrugineus Radlk., 1879;-
673546;Guioa crenata Radlk., 1879;-
673547;Guioa crenulata Radlk., 1906;-
673548;Guioa fusca Radlk., 1879;-
674377;Guioa glauca (Labill.) Radlk.;-
674546;Guioa glauca var. glauca (Labill.) Radlk.;-
674545;Guioa glauca var. vulgaris Welzen;-
673549;Guioa gracilis (Pancher & Sebert) Radlk., 1879;-
673550;Guioa microsepala Radlk., 1879;-
673552;Guioa pectinata Radlk., 1879;-
673553;Guioa villosa Radlk., 1879;-
706542;Molinaea alternifolia Willd., 1799;-
672738;Podonephelium Baill., 1874;-
673556;Podonephelium concolor Radlk., 1877;-
830145;Podonephelium cristagalli Munzinger, Lowry, Callm. & Buerki, 2013;-
830146;Podonephelium davidsonii Munzinger, Lowry, Callm. & Buerki, 2013;-
830148;Podonephelium gongrocarpum (Radlk.) Munzinger, Lowry, Callm. & Buerki, 2013;-
830119;Podonephelium homei (Seem.) Radlk., 1879;-
830147;Podonephelium pachycaule Munzinger, Lowry, Callm. & Buerki, 2013;-
673557;Podonephelium parvifolium Radlk., 1924;-
830254;Podonephelium plicatum Munzinger, Lowry, Callm. & Buerki, 2013;-
674440;Podonephelium subaequilaterum Radlk., 1933;-
672784;Storthocalyx Radlk., 1879;-
673558;Storthocalyx chryseus Radlk., 1879;-
830206;Storthocalyx corymbosus Munzinger, Lowry, Buerki & Callm., 2016;-
673559;Storthocalyx leioneurus Radlk., 1879;-
673560;Storthocalyx pancheri (Baill.) Radlk., 1879;-
673561;Storthocalyx sordidus Radlk., 1879;-
894876;Koelreuterieae Radlk., 1890;-
193740;Koelreuteria Laxm., 1772;-
161872;Koelreuteria paniculata Laxm., 1772;-
735019;Talisia carinata Radlk., 1878;-
735022;Talisia furfuracea Sandwith, 1935;-
735023;Talisia guianensis Aubl., 1775;-
735032;Talisia pilosula Sagot ex Radlk., 1878;-
735033;Talisia praealta Sagot ex Radlk., 1878;-
735034;Talisia simaboides K.U.Kramer, 1972;-
735035;Talisia squarrosa Radlk., 1878;-
894874;Paullinieae Kunth ex DC., 1824;-
705800;Allophylus borbonicus (J.F.Gmel.) F.Friedmann, 1997;-
807185;Allophylus comorensis Capuron;-
734960;Allophylus latifolius Huber, 1915;-
447589;Allophylus rhomboidalis (Nadeaud) Radlk., 1890;-
734962;Allophylus robustus Radlk., 1895;-
190347;Cardiospermum L., 1753;-
161030;Cardiospermum grandiflorum Sw., 1788;-
88048;Cardiospermum halicacabum L., 1753;-
734981;Paullinia cambessedesii Triana & Planch., 1862;-
841443;Paullinia degranvillei Acev.-Rodr., 2011;-
734985;Paullinia fibulata Rich. ex Juss., 1804;-
734989;Paullinia lingulata Acev.-Rodr., 1998;-
841444;Paullinia oldemanii Acev.-Rodr., 2011;-
734992;Paullinia plagioptera Radlk., 1911;-
630337;Paullinia plumieri Triana & Planch., 1862;-
841445;Paullinia prevostiana Acev.-Rodr., 2011;-
735000;Paullinia tricornis Radlk., 1895;-
630338;Paullinia vespertilio Sw., 1788;-
735016;Serjania pedicellaris Radlk., 1874;-
630856;Urvillea ulmacea Kunth, 1821;-
735038;Toulicia guianensis Aubl., 1775;-
187324;Simaroubaceae DC., 1811;-
894779;Ailantheae Meisn., 1837;-
188912;Ailanthus Desf., 1788;-
80824;Ailanthus altissima (Mill.) Swingle, 1916;-
673605;Soulamea cardioptera Baill.;-
673606;Soulamea cycloptera Guillaumin;-
673784;Soulamea dagostinii Jaffré & Fambart;-
673607;Soulamea fraxinifolia Brongn. & Gris;-
673785;Soulamea moratii Jaffré & Fambart, 2002;-
673608;Soulamea muelleri Brongn. & Gris;-
673609;Soulamea pancheri Brongn. & Gris, 1865;-
674341;Soulamea pelletieri Jaffré & Fambart;-
673786;Soulamea rigaultii Jaffré & Fambart;-
673610;Soulamea tomentosa Brongn. & Gris;-
674444;Soulamea trifoliata Baill.;-
894767;Homalolepis morettii (Feuillet) Devecchi & Pirani, 2018;-
593928;Saxifragales Bercht. & J.Presl, 1820;-
597815;Altingiaceae Horan., 1841;-
194200;Liquidambar L., 1753;-
106361;Liquidambar styraciflua L., 1753;-
187304;Crassulaceae J.St.-Hil., 1805 [nom. cons.];-
972510;Crassuloideae Burnett, 1835;-
191231;Crassula L., 1753;-
159610;Crassula alata (Viv.) A.Berger, 1930;-
92788;Crassula aquatica (L.) Schönland, 1890;-
92793;Crassula helmsii (Kirk) Cockayne, 1907;Oui
92799;Crassula muscosa L., 1760;-
92802;Crassula pubescens Thunb., 1770;-
92806;Crassula tillaea Lest.-Garl., 1903;-
92807;Crassula vaillantii (Willd.) Roth, 1827;Oui
972516;Kalanchooideae A.Berger, 1930;-
191216;Cotyledon L., 1753 [nom. et typ. cons.];-
92734;Cotyledon orbiculata L., 1753;-
193698;Kalanchoe Adans., 1763;-
446533;Kalanchoe blossfeldiana Poelln., 1934;-
629982;Kalanchoe daigremontiana Raym.-Hamet & H.Perrier, 1914;-
160174;Kalanchoe delagoensis Eckl. & Zeyh., 1837;-
977980;Kalanchoe x houghtonii D.B.Ward, 2006;-
972531;Sempervivoideae Arn., 1832;-
972545;Aeonieae Thiede ex Reveal, 2012;-
188851;Aeonium Webb & Berthel., 1840;-
80331;Aeonium arboreum (L.) Webb & Berthel., 1840;-
610758;Aeonium cuneatum Webb & Berthel., 1841;-
80332;Aeonium haworthii Webb & Berthel., 1840;-
972550;Sedeae Fr., 1835;-
446532;Graptopetalum Rose, 1911;-
448106;Graptopetalum paraguayense (N.E.Br.) E.Walther, 1938;-
197563;Sedum L., 1753 [nom. et typ. cons.];-
122101;Sedum acre L., 1753;-
122106;Sedum album L., 1753;-
122107;Sedum alpestre Vill., 1779;-
122114;Sedum andegavense (DC.) Desv., 1818;-
122115;Sedum anglicum Huds., 1778;-
122116;Sedum annuum L., 1753;-
122124;Sedum atratum L., 1763;-
140856;Sedum atratum subsp. atratum L., 1763;-
122132;Sedum brevifolium DC., 1808;-
122135;Sedum caeruleum L., 1771;-
122136;Sedum caespitosum (Cav.) DC., 1828;-
122138;Sedum candollei Raym.-Hamet, 1929;-
122140;Sedum cepaea L., 1753;-
122146;Sedum confusum Hemsl., 1878;-
122150;Sedum dasyphyllum L., 1753;-
151385;Sedum dasyphyllum var. dasyphyllum L., 1753;-
151386;Sedum dasyphyllum var. glanduliferum (Guss.) Moris, 1843;-
159827;Sedum dendroideum Moc. & Sessé ex DC., 1828;-
122163;Sedum fragrans 't Hart, 1983;-
620663;Sedum glandulosum Moris, 1827;-
122182;Sedum hirsutum All., 1785;-
140863;Sedum hirsutum subsp. hirsutum All., 1785;-
122183;Sedum hispanicum L., 1755;-
122287;Sedum x derbezii Petitm., 1906;-
122288;Sedum x engadinense Brügger, 1882;-
122289;Sedum x erraticum Brügger, 1882;-
122290;Sedum x fuereri Wein, 1913;-
122195;Sedum litoreum Guss., 1826;-
122204;Sedum mexicanum Britton, 1896;-
122209;Sedum monregalense Balb., 1804;-
122213;Sedum multiceps Coss. & Durieu, 1862;-
122215;Sedum nevadense Coss., 1852;-
611431;Sedum pachyphyllum Rose, 1911;-
962533;Sedum palmeri S.Watson, 1882;-
122225;Sedum pentandrum (DC.) Boreau, 1849;-
122243;Sedum rubens L., 1753;-
122248;Sedum sarmentosum Bunge, 1835;-
122256;Sedum sexangulare L., 1753;-
122281;Sedum villosum L., 1753;Oui
972543;Semperviveae Dumort., 1827;-
112811;Petrosedum amplexicaule (DC.) Velayos, 1988;-
973403;Petrosedum amplexicaule subsp. amplexicaule (DC.) Velayos, 1988;-
112813;Petrosedum forsterianum (Sm.) Grulich, 1984;-
973453;Petrosedum x affomarcoi (L.Gallo & Afferni) Afferni, 2013;-
973473;Petrosedum x bellardii Gallo, 2017;-
973454;Petrosedum x brevierei (Chass. ex L.Gallo) Afferni, 2015;-
973452;Petrosedum x elaverinum (L.Gallo & J.-M.Tison) L.Gallo, 2017;-
973457;Petrosedum x hegnaueri ('t Hart) Niederle, 2016;-
973458;Petrosedum x henkii (L.Gallo) Afferni, 2015;-
973462;Petrosedum x lorenzoi ('t Hart) Niederle, 2016;-
973461;Petrosedum x pascalianum (L.Gallo) Afferni, 2015;-
112814;Petrosedum montanum (Songeon & E.P.Perrier) Grulich, 1984;-
973446;Petrosedum ochroleucum (Chaix) Niederle, 2014;-
969576;Petrosedum orientale (‘t Hart) Grulich, 1984;-
973447;Petrosedum pruinatum (Link ex Brot.) Grulich, 1984;-
112816;Petrosedum rupestre (L.) P.V.Heath, 1987;-
112817;Petrosedum sediforme (Jacq.) Grulich, 1984;-
197584;Sempervivum L., 1753;-
122501;Sempervivum adenotrichum Burnat, 1906;-
122419;Sempervivum arachnoideum L., 1753;-
613151;Sempervivum arachnoideum var. arachnoideum L., 1753;-
