CD_NOM;Nom scientifique;Indicatrice ZH
88118;Carduus fasciculiflorus Viv., 1825;-
88223;Carduus x aestivalis Arènes, 1943;-
161348;Carduus x aestivalis nothosubsp. carbonelii (Arènes) B.Bock, 2012;-
88225;Carduus x alleizettei Arènes, 1947;-
161347;Carduus x atacinus (Arènes) B.Bock, 2012;-
88235;Carduus x brunneri Döll, 1859;-
88239;Carduus x conrathii Hayek, 1912;-
88249;Carduus x grassensis Briq. & Cavill., 1931;-
88250;Carduus x grenieri Sch.Bip. ex Nyman, 1879;-
132624;Carduus x grenieri subsp. alpestris Arènes, 1949;-
132625;Carduus x grenieri subsp. grenieri Sch.Bip. ex Nyman, 1879;-
88259;Carduus x jordanii Arènes, 1949;-
88266;Carduus x lesurinus Rouy, 1905;-
88267;Carduus x loretii Rouy, 1905;-
88268;Carduus x meratii Arènes, 1949;-
88270;Carduus x mixtus Corb., 1894;-
88273;Carduus x moritzii Brügger, 1880;-
88275;Carduus x naegelii Brügger, 1880;-
88278;Carduus x orthocephalus Wallr., 1840;-
132631;Carduus x orthocephalus subsp. carniolicus (Rech.) Arènes, 1949;-
132632;Carduus x orthocephalus subsp. orthocephalus Wallr., 1840;-
88281;Carduus x personatiformis Rouy, 1905;-
88285;Carduus x puechii H.J.Coste, 1903;-
88287;Carduus x pycnocephaliformis Arènes, 1943;-
718929;Carduus x pycnotenuiflorus Timb.-Lagr. & Jeanb., 1875;-
88293;Carduus x rouyii Guétrot, 1925;-
88294;Carduus x schultzeanus Ruhmer, 1881;-
88298;Carduus x stangii H.Buek, 1844;-
88305;Carduus x vaillantii Arènes, 1949;-
88307;Carduus x verlotii Arènes, 1949;-
88308;Carduus x veronensis Arènes, 1949;-
610767;Carduus litigiosus x Carduus nigrescens ;-
88143;Carduus litigiosus Nocca & Balb., 1821;-
88165;Carduus nigrescens Vill., 1779;-
132605;Carduus nigrescens subsp. vivariensis (Jord.) Bonnier & Layens, 1894;-
161034;Carduus nigrescens subsp. nigrescens Vill., 1779;-
88167;Carduus nutans L., 1753;-
132611;Carduus nutans subsp. nutans L., 1753;-
718326;Carduus nutans subsp. numidicus (Coss. & Durieu) Arènes, 1949;-
132612;Carduus nutans subsp. platylepis (Rchb. & Saut.) Nyman, 1879;-
967649;Carduus nutans subsp. scabrisquamus Arènes, 1949;-
88178;Carduus personata (L.) Jacq., 1776;Oui
88191;Carduus pycnocephalus L., 1763;-
132618;Carduus pycnocephalus subsp. pycnocephalus L., 1763;-
132617;Carduus pycnocephalus subsp. marmoratus (Boiss. & Heldr.) P.H.Davis, 1975;-
717737;Carduus spachianus Durieu, 1845;-
88207;Carduus tenuiflorus Curtis, 1793;-
190360;Carlina L., 1753;-
89145;Carlina acanthifolia All., 1773;-
132839;Carlina acanthifolia subsp. acanthifolia All., 1773;-
612429;Carlina acanthifolia nothosubsp. lecoqii (Arènes) B.Bock, 2012;-
132840;Carlina acanthifolia subsp. cynara (Pourr. ex DC.) Arcang., 1882;-
89147;Carlina acaulis L., 1753;-
132841;Carlina acaulis subsp. acaulis L., 1753;-
132843;Carlina acaulis subsp. caulescens (Lam.) Schübl. & G.Martens, 1834;-
89149;Carlina biebersteinii Bernh. ex Hornem., 1819;-
718327;Carlina biebersteinii subsp. biebersteinii Bernh. ex Hornem., 1819;-
718562;Carlina biebersteinii subsp. brevibracteata (Andrae) K.Werner, 1994;-
89155;Carlina corymbosa L., 1753;-
89158;Carlina gummifera (L.) Less., 1832;-
89159;Carlina hispanica Lam., 1785;-
612430;Carlina hispanica subsp. hispanica Lam., 1785;-
89182;Carlina x heribaudii Chass., 1957;-
89184;Carlina x vayredae Gaut., 1898;-
89161;Carlina lanata L., 1753;-
89164;Carlina macrocephala Moris, 1827;-
89180;Carlina vulgaris L., 1753;-
190375;Carthamus L., 1753;-
89221;Carthamus caeruleus L., 1753;-
89224;Carthamus carduncellus L., 1753;-
610842;Carthamus glaucus M.Bieb., 1808;-
89232;Carthamus lanatus L., 1753;-
610841;Carthamus leucocaulos Sm., 1813;-
89235;Carthamus mitissimus L., 1753;-
717117;Carthamus pinnatus Desf., 1799;-
89239;Carthamus tinctorius L., 1753;-
190443;Centaurea L., 1753 [nom. cons.];-
89506;Centaurea acaulis L., 1753;-
717124;Centaurea aegyptiaca L., 1767;-
788790;Centaurea affinis Friv., 1836;-
788960;Centaurea affinis subsp. pallidior (Halácsy) Hayek, 1925;-
89511;Centaurea alba L., 1753;-
611769;Centaurea alexandrina Delile, 1813;-
89525;Centaurea aspera L., 1753;-
132873;Centaurea aspera subsp. aspera L., 1753;-
132874;Centaurea aspera subsp. pseudosphaerocephala (Shuttlew. ex Rouy) Gugler, 1907;-
89531;Centaurea benedicta (L.) L., 1763;-
717125;Centaurea bimorpha Viv., 1824;-
972566;Centaurea bruguiereana (DC.) Hand.-Mazz., 1913;-
972569;Centaurea bruguiereana subsp. bruguiereana (DC.) Hand.-Mazz., 1913;-
89542;Centaurea calcitrapa L., 1753;-
89553;Centaurea cineraria L., 1753;-
89557;Centaurea collina L., 1753;-
89567;Centaurea corymbosa Pourr., 1788;-
89579;Centaurea decipiens Thuill., 1799;-
89581;Centaurea diffusa Lam., 1785;-
89582;Centaurea diluta Aiton, 1789;-
89584;Centaurea dracunculifolia Dufour, 1831;Oui
717126;Centaurea eriophora L., 1753;-
89604;Centaurea glaberrima Tausch, 1827;-
718329;Centaurea glaberrima subsp. divergens (Vis.) Hayek, 1931;-
89605;Centaurea glastifolia L., 1753;-
717127;Centaurea glomerata Vahl, 1791;-
89610;Centaurea hanryi Jord., 1847;-
132894;Centaurea hanryi subsp. hanryi Jord., 1847;-
132896;Centaurea hanryi subsp. spinabadia (Bubani ex Timb.-Lagr.) Smythies, 1986;-
89614;Centaurea hyalolepis Boiss., 1846;-
160349;Centaurea iberica Trevir. ex Spreng., 1826;-
972579;Centaurea infestans Durieu, 1847;-
717128;Centaurea involucrata Desf., 1799;-
89740;Centaurea x adulterina Moretti ex DC., 1838;-
89741;Centaurea x aellenii Arènes, 1946;-
89743;Centaurea x arisitensis H.J.Coste & Sennen, 1894;-
89747;Centaurea x axonensis Arènes, 1939;-
89749;Centaurea x barcinonensis Sennen, 1912;-
89751;Centaurea x basilei Sennen, 1912;-
89753;Centaurea x bergadensis Sennen, 1912;-
89756;Centaurea x bouchonii Arènes, 1943;-
89760;Centaurea x cardanica Rouy, 1905;-
89764;Centaurea x clausonis Maire;-
89766;Centaurea x corbariensis Sennen, 1901;-
89767;Centaurea x cruchetii Beauverd & Besse, 1912;-
89768;Centaurea x didieri Arènes, 1945;-
89769;Centaurea x digenea Rouy, 1904;-
89770;Centaurea x donatiana Sennen, 1901;-
89774;Centaurea x extranea Beck, 1893;-
610543;Centaurea x fabrei Bonnet, 1883;-
89776;Centaurea x flahaultii Cabanès, 1926;-
89777;Centaurea x frayana Boissieu ex Gáyer, 1909;-
89778;Centaurea x grabowskiana Wagner, 1889;-
89779;Centaurea x guichardii H.J.Coste & Soulié, 1911;-
89780;Centaurea x hemiptera Borbás, 1878;-
972564;Centaurea x heteroblepharis Franch., 1882;-
89782;Centaurea x hurtadoi Blanca, 1985;-
89784;Centaurea x hybrida All., 1785;-
145371;Centaurea x hybrida var. hybrida All., 1785;-
145370;Centaurea x hybrida var. rodiei Briq. & Cavill., 1931;-
89787;Centaurea x intermedia Arènes, 1939;-
89790;Centaurea x jaccardii Bouchard;-
89791;Centaurea x jaceiformis Rouy, 1905;-
89792;Centaurea x juvenalis Delile ex Godr., 1853;-
89793;Centaurea x lassaleana Sennen;-
89794;Centaurea x legrandii Rouy, 1899;-
89795;Centaurea x ligerina Franch., 1880;-
89798;Centaurea x milliatii Arènes, 1939;-
89799;Centaurea x moncktonii C.E.Britton, 1921;-
89800;Centaurea x mutabilis St.-Amans, 1821;-
89802;Centaurea x neyrautii Foucaud, 1901;-
89803;Centaurea x nouelii Franch., 1881;-
89805;Centaurea x pagesii H.J.Coste & Soulié, 1911;-
89807;Centaurea x peregrina H.J.Coste & Sennen, 1895;-
89808;Centaurea x perrieri Rouy, 1905;-
89809;Centaurea x pouzinii DC., 1813;-
89810;Centaurea x psammogena Gáyer, 1909;-
89811;Centaurea x salisiana Brügger, 1880;-
89812;Centaurea x sallentii Sennen, 1922;-
89813;Centaurea x saratoi (Briq.) Briq. ex Rouy, 1905;-
89815;Centaurea x senneniana Rouy, 1904;-
89818;Centaurea x serresii Rouy, 1904;-
89819;Centaurea x silvatica Pourr., 1788;-
89821;Centaurea x souliei H.J.Coste, 1898;-
89823;Centaurea x teyberi Hayek, 1901;-
89827;Centaurea x trabutii Maire;-
89828;Centaurea x trauttmanii J.Wagner, 1922;-
89830;Centaurea x vivariensis Revol ex H.J.Coste & Soulié, 1911;-
89619;Centaurea jacea L., 1753;-
161380;Centaurea jacea subsp. jacea L., 1753;-
718565;Centaurea jacea subsp. angustifolia (DC.) Gremli, 1874;-
132906;Centaurea jacea subsp. gaudinii (Boiss. & Reut.) Gremli, 1874;-
132917;Centaurea jacea subsp. timbalii (Martrin-Donos) Braun-Blanq., 1952;-
89623;Centaurea jordaniana Godr. & Gren., 1850;-
132921;Centaurea jordaniana subsp. jordaniana Godr. & Gren., 1850;-
132919;Centaurea jordaniana subsp. aemilii (Briq.) Kerguélen, 1998;-
132920;Centaurea jordaniana subsp. balbisiana (Soldano) Kerguélen, 1998;-
132922;Centaurea jordaniana subsp. verguinii (Briq. & Cavill.) Kerguélen, 1998;-
972587;Centaurea maroccana Ball, 1873;-
89639;Centaurea melitensis L., 1753;-
89642;Centaurea meryonis DC., 1838;-
89649;Centaurea napifolia L., 1753;-
89651;Centaurea nervosa Willd., 1809;-
718330;Centaurea nervosa subsp. nervosa Willd., 1809;-
89653;Centaurea nigra L., 1753;-
89655;Centaurea nigrescens Willd., 1803;-
132956;Centaurea nigrescens subsp. transalpina (Schleich. ex DC.) Nyman, 1879;-
89658;Centaurea orientalis L., 1753;-
611772;Centaurea pallescens Delile, 1813;-
89659;Centaurea paniculata L., 1753;-
132971;Centaurea paniculata subsp. paniculata L., 1753;-
132966;Centaurea paniculata subsp. leucophaea (Jord.) Arcang., 1882;-
132970;Centaurea paniculata subsp. pallidula Rouy, 1904;-
132972;Centaurea paniculata subsp. polycephala (Jord.) Nyman, 1879;-
717129;Centaurea parlatoris Heldr., 1843;-
611770;Centaurea parviflora Desf., 1799;-
89663;Centaurea pectinata L., 1763;-
89665;Centaurea phrygia L., 1753;-
718216;Centaurea phrygia subsp. salicifolia (M.Bieb. ex Willd.) Mikheev, 1999;-
89676;Centaurea pseudocineraria (Fiori) Rouy, 1904;-
89681;Centaurea pullata L., 1753;-
160353;Centaurea ragusina L., 1753;-
160354;Centaurea ragusina subsp. ragusina L., 1753;-
160352;Centaurea ragusina subsp. lungensis (Ginzb.) Hayek, 1931;-
89697;Centaurea scabiosa L., 1753;-
133004;Centaurea scabiosa subsp. scabiosa L., 1753;-
132998;Centaurea scabiosa subsp. alpestris (Hegetschw.) Nyman, 1879;-
133001;Centaurea scabiosa subsp. grinensis (Reut.) Nyman, 1879;-
717739;Centaurea seridis L., 1753;-
718217;Centaurea seridis subsp. sonchifolia (L.) Greuter, 2003;-
717740;Centaurea sicula L., 1753;-
717130;Centaurea sinaica DC., 1838;-
89710;Centaurea solstitialis L., 1753;-
89713;Centaurea sphaerocephala L., 1753;-
133010;Centaurea sphaerocephala subsp. sphaerocephala L., 1753;-
972596;Centaurea stereophylla Besser, 1822;-
89716;Centaurea stoebe L., 1753;-
611773;Centaurea sulphurea Willd., 1809;-
717132;Centaurea tenorei Guss. ex Lacaita, 1923;-
717133;Centaurea trichocephala M.Bieb. ex Willd., 1803;-
89730;Centaurea uniflora Turra, 1765;-
89731;Centaurea urgellensis Sennen, 1928;-
89733;Centaurea valesiaca (DC.) Jord., 1852;-
717134;Centaurea verutum L., 1755;-
160357;Centaurea virgata Lam., 1785;-
190669;Cheirolophus Cass., 1828;-
90653;Cheirolophus intybaceus (Lam.) Dostál, 1976;-
90656;Cheirolophus sempervirens (L.) Pomel, 1874;-
190854;Cirsium Mill., 1754;-
621080;Cirsium acaulon (L.) Scop., 1769;-
133303;Cirsium acaulon subsp. acaulon (L.) Scop., 1769;-
91282;Cirsium alsophilum (Pollini) Soldano, 1994;-
91289;Cirsium arvense (L.) Scop., 1772;-
91300;Cirsium canum (L.) All., 1785;-
91303;Cirsium carniolicum Scop., 1772;-
133309;Cirsium carniolicum subsp. rufescens (Ramond ex DC.) P.Fourn., 1940;Oui
91314;Cirsium creticum (Lam.) d'Urv., 1822;-
133311;Cirsium creticum subsp. triumfetti (Lacaita) Werner, 1975;Oui
91322;Cirsium dissectum (L.) Hill, 1768;Oui
91323;Cirsium echinatum (Desf.) DC., 1815;-
91327;Cirsium eriophorum (L.) Scop., 1772;-
91328;Cirsium erisithales (Jacq.) Scop., 1769;-
91330;Cirsium ferox (L.) DC., 1805;-
91332;Cirsium filipendulum Lange, 1861;Oui
91338;Cirsium glabrum DC., 1815;-
91346;Cirsium heterophyllum (L.) Hill, 1768;Oui
91353;Cirsium italicum DC., 1813;-
91434;Cirsium x affine Tausch ex ?elak., 1871;-
91436;Cirsium x alpestre Nägeli, 1840;-
91437;Cirsium x ambiguum All., 1789;-
91438;Cirsium x aragonense Sennen, 1912;-
91439;Cirsium x arenesi J.Milliat, 1937;-
91441;Cirsium x arisitense H.J.Coste & Soulié, 1898;-
91443;Cirsium x aschersonii ?elak., 1873;-
91449;Cirsium x bifrons Arv.-Touv., 1873;-
91450;Cirsium x bigerriense Rouy, 1905;-
91451;Cirsium x bipontinum (F.W.Schultz) F.W.Schultz, 1842;-
91454;Cirsium x boulayii E.G.Camus, 1892;-
91456;Cirsium x braunblanquetii Lawalrée, 1975;-
91457;Cirsium x braunei F.W.Schultz, 1845;-
91458;Cirsium x breunium Goller & Huter, 1906;-
91459;Cirsium x breviscapum Eichenfeldt, 1893;-
91460;Cirsium x brunneri A.Braun ex Nyman, 1879;-
91461;Cirsium x burgalense Elías & Sennen, 1911;-
91463;Cirsium x candolleanum Nägeli, 1840;-
91467;Cirsium x catalaunicum Sennen, 1914;-
91468;Cirsium x celakovskianum Knaf, 1872;-
91307;Cirsium x chatenieri Le Grand ex H.J.Coste, 1903;-
91480;Cirsium x discolor Goller & Huter, 1906;-
91482;Cirsium x dominii M.Schulze, 1903;-
91484;Cirsium x erisithaliforme Preissm., 1894;-
91486;Cirsium x erucagineum DC., 1805;-
91488;Cirsium x fabium Porta ex A.Kern., 1889;-
91491;Cirsium x fissibracteatum Peterm., 1849;-
91492;Cirsium x flavescens W.D.J.Koch, 1843;-
91494;Cirsium x fleischeri Podp., 1904;-
91496;Cirsium x forsteri (Sm.) Loudon, 1832;-
91498;Cirsium x galisserianum E.G.Camus, 1891;-
91501;Cirsium x gayi Rouy, 1884;-
91502;Cirsium x gerhardtii Sch.Bip., 1849;-
91510;Cirsium x heerianum Nägeli, 1840;-
91512;Cirsium x heuseri Uechtr.;-
91517;Cirsium x hybridum Koch ex DC., 1815;-
91518;Cirsium x inerme Rchb., 1832;-
91523;Cirsium x jouffroyi Neyra & E.G.Camus, 1893;-
91533;Cirsium x mailhoi Giraudias, 1889;-
91534;Cirsium x martinii M.L.Lambert, 1911;-
611298;Cirsium x medium All., 1785;-
91536;Cirsium x meratii P.Fourn., 1928;-
91541;Cirsium x moravicum Petr., 1960;-
91543;Cirsium x murrianum Khek, 1925;-
91545;Cirsium x narbonense Rouy, 1900;-
91548;Cirsium x norrisii C.Bicknell, 1896;-
91549;Cirsium x ochroleucum All., 1785;-
91557;Cirsium x praealpinum Beck, 1884;-
91558;Cirsium x prantlii Grembl., 1928;-
91561;Cirsium x pulchrum E.G.Camus, 1891;-
91562;Cirsium x purpureum All., 1785;-
91564;Cirsium x reichenbachianum M.Loehr, 1852;-
91566;Cirsium x reyi Rouy, 1904;-
91568;Cirsium x rigens (Aiton) Wallr., 1822;-
91573;Cirsium x sabaudum M.Loehr, 1852;-
91577;Cirsium x schultzianum M.Loehr, 1852;-
91578;Cirsium x semidecurrens Richt., 1830;-
91580;Cirsium x sennenii Rouy, 1905;-
91585;Cirsium x siegertii Sch.Bip., 1861;-
91586;Cirsium x silesiacum Sch.Bip., 1844;-
91588;Cirsium x soroksarense Wagner, 1922;-
91589;Cirsium x spinifolium Beck, 1881;-
91593;Cirsium x subalpinum Gaudin, 1829;-
91598;Cirsium x subspinuligerum Peterm., 1849;-
91599;Cirsium x tappeineri (Rchb.f.) Treuinf., 1875;-
91600;Cirsium x tataricum (L.) All., 1785;-
91601;Cirsium x thomasii Nägeli, 1840;-
91603;Cirsium x tiroliense Treuinf., 1875;-
91609;Cirsium x variegatum Arv.-Touv., 1873;-
611297;Cirsium x vivantii L.Villar, Segarra, J.López, Pérez-Coll. & Catalán, 2007;-
91610;Cirsium x wankelii Reichardt, 1861;-
91612;Cirsium x winklerianum ?elak., 1873;-
91614;Cirsium x woodwardii (H.C.Watson) Nyman, 1879;-
91369;Cirsium monspessulanum (L.) Hill, 1768;Oui
133332;Cirsium monspessulanum subsp. monspessulanum (L.) Hill, 1768;-
133331;Cirsium monspessulanum subsp. ferox (Coss.) Talavera, 1974;-
91374;Cirsium morisianum Rchb.f., 1853;-
91377;Cirsium odontolepis Boiss. ex DC., 1838;-
91378;Cirsium oleraceum (L.) Scop., 1769;Oui
91382;Cirsium palustre (L.) Scop., 1772;Oui
91394;Cirsium pyrenaicum (Jacq.) All., 1785;-
91397;Cirsium richterianum Gillot, 1880;-
133336;Cirsium richterianum subsp. richterianum Gillot, 1880;-
133335;Cirsium richterianum subsp. costae (Sennen & Pau) Talavera & Valdés, 1976;-
91398;Cirsium rivulare (Jacq.) All., 1789;Oui
91404;Cirsium scabrum (Poir.) Bonnet & Barratte, 1896;-
91409;Cirsium spathulatum (Moretti) Gaudin, 1829;-
91410;Cirsium spinosissimum (L.) Scop., 1769;-
91422;Cirsium tuberosum (L.) All., 1785;-
91430;Cirsium vulgare (Savi) Ten., 1838;-
133346;Cirsium vulgare subsp. vulgare (Savi) Ten., 1838;-
133343;Cirsium vulgare subsp. crinitum (Boiss. ex DC.) Arènes, 1948;-
191288;Crupina (Pers.) DC., 1810;-
93442;Crupina crupinastrum (Moris) Vis., 1847;-
93450;Crupina x intermedia (Mutel) Briq. & Cavill., 1830;-
93449;Crupina vulgaris Cass., 1817;-
948719;Cyanus Mill., 1754;-
610678;Cyanus depressus (M.Bieb.) Soják, 1972;-
717745;Cyanus graminifolius (Lam.) Olšavská, 2009;-
717746;Cyanus lugdunensis (Jord.) Fourr., 1869;-
93673;Cyanus montanus (L.) Hill, 1768;-
93680;Cyanus segetum Hill, 1762;-
717747;Cyanus semidecurrens (Jord.) Holub, 1973;-
93682;Cyanus triumfetti (All.) Dostál ex Á.Löve & D.Löve, 1961;-
191444;Cynara L., 1753;-
93783;Cynara cardunculus L., 1753;-
93795;Cynara scolymus L., 1753;-
192038;Echinops L., 1753;-
611195;Echinops bannaticus Rochel ex Schrad., 1827;-
95700;Echinops exaltatus Schrad., 1809;-
95716;Echinops x pellenzianus Hügin & W.Lohmeyer, 1993;-
95709;Echinops ritro L., 1753;-
95713;Echinops sphaerocephalus L., 1753;-
134013;Echinops sphaerocephalus subsp. sphaerocephalus L., 1753;-
192670;Galactites Moench, 1794;-
611241;Galactites duriaei Spach ex Durieu, 1845;-
99225;Galactites x souliei Sennen & Pau, 1911;-
99224;Galactites tomentosus Moench, 1794;-
193695;Jurinea Cass., 1821;-
610899;Jurinea alata Cass., 1822;-
104430;Jurinea humilis (Desf.) DC., 1838;-
715552;Klasea Cass., 1825;-
717782;Klasea lycopifolia (Vill.) Á.Löve & D.Löve, 1961;-
717783;Klasea nudicaulis (L.) Fourr., 1869;-
194452;Mantisalca Cass., 1818;-
611018;Mantisalca delestrei (Spach) Briq. & Cavill., 1930;-
717305;Mantisalca duriaei (Spach) Briq. & Cavill., 1930;-
107347;Mantisalca salmantica (L.) Briq. & Cavill., 1930;-
195269;Notobasis Cass., 1825;-
109717;Notobasis syriaca (L.) Cass., 1825;-
195453;Onopordum L., 1753;-
810896;Onopordum acanthium x Onopordum eriocephalum ;-
110244;Onopordum acanthium L., 1753;-
110246;Onopordum acaulon L., 1763;-
110249;Onopordum corymbosum Willk., 1859;-
110253;Onopordum eriocephalum Rouy, 1897;-
110257;Onopordum gautieri Rouy, 1897;-
717804;Onopordum horridum x Onopordum illyricum ;-
110259;Onopordum horridum Viv., 1824;-
110260;Onopordum illyricum L., 1753;-
138230;Onopordum illyricum subsp. illyricum L., 1753;-
110278;Onopordum x brevicaule Gonz.Sierra, L.A.Pena, S.Merino & Rivas Mart., 1992;-
110279;Onopordum x dumoulinii Stein. ex Gandoger, 1910 [nom. inval.];-
110280;Onopordum x godronii Thell., 1912;-
999206;Onopordum x teddianum Rech.f., 1939;-
110268;Onopordum tauricum Willd., 1803;-
196265;Picnomon Adans., 1763;-
113446;Picnomon acarna (L.) Cass., 1826;-
967670;Plectocephalus D.Don, 1830;-
967661;Plectocephalus americanus (Nutt.) D.Don, 1830;-
715553;Psephellus Cass., 1826;-
717860;Psephellus dealbatus (Willd.) K.Koch, 1851;-
196913;Ptilostemon Cass., 1816;-
116323;Ptilostemon casabonae (L.) Greuter, 1967;-
116324;Ptilostemon gnaphaloides (Cirillo) Soják, 1962;-
139469;Ptilostemon gnaphaloides subsp. gnaphaloides (Cirillo) Soják, 1962;-
606981;Rhaponticoides Vaill., 1754 [nom. cons.];-
610872;Rhaponticoides alpina (L.) M.V.Agab. & Greuter, 2003;-
946316;Rhaponticum Ludw., 1757 [nom. cons.];-
717862;Rhaponticum centauroides (L.) O.Bolòs, 1970;-
611455;Rhaponticum coniferum (L.) Greuter, 2003;-
612644;Rhaponticum coniferum subsp. coniferum (L.) Greuter, 2003;-
117573;Rhaponticum heleniifolium Godr. & Gren., 1850;-
612262;Rhaponticum heleniifolium subsp. heleniifolium Godr. & Gren., 1850;-
612626;Rhaponticum heleniifolium subsp. bicknellii (Briq.) Greuter, 2003;-
611454;Rhaponticum repens (L.) Hidalgo, 2006;-
117576;Rhaponticum scariosum Lam., 1779;-
612556;Rhaponticum scariosum subsp. scariosum Lam., 1779;-
197397;Saussurea DC., 1810;-
120949;Saussurea alpina (L.) DC., 1810;-
120950;Saussurea depressa Gren., 1849;-
120951;Saussurea discolor (Willd.) DC., 1810;-
197611;Serratula L., 1753;-
122971;Serratula tinctoria L., 1753;-
197665;Silybum Adans., 1763;-
123705;Silybum marianum (L.) Gaertn., 1791;-
197904;Staehelina L., 1753;-
124842;Staehelina dubia L., 1753;-
198776;Tyrimnus (Cass.) Cass., 1826;-
128104;Tyrimnus leucographus (L.) Cass., 1826;-
607020;Volutaria Cass., 1816;-
611627;Volutaria lippii (L.) Cass. ex Maire, 1934;-
951302;Volutaria lippii subsp. lippii (L.) Cass. ex Maire, 1934;-
611628;Volutaria muricata (L.) Maire, 1934;-
788922;Volutaria tubuliflora (Murb.) Sennen, 1936;-
198985;x Carduocirsium ;-
130193;x Carduocirsium borderei (Rouy) P.Fourn., 1940;-
130194;x Carduocirsium fani Sennen ex Guétrot, 1925;-
130195;x Carduocirsium guetrotii Sennen, 1925;-
130196;x Carduocirsium khekkii P.Fourn., 1940;-
130197;x Carduocirsium parisiense (P.Fourn.) P.Fourn., 1940;-
198986;x Carduogalactites ;-
130198;x Carduogalactites ludoviciae (C.E.Bertrand) P.Fourn., 1940;-
198990;x Cirsiocarduus ;-
130205;x Cirsiocarduus jaubertianus Arènes, 1949;-
199072;Xeranthemum L., 1753;-
130511;Xeranthemum annuum L., 1753;-
130515;Xeranthemum cylindraceum Sm., 1813;-
130520;Xeranthemum inapertum (L.) Mill., 1768;-
715558;Zoegea L., 1767;-
621634;Zoegea leptaurea L., 1767;-
919510;Onopordinae N.Garcia & Susanna, 2019;-
919511;Saussureinae N.Garcia & Susanna, 2019;-
919509;Staehelininae N.Garcia & Susanna, 2019;-
919507;Xerantheminae Cass. ex Dumort., 1829;-
919426;Cichorioideae Chevall., 1828;-
919429;Arctotideae Cass., 1819;-
919696;Arctotidinae Cass. ex Dumort., 1829;-
919697;Gorteriinae Benth., 1873;-
189415;Arctotheca J.C.Wendl., 1798;-
83529;Arctotheca calendula (L.) Levyns, 1942;-
192729;Gazania Gaertn., 1791;-
99700;Gazania rigens (L.) Gaertn., 1791;-
919427;Cichorieae Lam. & DC., 1806;-
919435;Chondrillinae W.D.J.Koch, 1847;-
919440;Cichoriinae Cass., 1829;-
919441;Crepidinae Cass., 1827;-
919442;Hieraciinae Dumort., 1827;-
919445;Hyoseridinae Less., 1832;-
919447;Hypochaeridinae Less., 1832;-
189156;Andryala L., 1753;-
966336;Andryala cossyrensis Guss., 1844;-
82562;Andryala integrifolia L., 1753;-
82582;Andryala x brievaensis García Adá, 1992;-
82571;Andryala ragusina L., 1763;-
189357;Aposeris Cass., 1827;-
83234;Aposeris foetida (L.) Less., 1832;-
189474;Arnoseris Gaertn., 1791;-
83890;Arnoseris minima (L.) Schweigg. & Körte, 1811;-
190392;Catananche L., 1753;-
89330;Catananche caerulea L., 1753;-
89331;Catananche lutea L., 1753;-
190751;Chondrilla L., 1753;-
90954;Chondrilla juncea L., 1753;-
190824;Cichorium L., 1753;-
91160;Cichorium calvum Sch.Bip. ex Asch., 1867;-
91165;Cichorium endivia L., 1753;-
133284;Cichorium endivia var. endivia L., 1753;-
716905;Cichorium endivia var. crispum (Mill.) Lam., 1785;-
718669;Cichorium endivia var. latifolium Lam., 1783;-
91169;Cichorium intybus L., 1753;-
613492;Cichorium intybus var. intybus L., 1753;-
145530;Cichorium intybus var. foliosum Hegi, 1928;-
613491;Cichorium intybus var. sativum Bisch., 1851;-
91172;Cichorium pumilum Jacq., 1771;-
191251;Crepis L., 1753;-
92996;Crepis albida Vill., 1779;-
133499;Crepis albida subsp. albida Vill., 1779;-
611103;Crepis amplexifolia (Godr.) Willk., 1861;-
93004;Crepis aurea (L.) Tausch, 1828;-
133500;Crepis aurea subsp. aurea (L.) Tausch, 1828;-
93014;Crepis bellidifolia Loisel., 1807;-
93015;Crepis biennis L., 1753;-
93020;Crepis bursifolia L., 1753;-
93023;Crepis capillaris (L.) Wallr., 1840;-
93027;Crepis conyzifolia (Gouan) A.Kern., 1872;-
93036;Crepis dioscoridis L., 1763;-
93045;Crepis foetida L., 1753;-
133503;Crepis foetida subsp. foetida L., 1753;-
133504;Crepis foetida subsp. glandulosa (C.Presl) Arcang., 1882;-
133508;Crepis foetida subsp. rhoeadifolia (M.Bieb.) Celak., 1871;-
93161;Crepis x druceana Murr, 1926;-
93164;Crepis x holubyana Domin, 1935;-
611104;Crepis juvenalis (Delile) F.W.Schultz, 1840;-
93075;Crepis lampsanoides (Gouan) Tausch, 1828;Oui
93079;Crepis leontodontoides All., 1789;-
93086;Crepis micrantha Czerep., 1964;-
93088;Crepis mollis (Jacq.) Asch., 1864;-
93097;Crepis nicaeensis Balb., 1807;-
93101;Crepis paludosa (L.) Moench, 1794;Oui
611105;Crepis pontana Dalla Torre, 1882;-
93112;Crepis praemorsa (L.) Walther, 1802;-
93114;Crepis pulchra L., 1753;-
93115;Crepis pygmaea L., 1753;-
93116;Crepis pyrenaica (L.) Greuter, 1970;Oui
93122;Crepis rhaetica Hegetschw., 1839;-
93125;Crepis rubra L., 1753;-
93129;Crepis sancta (L.) Bornm., 1913;-
93134;Crepis setosa Haller f., 1797;-
93140;Crepis suffreniana (DC.) J.Lloyd, 1844;-
93144;Crepis tectorum L., 1753;-
93157;Crepis vesicaria L., 1753;-
133532;Crepis vesicaria subsp. vesicaria L., 1753;-
133530;Crepis vesicaria subsp. stellata (Ball) Babc., 1947;-
