CD_HAB,LB_CODE,LB_HAB_FR,LB_NOM,CD_NOM
31691,57c-97,Carici remotae-Fraxinetum excelsioris,Iris pseudacorus,103772
31691,57c-97,Carici remotae-Fraxinetum excelsioris,Alnus glutinosa,81569
31691,57c-97,Carici remotae-Fraxinetum excelsioris,Geranium robertianum,100142
31691,57c-97,Carici remotae-Fraxinetum excelsioris,Fraxinus excelsior,98921
31691,57c-97,Carici remotae-Fraxinetum excelsioris,Circaea lutetiana,91258
31691,57c-97,Carici remotae-Fraxinetum excelsioris,Carex remota,88819
31691,57c-97,Carici remotae-Fraxinetum excelsioris,Juncus effusus,104173
31691,57c-97,Carici remotae-Fraxinetum excelsioris,Athyrium filix-femina,84999
31691,57c-97,Carici remotae-Fraxinetum excelsioris,Caltha palustris,87540
31691,57c-97,Carici remotae-Fraxinetum excelsioris,Ranunculus repens,117201
31691,57c-97,Carici remotae-Fraxinetum excelsioris,Chrysosplenium oppositifolium,91120
31521,F57a-13,Potentillo albae-Quercetum petraeae,Inula hirta,103631
31521,F57a-13,Potentillo albae-Quercetum petraeae,Pulmonaria montana,116419
31521,F57a-13,Potentillo albae-Quercetum petraeae,Primula veris,115918
31521,F57a-13,Potentillo albae-Quercetum petraeae,Trifolium alpestre,127216
31521,F57a-13,Potentillo albae-Quercetum petraeae,Quercus petraea,521658
31521,F57a-13,Potentillo albae-Quercetum petraeae,Quercus pubescens,116751
31521,F57a-13,Potentillo albae-Quercetum petraeae,Vincetoxicum hirundinaria,129477
31521,F57a-13,Potentillo albae-Quercetum petraeae,Galium sylvaticum,99552
31521,F57a-13,Potentillo albae-Quercetum petraeae,Geranium sanguineum,100149
31521,F57a-13,Potentillo albae-Quercetum petraeae,Viola canina,129529
31521,F57a-13,Potentillo albae-Quercetum petraeae,Viola hirta,129586
31521,F57a-13,Potentillo albae-Quercetum petraeae,Carex humilis,88582
31521,F57a-13,Potentillo albae-Quercetum petraeae,Brachypodium pinnatum,86289
31521,F57a-13,Potentillo albae-Quercetum petraeae,Ranunculus repens,117201
31521,F57a-13,Potentillo albae-Quercetum petraeae,Drymocallis rupestris,95462
31521,F57a-13,Potentillo albae-Quercetum petraeae,Potentilla alba,115395
31521,F57a-13,Potentillo albae-Quercetum petraeae,Potentilla erecta,115470
31521,F57a-13,Potentillo albae-Quercetum petraeae,Rosa corymbifera,118121
31521,F57a-13,Potentillo albae-Quercetum petraeae,Dictamnus albus,94923
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Anthericum liliago,82903
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Polygonatum odoratum,114612
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Cephalanthera longifolia,89926
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Tanacetum corymbosum,125460
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Hieracium racemosum,102445
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Pilosella peleteriana,113527
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Pulmonaria montana,116419
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Dianthus superbus,94833
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Genista germanica,99754
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Genista sagittalis,99810
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Trifolium alpestre,127216
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Vicia pisiformis,129275
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Quercus petraea,521658
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Digitalis grandiflora,94942
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Digitalis lutea,94945
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Veronica officinalis,128938
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Luzula luzuloides,106840
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Brachypodium pinnatum,86289
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Potentilla micrantha,115554
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Dictamnus albus,94923
31522,F57a-14,Genisto sagittalis-Quercetum petraeae,Saxifraga granulata,121065
31523,NA,Avenello flexuosae-Quercion pubescentis,Hieracium fragile,101987
31523,NA,Avenello flexuosae-Quercion pubescentis,Hieracium laevigatum,102115
31523,NA,Avenello flexuosae-Quercion pubescentis,Lathyrus linifolius,105214
31523,NA,Avenello flexuosae-Quercion pubescentis,Castanea sativa,89304
31523,NA,Avenello flexuosae-Quercion pubescentis,Quercus ilex,116704
31523,NA,Avenello flexuosae-Quercion pubescentis,Quercus petraea,521658
31523,NA,Avenello flexuosae-Quercion pubescentis,Quercus pubescens,116751
31523,NA,Avenello flexuosae-Quercion pubescentis,Teucrium scorodonia,126035
31523,NA,Avenello flexuosae-Quercion pubescentis,Veronica officinalis,128938
31523,NA,Avenello flexuosae-Quercion pubescentis,Carex pairae,88745
31523,NA,Avenello flexuosae-Quercion pubescentis,Luzula forsteri,106828
31523,NA,Avenello flexuosae-Quercion pubescentis,Avenella flexuosa,85418
31523,NA,Avenello flexuosae-Quercion pubescentis,Poa nemoralis,114297
31523,NA,Avenello flexuosae-Quercion pubescentis,Asplenium adiantum-nigrum,84458
31523,NA,Avenello flexuosae-Quercion pubescentis,Pteridium aquilinum,116265
31523,NA,Avenello flexuosae-Quercion pubescentis,Polypodium interjectum,114972
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Ilex aquifolium,103514
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Centaurea pectinata,89663
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Hieracium laevigatum,102115
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Campanula rotundifolia,87720
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Buxus sempervirens,87143
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Calluna vulgaris,87501
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Cytisus oromediterraneus,94145
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Lathyrus linifolius,105214
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Lathyrus niger,105230
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Castanea sativa,89304
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Quercus ilex,116704
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Quercus pubescens,116751
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Teucrium scorodonia,126035
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Digitalis lutea,94945
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Veronica officinalis,128938
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Carex pairae,88745
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Luzula forsteri,106828
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Avenella flexuosa,85418
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Festuca ovina,98425
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Festuca ovina subsp. guestfalica,134579
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Poa nemoralis,114297
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Asplenium adiantum-nigrum,84458
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Pteridium aquilinum,116265
31524,F57a-15,Avenello flexuosae-Quercetum pubescentis,Polypodium interjectum,114972
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Ruscus aculeatus,119698
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Pulmonaria longifolia,116416
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Lonicera periclymenum,106581
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Succisa pratensis,125295
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Viburnum tinus,129092
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Arbutus unedo,83481
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Erica cinerea,96667
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Cytisus scoparius,94164
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Ulex europaeus,128114
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Quercus petraea,521658
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Rubia peregrina,118916
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Phillyrea media,113151
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Melampyrum pratense,107795
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Laurus nobilis,105295
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Hypericum pulchrum,103320
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Carex flacca,88510
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Brachypodium pinnatum,86289
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Pseudarrhenatherum longifolium,116192
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Potentilla montana,115560
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Rosa sempervirens,118498
31525,F57a-16,Arbuto unedonis-Quercetum petraeae,Rubus ulmifolius,119373
31526,NA,Cotino coggygriae-Fraxinetalia orni,Lactuca muralis,610995
31526,NA,Cotino coggygriae-Fraxinetalia orni,Lonicera etrusca,106565
31526,NA,Cotino coggygriae-Fraxinetalia orni,Erica arborea,96659
31526,NA,Cotino coggygriae-Fraxinetalia orni,Cyclamen hederifolium,93699
31526,NA,Cotino coggygriae-Fraxinetalia orni,Astragalus glycyphyllos,84843
31526,NA,Cotino coggygriae-Fraxinetalia orni,Castanea sativa,89304
31526,NA,Cotino coggygriae-Fraxinetalia orni,Quercus ilex,116704
31526,NA,Cotino coggygriae-Fraxinetalia orni,Geranium nodosum,100109
31526,NA,Cotino coggygriae-Fraxinetalia orni,Fraxinus ornus,98933
31526,NA,Cotino coggygriae-Fraxinetalia orni,Potentilla micrantha,115554
31526,NA,Cotino coggygriae-Fraxinetalia orni,Acer opalus,79770
31526,NA,Cotino coggygriae-Fraxinetalia orni,Acer opalus subsp. obtusatum,130714
31527,NA,Carpinion orientalis,Katapsuxis silaifolia,104456
31527,NA,Carpinion orientalis,Tommasinia altissima,611612
31527,NA,Carpinion orientalis,Cephalanthera rubra,89928
31527,NA,Carpinion orientalis,Orchis purpurea,110966
31527,NA,Carpinion orientalis,Campanula bononiensis,87613
31527,NA,Carpinion orientalis,Campanula persicifolia,87693
31527,NA,Carpinion orientalis,Pseudoturritis turrita,717438
31527,NA,Carpinion orientalis,Silene italica,123512
31527,NA,Carpinion orientalis,Staphylea pinnata,124845
31527,NA,Carpinion orientalis,Coriaria myrtifolia,92467
31527,NA,Carpinion orientalis,Cephalaria leucantha,89940
31527,NA,Carpinion orientalis,Genista cinerea,99735
31527,NA,Carpinion orientalis,Laburnum anagyroides,104716
31527,NA,Carpinion orientalis,Astragalus monspessulanus,84869
31527,NA,Carpinion orientalis,Colutea arborescens,92196
31527,NA,Carpinion orientalis,Vicia grandiflora,129186
31527,NA,Carpinion orientalis,Hippocrepis emerus,102845
31527,NA,Carpinion orientalis,Quercus cerris,116670
31527,NA,Carpinion orientalis,Teucrium lucidum,126002
31527,NA,Carpinion orientalis,Melittis melissophyllum,108003
31527,NA,Carpinion orientalis,Lavandula angustifolia,105297
31527,NA,Carpinion orientalis,Ligustrum vulgare,105966
31527,NA,Carpinion orientalis,Melampyrum catalaunicum,160459
31527,NA,Carpinion orientalis,Fritillaria involucrata,98972
31527,NA,Carpinion orientalis,Euphorbia canutii,97472
31527,NA,Carpinion orientalis,Linum viscosum,106351
31527,NA,Carpinion orientalis,Viola hirta,129586
31527,NA,Carpinion orientalis,Aristolochia pallida,83789
31527,NA,Carpinion orientalis,Carex ferruginea,88504
31527,NA,Carpinion orientalis,Briza media,86490
31527,NA,Carpinion orientalis,Sesleria argentea,123069
31527,NA,Carpinion orientalis,Sesleria autumnalis,123070
31527,NA,Carpinion orientalis,Anemone trifolia,82666
31527,NA,Carpinion orientalis,Cotinus coggygria,92631
31527,NA,Carpinion orientalis,Acer monspessulanum,79763
31527,NA,Carpinion orientalis,Acer opalus,79770
31527,NA,Carpinion orientalis,Acer opalus subsp. obtusatum,130714
31527,NA,Carpinion orientalis,Saxifraga rotundifolia,121177
31528,NA,Campanulo mediae-Ostryenion carpinifoliae,Katapsuxis silaifolia,104456
31528,NA,Campanulo mediae-Ostryenion carpinifoliae,Leucanthemum virgatum,105816
31528,NA,Campanulo mediae-Ostryenion carpinifoliae,Buphthalmum salicifolium,87009
31528,NA,Campanulo mediae-Ostryenion carpinifoliae,Campanula medium,87678
31528,NA,Campanulo mediae-Ostryenion carpinifoliae,Pulmonaria affinis,116407
31528,NA,Campanulo mediae-Ostryenion carpinifoliae,Lathyrus pratensis,105247
31528,NA,Campanulo mediae-Ostryenion carpinifoliae,Luzula nivea,106846
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Leucanthemum virgatum,105816
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Buphthalmum salicifolium,87009
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Lactuca muralis,610995
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Campanula medium,87678
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Pulmonaria officinalis,116422
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Cyclamen hederifolium,93699
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Cytisophyllum sessilifolium,94092
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Genista cinerea,99735
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Astragalus glycyphyllos,84843
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Hippocrepis emerus,102845
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Quercus pubescens,116751
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Fraxinus ornus,98933
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Euphorbia canutii,97472
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Euphorbia dulcis,97502
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Hypericum montanum,103301
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Linum viscosum,106351
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Aristolochia pallida,83789
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Brachypodium sylvaticum,86305
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Cotinus coggygria,92631
31529,F57a-17,Leucanthemo virgati-Ostryetum carpinifoliae,Acer campestre,79734
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Physospermum cornubiense,113346
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Cervaria rivini,90278
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Anthericum ramosum,82909
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Cephalanthera rubra,89928
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Artemisia alba,83934
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Buphthalmum salicifolium,87009
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Campanula medium,87678
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Cornus mas,92497
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Juniperus oxycedrus,104409
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Cyclamen hederifolium,93699
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Primula veris,115918
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Genista cinerea,99735
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Lathyrus sylvestris,105266
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Trifolium alpestre,127216
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Vicia sativa,129298
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Coronilla varia,92546
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Lotus dorycnium,106664
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Quercus cerris,116670
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Quercus pubescens,116751
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Vincetoxicum hirundinaria,129477
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Teucrium lucidum,126002
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Satureja montana,120908
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Fraxinus ornus,98933
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Lilium bulbiferum,105979
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Lilium bulbiferum var. croceum,148200
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Linum viscosum,106351
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Aristolochia pallida,83789
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Festuca heterophylla,98280
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Koeleria pyramidata,104665
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Fragaria viridis,98868
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Potentilla hirta,115515
31530,F57a-18,Fraxino orni-Quercetum pubescentis,Rubus canescens,119003
31531,NA,Laburno anagyroidis-Ostryenion carpinifoliae,Sanicula europaea,120772
31531,NA,Laburno anagyroidis-Ostryenion carpinifoliae,Epipactis helleborine,96447
31531,NA,Laburno anagyroidis-Ostryenion carpinifoliae,Euonymus latifolius,609983
31531,NA,Laburno anagyroidis-Ostryenion carpinifoliae,Lonicera xylosteum,106595
31531,NA,Laburno anagyroidis-Ostryenion carpinifoliae,Laburnum anagyroides,104716
31531,NA,Laburno anagyroidis-Ostryenion carpinifoliae,Melampyrum catalaunicum,160459
31531,NA,Laburno anagyroidis-Ostryenion carpinifoliae,Melampyrum italicum,161335
31531,NA,Laburno anagyroidis-Ostryenion carpinifoliae,Digitalis lutea,94945
31531,NA,Laburno anagyroidis-Ostryenion carpinifoliae,Lilium bulbiferum,105979
31531,NA,Laburno anagyroidis-Ostryenion carpinifoliae,Lilium martagon,105989
31531,NA,Laburno anagyroidis-Ostryenion carpinifoliae,Tilia platyphyllos,126650
31531,NA,Laburno anagyroidis-Ostryenion carpinifoliae,Carex digitata,88470
31532,NA,Lauro nobilis-Quercenion pubescentis,Asparagus acutifolius,84264
31532,NA,Lauro nobilis-Quercenion pubescentis,Viburnum tinus,129092
31532,NA,Lauro nobilis-Quercenion pubescentis,Phillyrea latifolia,113148
31532,NA,Lauro nobilis-Quercenion pubescentis,Laurus nobilis,105295
31532,NA,Lauro nobilis-Quercenion pubescentis,Rosa sempervirens,118498
31533,NA,Lathyro veneti-Fraxinion orni,Ilex aquifolium,103514
31533,NA,Lathyro veneti-Fraxinion orni,Hieracium murorum,102235
31533,NA,Lathyro veneti-Fraxinion orni,Cyclamen repandum,93710
31533,NA,Lathyro veneti-Fraxinion orni,Primula vulgaris,115925
31533,NA,Lathyro veneti-Fraxinion orni,Lathyrus venetus,105279
31533,NA,Lathyro veneti-Fraxinion orni,Lotus corniculatus,106653
31533,NA,Lathyro veneti-Fraxinion orni,Alnus cordata,81567
31533,NA,Lathyro veneti-Fraxinion orni,Galium rotundifolium,99518
31533,NA,Lathyro veneti-Fraxinion orni,Galium spurium,99549
31533,NA,Lathyro veneti-Fraxinion orni,Teucrium scorodonia,126035
31533,NA,Lathyro veneti-Fraxinion orni,Hypericum hircinum,103286
31533,NA,Lathyro veneti-Fraxinion orni,Asplenium onopteris,84513
31533,NA,Lathyro veneti-Fraxinion orni,Dryopteris affinis,95547
31533,NA,Lathyro veneti-Fraxinion orni,Polystichum setiferum,115076
31533,NA,Lathyro veneti-Fraxinion orni,Helleborus argutifolius,101182
31533,NA,Lathyro veneti-Fraxinion orni,Ranunculus bulbosus,116952
31533,NA,Lathyro veneti-Fraxinion orni,Ranunculus lanuginosus,117087
31534,NA,Buxenion sempervirentis,Allium pendulinum,81473
31534,NA,Buxenion sempervirentis,Allium ursinum,81541
31534,NA,Buxenion sempervirentis,Hypochaeris robertia,103376
31534,NA,Buxenion sempervirentis,Cardamine chelidonia,87906
31534,NA,Buxenion sempervirentis,Buxus sempervirens,87143
31534,NA,Buxenion sempervirentis,Arenaria bertolonii,83545
31534,NA,Buxenion sempervirentis,Cerastium soleirolii,90094
31534,NA,Buxenion sempervirentis,Stellaria nemorum,125021
31534,NA,Buxenion sempervirentis,Stellaria nemorum subsp. montana,141461
31534,NA,Buxenion sempervirentis,Taxus baccata,125816
31534,NA,Buxenion sempervirentis,Vicia cracca,129147
31534,NA,Buxenion sempervirentis,Quercus pubescens,116751
31534,NA,Buxenion sempervirentis,Galium corsicum,99407
31534,NA,Buxenion sempervirentis,Galium odoratum,99488
31534,NA,Buxenion sempervirentis,Geranium lucidum,100085
31534,NA,Buxenion sempervirentis,Fraxinus ornus,98933
31534,NA,Buxenion sempervirentis,Cymbalaria hepaticifolia,93762
31534,NA,Buxenion sempervirentis,Carex digitata,88470
31534,NA,Buxenion sempervirentis,Poa balbisii,114125
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Angelica sylvestris,82738
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Silene dioica,123471
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Stellaria nemorum,125021
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Impatiens noli-tangere,103553
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Alnus glutinosa,81569
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Stachys sylvatica,124814
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Glechoma hederacea,100310
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Fraxinus excelsior,98921
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Deschampsia cespitosa,94626
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Ficaria verna,98651
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Ranunculus repens,117201
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Geum urbanum,100225
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Filipendula ulmaria,98717
31692,57c-98,Stellario nemorum-Alnetum glutinosae,Urtica dioica,128268
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Chaerophyllum hirsutum,90338
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Senecio ovatus,122675
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Crepis paludosa,93101
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Cardamine amara,87892
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Silene dioica,123471
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Stellaria nemorum,125021
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Lonicera nigra,106574
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Impatiens noli-tangere,103553
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Lysimachia nemorum,107072
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Primula elatior,115865
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Alnus glutinosa,81569
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Fraxinus excelsior,98921
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Carex riparia,88833
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Drymochloa sylvatica,95463
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Caltha palustris,87540
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Aconitum napellus,80037
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Ranunculus aconitifolius,116902
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Filipendula ulmaria,98717
31693,57c-99,Lonicero nigrae-Alnetum glutinosae,Chrysosplenium oppositifolium,91120
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Anthriscus sylvestris,82952
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Heracleum sphondylium,101300
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Eupatorium cannabinum,97434
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Lactuca muralis,610995
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Buxus sempervirens,87143
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Saponaria officinalis,120824
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Valeriana officinalis,128419
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Alnus glutinosa,81569
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Galium mollugo,99473
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Geranium nodosum,100109
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Mentha longifolia,108103
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Fraxinus excelsior,98921
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Salix purpurea,120189
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Elymus caninus,95992
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Ranunculus acris,116903
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Aquilegia vulgaris,83267
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Rosa canina,118073
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Rubus caesius,118993
31694,57c-100,Mentho longifoliae-Alnetum glutinosae,Urtica dioica,128268
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Cardamine flexuosa,87915
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Cardamine hirsuta,87930
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Cardamine impatiens,87933
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Silene dioica,123471
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Stellaria nemorum,125021
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Viburnum opulus,129087
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Impatiens noli-tangere,103553
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Lysimachia nummularia,107073
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Lysimachia vulgaris,107090
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Alnus glutinosa,81569
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Mentha arvensis,108029
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Fraxinus excelsior,98921
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Lythrum salicaria,107117
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Epilobium tetragonum,96271
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Osmunda regalis,111815
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Carex remota,88819
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Deschampsia cespitosa,94626
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Phalaris arundinacea,112975
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Schedonorus giganteus,121471
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Athyrium filix-femina,84999
31695,57c-101,Impatienti noli-tangere-Alnetum glutinosae,Filipendula ulmaria,98717
31696,57c-102,Ranunculo aconitifolii-Alnetum glutinosae,Chaerophyllum hirsutum,90338
31696,57c-102,Ranunculo aconitifolii-Alnetum glutinosae,Angelica sylvestris,82738
31696,57c-102,Ranunculo aconitifolii-Alnetum glutinosae,Doronicum austriacum,95209
31696,57c-102,Ranunculo aconitifolii-Alnetum glutinosae,Silene dioica,123471
