CD_HAB,LB_CODE,LB_HAB_FR,LB_NOM,CD_NOM
3558,NA,Sphagnetalia magellanici,Dicranum undulatum,436308
3558,NA,Sphagnetalia magellanici,Andromeda polifolia,82420
3558,NA,Sphagnetalia magellanici,Vaccinium uliginosum,128354
3558,NA,Sphagnetalia magellanici,Vaccinium uliginosum subsp. uliginosum,142048
3558,NA,Sphagnetalia magellanici,Vaccinium vitis-idaea,128355
3558,NA,Sphagnetalia magellanici,Calypogeia sphagnicola,6640
3558,NA,Sphagnetalia magellanici,Carex pauciflora,88762
3558,NA,Sphagnetalia magellanici,Sphagnum fuscum,6750
3559,NA,Polygono arenastri-Poetalia annuae,Matricaria discoidea,107446
3559,NA,Polygono arenastri-Poetalia annuae,Capsella bursa-pastoris,87849
3559,NA,Polygono arenastri-Poetalia annuae,Lepidium ruderale,105671
3560,NA,Sagino apetalae-Polycarpetalia tetraphylli,Amaranthus deflexus,81978
3560,NA,Sagino apetalae-Polycarpetalia tetraphylli,Polycarpon tetraphyllum,114517
3560,NA,Sagino apetalae-Polycarpetalia tetraphylli,Polycarpon tetraphyllum subsp. tetraphyllum,139033
3560,NA,Sagino apetalae-Polycarpetalia tetraphylli,Sagina apetala,119780
3560,NA,Sagino apetalae-Polycarpetalia tetraphylli,Portulaca oleracea,115215
3560,NA,Sagino apetalae-Polycarpetalia tetraphylli,Euphorbia maculata,97571
3560,NA,Sagino apetalae-Polycarpetalia tetraphylli,Hordeum murinum,102974
3560,NA,Sagino apetalae-Polycarpetalia tetraphylli,Hordeum murinum subsp. leporinum,136672
3561,NA,Lemnetalia minoris,Spirodela polyrhiza,124707
3561,NA,Lemnetalia minoris,Azolla filiculoides,85469
3562,NA,Hydrocharitetalia,Hydrocharis morsus-ranae,103120
3562,NA,Hydrocharitetalia,Ceratophyllum demersum,90208
3562,NA,Hydrocharitetalia,Utricularia vulgaris,128322
3563,NA,Eleocharitetalia multicaulis,Eleocharis multicaulis,95916
3563,NA,Eleocharitetalia multicaulis,Juncus heterophyllus,104208
3563,NA,Eleocharitetalia multicaulis,Ranunculus flammula,117025
3564,NA,Littorelletalia uniflorae,Ranunculus flammula,117025
3564,NA,Littorelletalia uniflorae,Ranunculus flammula var. ovalis,718763
3565,NA,Adenostyletalia alliariae,Myrrhis odorata,109161
3565,NA,Adenostyletalia alliariae,Imperatoria ostruthium,103578
3565,NA,Adenostyletalia alliariae,Cirsium erisithales,91328
3565,NA,Adenostyletalia alliariae,Pedicularis foliosa,112577
3565,NA,Adenostyletalia alliariae,Athyrium filix-femina,84999
3565,NA,Adenostyletalia alliariae,Aconitum lycoctonum,80034
3565,NA,Adenostyletalia alliariae,Aconitum lycoctonum subsp. vulparia,998925
3565,NA,Adenostyletalia alliariae,Aconitum napellus,80037
3566,NA,Nardetalia strictae,Centaurea nigra,89653
3566,NA,Nardetalia strictae,Hypochaeris radicata,103375
3566,NA,Nardetalia strictae,Rumex acetosella,119419
3566,NA,Nardetalia strictae,Calluna vulgaris,87501
3566,NA,Nardetalia strictae,Polygala serpyllifolia,114589
3566,NA,Nardetalia strictae,Galium saxatile,99529
3566,NA,Nardetalia strictae,Veronica officinalis,128938
3566,NA,Nardetalia strictae,Carex pilulifera,88775
3566,NA,Nardetalia strictae,Danthonia decumbens,94402
3566,NA,Nardetalia strictae,Festuca filiformis,98228
3567,NA,Festucetalia spadiceae,Meum athamanticum,108454
3567,NA,Festucetalia spadiceae,Arnica montana,83874
3567,NA,Festucetalia spadiceae,Hypochaeris maculata,103369
3567,NA,Festucetalia spadiceae,Hypochaeris uniflora,103383
3567,NA,Festucetalia spadiceae,Jasione laevis,104018
3567,NA,Festucetalia spadiceae,Phyteuma hemisphaericum,113381
3567,NA,Festucetalia spadiceae,Trifolium alpinum,127219
3567,NA,Festucetalia spadiceae,Ajuga pyramidalis,80988
3567,NA,Festucetalia spadiceae,Euphrasia minima,97772
3567,NA,Festucetalia spadiceae,Euphrasia minima subsp. minima,134428
3567,NA,Festucetalia spadiceae,Plantago alpina,113806
3567,NA,Festucetalia spadiceae,Luzula spicata,106859
3567,NA,Festucetalia spadiceae,Luzula spicata subsp. spicata,137520
3567,NA,Festucetalia spadiceae,Luzula sudetica,106861
3567,NA,Festucetalia spadiceae,Agrostis rupestris,80729
3567,NA,Festucetalia spadiceae,Bellardiochloa variegata,85705
3567,NA,Festucetalia spadiceae,Geum montanum,100208
3568,NA,Saginetalia piliferae,Cerastium soleirolii,90094
3568,NA,Saginetalia piliferae,Sagina pilifera,119817
3568,NA,Saginetalia piliferae,Plantago sarda,113951
3568,NA,Saginetalia piliferae,Luzula spicata,106859
3568,NA,Saginetalia piliferae,Luzula spicata subsp. italica,137516
3569,NA,Tamaricetalia africanae,Tamarix africana,125412
3569,NA,Tamaricetalia africanae,Tamarix canariensis,125416
3569,NA,Tamaricetalia africanae,Tamarix gallica,125426
3570,NA,Nerio oleandri-Viticetalia agni-casti,Tamarix africana,125412
3570,NA,Nerio oleandri-Viticetalia agni-casti,Nerium oleander,109584
3570,NA,Nerio oleandri-Viticetalia agni-casti,Vitex agnus-castus,129914
3571,NA,Erico tetralicis-Sphagnetalia papillosi,Narthecium ossifragum,109372
3571,NA,Erico tetralicis-Sphagnetalia papillosi,Erica tetralix,96695
3571,NA,Erico tetralicis-Sphagnetalia papillosi,Odontoschisma sphagni,6600
3571,NA,Erico tetralicis-Sphagnetalia papillosi,Trichophorum cespitosum,127193
3571,NA,Erico tetralicis-Sphagnetalia papillosi,Trichophorum cespitosum subsp. germanicum,141825
3571,NA,Erico tetralicis-Sphagnetalia papillosi,Sphagnum affine,6720
3571,NA,Erico tetralicis-Sphagnetalia papillosi,Sphagnum papillosum,6774
3572,NA,Elatino triandrae-Cyperetalia fusci,Limosella aquatica,106128
3572,NA,Elatino triandrae-Cyperetalia fusci,Lythrum tribracteatum,107125
3572,NA,Elatino triandrae-Cyperetalia fusci,Potentilla supina,115669
3573,NA,Deschampsietalia cespitosae,Inula britannica,103598
3573,NA,Deschampsietalia cespitosae,Myosotis laxa,109042
3573,NA,Deschampsietalia cespitosae,Myosotis laxa subsp. cespitosa,137914
3573,NA,Deschampsietalia cespitosae,Rorippa amphibia,117933
3573,NA,Deschampsietalia cespitosae,Rorippa sylvestris,117951
3573,NA,Deschampsietalia cespitosae,Gratiola officinalis,100576
3573,NA,Deschampsietalia cespitosae,Lythrum virgatum,107126
3573,NA,Deschampsietalia cespitosae,Carex vulpina,88952
3573,NA,Deschampsietalia cespitosae,Eleocharis palustris,95922
3573,NA,Deschampsietalia cespitosae,Eleocharis uniglumis,95933
3573,NA,Deschampsietalia cespitosae,Alopecurus geniculatus,81637
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Bellis perennis,85740
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Cirsium palustre,91382
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Rumex acetosa,119418
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Rumex acetosa subsp. acetosa,140321
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Trifolium dubium,127294
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Lotus pedunculatus,106698
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Juncus effusus,104173
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Anthoxanthum odoratum,82922
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Cynosurus cristatus,93860
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Dactylis glomerata,94207
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Dactylis glomerata subsp. glomerata,133652
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Festuca rubra,98512
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Lolium perenne,106499
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Phleum pratense,113221
3574,NA,Potentillo anserinae-Polygonetalia avicularis,Filipendula ulmaria,98717
3575,NA,Holoschoenetalia vulgaris,Dittrichia viscosa,95187
3575,NA,Holoschoenetalia vulgaris,Scirpoides holoschoenus,121673
3575,NA,Holoschoenetalia vulgaris,Cynodon dactylon,93803
3577,NA,Geranio purpurei-Cardaminetalia hirsutae,Torilis nodosa,126865
3577,NA,Geranio purpurei-Cardaminetalia hirsutae,Capsella rubella,87862
3577,NA,Geranio purpurei-Cardaminetalia hirsutae,Centranthus calcitrapae,89881
3577,NA,Geranio purpurei-Cardaminetalia hirsutae,Geranium purpureum,100132
3577,NA,Geranio purpurei-Cardaminetalia hirsutae,Mercurialis annua,108351
3577,NA,Geranio purpurei-Cardaminetalia hirsutae,Urtica urens,128298
3578,NA,Bromo sterilis-Cardaminetalia hirsutae,Myosotis arvensis,108996
3578,NA,Bromo sterilis-Cardaminetalia hirsutae,Cerastium glomeratum,90017
3578,NA,Bromo sterilis-Cardaminetalia hirsutae,Valerianella locusta,128476
3578,NA,Bromo sterilis-Cardaminetalia hirsutae,Galium aparine,99373
3578,NA,Bromo sterilis-Cardaminetalia hirsutae,Geranium robertianum,100142
3578,NA,Bromo sterilis-Cardaminetalia hirsutae,Geranium robertianum subsp. robertianum,135069
3578,NA,Bromo sterilis-Cardaminetalia hirsutae,Lamium purpureum,104903
3579,NA,Nitelletalia flexilis,Nitella confervacea,74338
3579,NA,Nitelletalia flexilis,Nitella mucronata,627578
3579,NA,Nitelletalia flexilis,Nitella syncarpa,932012
3579,NA,Nitelletalia flexilis,Tolypella glomerata,75093
3580,NA,Charetalia hispidae,Chara contraria,73546
3580,NA,Charetalia hispidae,Chara globularis,73558
3580,NA,Charetalia hispidae,Chara strigosa,648710
3580,NA,Charetalia hispidae,Chara tomentosa,648711
3580,NA,Charetalia hispidae,Chara virgata,627092
3580,NA,Charetalia hispidae,Lychnothamnus barbatus,650844
3580,NA,Charetalia hispidae,Nitellopsis obtusa,74355
3581,NA,Charetalia canescentis,Chara baltica,73541
3581,NA,Charetalia canescentis,Chara canescens,73543
3581,NA,Charetalia canescentis,Chara connivens,73545
3581,NA,Charetalia canescentis,Chara galioides,73557
3581,NA,Charetalia canescentis,Chara horrida,852027
3581,NA,Charetalia canescentis,Lamprothamnium papulosum,73093
3581,NA,Charetalia canescentis,Tolypella hispanica,75094
3581,NA,Charetalia canescentis,Tolypella nidifica,627563
3581,NA,Charetalia canescentis,Tolypella salina,75097
3582,NA,Lavanduletalia stoechadis,Helichrysum italicum,101080
3582,NA,Lavanduletalia stoechadis,Helichrysum italicum subsp. serotinum,135256
3582,NA,Lavanduletalia stoechadis,Arbutus unedo,83481
3582,NA,Lavanduletalia stoechadis,Erica scoparia,96691
3582,NA,Lavanduletalia stoechadis,Quercus coccifera,116672
3582,NA,Lavanduletalia stoechadis,Quercus ilex,116704
3582,NA,Lavanduletalia stoechadis,Rosmarinus officinalis,118865
3582,NA,Lavanduletalia stoechadis,Cistus albidus,91630
3582,NA,Lavanduletalia stoechadis,Cistus crispus,91647
3582,NA,Lavanduletalia stoechadis,Daphne gnidium,94427
3582,NA,Lavanduletalia stoechadis,Carex halleriana,88560
3582,NA,Lavanduletalia stoechadis,Brachypodium retusum,86297
3582,NA,Lavanduletalia stoechadis,Dactylis glomerata,94207
3582,NA,Lavanduletalia stoechadis,Dactylis glomerata subsp. hispanica,133654
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Achillea ptarmica,79921
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Achillea ptarmica subsp. ptarmica,130749
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Cirsium oleraceum,91378
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Cirsium palustre,91382
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Symphytum officinale,125355
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Symphytum officinale subsp. officinale,141499
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Lysimachia vulgaris,107090
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Lathyrus pratensis,105247
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Vicia cracca,129147
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Lotus pedunculatus,106698
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Galium palustre,99494
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Stachys palustris,124798
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Mentha aquatica,108027
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Veronica longifolia,128907
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Hypericum tetrapterum,103329
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Epilobium hirsutum,96180
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Scirpus sylvaticus,121792
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Phragmites australis,113260
3583,NA,Loto pedunculati-Filipenduletalia ulmariae,Caltha palustris,87540
3584,NA,Convolvuletalia sepium,Cirsium arvense,91289
3584,NA,Convolvuletalia sepium,Galium aparine,99373
3584,NA,Convolvuletalia sepium,Rubus caesius,118993
3584,NA,Convolvuletalia sepium,Urtica dioica,128268
3584,NA,Convolvuletalia sepium,Urtica dioica subsp. dioica,142037
3584,NA,Convolvuletalia sepium,Solanum dulcamara,124034
3586,NA,Nanocyperetalia flavescentis,Logfia gallica,106449
3586,NA,Nanocyperetalia flavescentis,Logfia minima,106451
3586,NA,Nanocyperetalia flavescentis,Illecebrum verticillatum,103536
3586,NA,Nanocyperetalia flavescentis,Moenchia erecta,108703
3586,NA,Nanocyperetalia flavescentis,Spergularia segetalis,124583
3586,NA,Nanocyperetalia flavescentis,Montia fontana,108785
3586,NA,Nanocyperetalia flavescentis,Trifolium micranthum,127387
3586,NA,Nanocyperetalia flavescentis,Ornithopus perpusillus,111419
3586,NA,Nanocyperetalia flavescentis,Centaurium pulchellum,1011337
3586,NA,Nanocyperetalia flavescentis,Parentucellia viscosa,112405
3586,NA,Nanocyperetalia flavescentis,Hypericum humifusum,103288
3586,NA,Nanocyperetalia flavescentis,Isolepis pseudosetacea,103887
3586,NA,Nanocyperetalia flavescentis,Isolepis setacea,103898
3586,NA,Nanocyperetalia flavescentis,Juncus capitatus,104148
3586,NA,Nanocyperetalia flavescentis,Aira caryophyllea,80857
3586,NA,Nanocyperetalia flavescentis,Aira tenorei,80923
3586,NA,Nanocyperetalia flavescentis,Briza minor,86492
3587,NA,Saginetalia maritimae,Sagina maritima,119805
3588,NA,Frankenietalia pulverulentae,Mesembryanthemum nodiflorum,108399
3588,NA,Frankenietalia pulverulentae,Spergularia marina,124569
3588,NA,Frankenietalia pulverulentae,Frankenia pulverulenta,98903
3588,NA,Frankenietalia pulverulentae,Parapholis filiformis,112396
3588,NA,Frankenietalia pulverulentae,Polypogon maritimus,115025
3588,NA,Frankenietalia pulverulentae,Sphenopus divaricatus,124599
3588,NA,Frankenietalia pulverulentae,Hordeum marinum,102968
3590,NA,Brometalia rubenti-tectorum,Torilis nodosa,126865
3590,NA,Brometalia rubenti-tectorum,Anacyclus clavatus,82305
3590,NA,Brometalia rubenti-tectorum,Calendula arvensis,87420
3590,NA,Brometalia rubenti-tectorum,Crepis foetida,93045
3590,NA,Brometalia rubenti-tectorum,Echium plantagineum,95774
3590,NA,Brometalia rubenti-tectorum,Capsella rubella,87862
3590,NA,Brometalia rubenti-tectorum,Hirschfeldia incana,102876
3590,NA,Brometalia rubenti-tectorum,Medicago polymorpha,107689
3590,NA,Brometalia rubenti-tectorum,Sherardia arvensis,123164
3590,NA,Brometalia rubenti-tectorum,Plantago lagopus,113889
3590,NA,Brometalia rubenti-tectorum,Brachypodium distachyon,86262
3590,NA,Brometalia rubenti-tectorum,Avena barbata,85208
3590,NA,Brometalia rubenti-tectorum,Lamarckia aurea,104845
3590,NA,Brometalia rubenti-tectorum,Lolium rigidum,106507
3590,NA,Brometalia rubenti-tectorum,Rostraria cristata,118872
3590,NA,Brometalia rubenti-tectorum,Hordeum murinum,102974
3590,NA,Brometalia rubenti-tectorum,Hordeum murinum subsp. leporinum,136672
3591,NA,Chenopodietalia muralis,Sisymbrium irio,123841
3591,NA,Chenopodietalia muralis,Amaranthus deflexus,81978
3591,NA,Chenopodietalia muralis,Amaranthus muricatus,82006
3591,NA,Chenopodietalia muralis,Amaranthus retroflexus,82018
3591,NA,Chenopodietalia muralis,Chenopodium album,90681
3591,NA,Chenopodietalia muralis,Polygonum aviculare,114658
3591,NA,Chenopodietalia muralis,Emex spinosa,96063
3591,NA,Chenopodietalia muralis,Ecballium elaterium,95662
3591,NA,Chenopodietalia muralis,Mercurialis annua,108351
3591,NA,Chenopodietalia muralis,Malva parviflora,107295
3591,NA,Chenopodietalia muralis,Poa annua,114114
3591,NA,Chenopodietalia muralis,Urtica urens,128298
3591,NA,Chenopodietalia muralis,Solanum nigrum,124080
3592,NA,Sisymbrietalia officinalis,Descurainia sophia,94645
3592,NA,Sisymbrietalia officinalis,Sisymbrium loeselii,123849
3592,NA,Sisymbrietalia officinalis,Amaranthus retroflexus,82018
3592,NA,Sisymbrietalia officinalis,Chenopodium album,90681
3592,NA,Sisymbrietalia officinalis,Polygonum aviculare,114658
3592,NA,Sisymbrietalia officinalis,Mercurialis annua,108351
3592,NA,Sisymbrietalia officinalis,Poa annua,114114
3592,NA,Sisymbrietalia officinalis,Urtica urens,128298
3592,NA,Sisymbrietalia officinalis,Solanum nigrum,124080
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Inula britannica,103598
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Symphytum officinale,125355
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Symphytum officinale subsp. officinale,141499
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Rorippa amphibia,117933
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Rorippa sylvestris,117951
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Stellaria palustris,125024
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Lysimachia vulgaris,107090
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Stachys palustris,124798
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Veronica scutellata,129000
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Glyceria fluitans,100387
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Phalaris arundinacea,112975
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Phalaris arundinacea subsp. arundinacea,138682
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Ranunculus flammula,117025
8583,NA,Mentho pulegii-Eleocharitenalia palustris,Thalictrum flavum,126124
8587,NA,Ulici europaei-Cytision striati,Arbutus unedo,83481
8587,NA,Ulici europaei-Cytision striati,Adenocarpus complicatus,80155
8587,NA,Ulici europaei-Cytision striati,Quercus ilex,116704
8587,NA,Ulici europaei-Cytision striati,Rubia peregrina,118916
8587,NA,Ulici europaei-Cytision striati,Rubia peregrina subsp. peregrina,140175
8587,NA,Ulici europaei-Cytision striati,Cistus salviifolius,91715
8588,NA,Cytision oromediterranei,Cytisus oromediterraneus,94145
374,53,Polygono arenastri-Poetea annuae,Lepidium didymum,105615
374,53,Polygono arenastri-Poetea annuae,Spergularia rubra,124578
374,53,Polygono arenastri-Poetea annuae,Polygonum aviculare,114658
374,53,Polygono arenastri-Poetea annuae,Plantago coronopus,113842
374,53,Polygono arenastri-Poetea annuae,Poa annua,114114
375,37,Lemnetea minoris,Lemna minor,105431
375,37,Lemnetea minoris,Lemna trisulca,105441
375,37,Lemnetea minoris,Spirodela polyrhiza,124707
375,37,Lemnetea minoris,Hydrocharis morsus-ranae,103120
376,38,Littorelletea uniflorae,Littorella uniflora,106419
376,38,Littorelletea uniflorae,Eleocharis acicularis,95889
376,38,Littorelletea uniflorae,Juncus bulbosus,104145
376,38,Littorelletea uniflorae,Myriophyllum alterniflorum,109139
378,45,Nardetea strictae,Antennaria dioica,82796
378,45,Nardetea strictae,Arnica montana,83874
378,45,Nardetea strictae,Botrychium lunaria,86183
378,45,Nardetea strictae,Luzula campestris,106818
378,45,Nardetea strictae,Luzula multiflora,106842
378,45,Nardetea strictae,Luzula multiflora subsp. multiflora,137507
378,45,Nardetea strictae,Nardus stricta,109366
378,45,Nardetea strictae,Agrostis capillaris,80591
378,45,Nardetea strictae,Festuca rubra,98512
378,45,Nardetea strictae,Festuca rubra subsp. rubra,134631
379,46,Nerio oleandri-Tamaricetea africanae,Tamarix africana,125412
380,48,Oxycocco palustris-Sphagnetea magellanici,Aulacomnium palustre,4958
380,48,Oxycocco palustris-Sphagnetea magellanici,Drosera rotundifolia,95442
380,48,Oxycocco palustris-Sphagnetea magellanici,Calluna vulgaris,87501
380,48,Oxycocco palustris-Sphagnetea magellanici,Andromeda polifolia,82420
380,48,Oxycocco palustris-Sphagnetea magellanici,Vaccinium myrtillus,128345
380,48,Oxycocco palustris-Sphagnetea magellanici,Vaccinium oxycoccos,128347
380,48,Oxycocco palustris-Sphagnetea magellanici,Mylia anomala,6417
380,48,Oxycocco palustris-Sphagnetea magellanici,Eriophorum vaginatum,96861
380,48,Oxycocco palustris-Sphagnetea magellanici,Sphagnum capillifolium,6728
380,48,Oxycocco palustris-Sphagnetea magellanici,Sphagnum rubellum,6784
380,48,Oxycocco palustris-Sphagnetea magellanici,Sphagnum tenellum,6795
381,34b,Juncetea bufonii,Gnaphalium uliginosum,100519
381,34b,Juncetea bufonii,Pulicaria vulgaris,116405
381,34b,Juncetea bufonii,Sisymbrella aspera,123789
381,34b,Juncetea bufonii,Sisymbrella aspera subsp. aspera,141230
381,34b,Juncetea bufonii,Lythrum hyssopifolia,107106
381,34b,Juncetea bufonii,Lythrum portula,107115
381,34b,Juncetea bufonii,Cyperus flavescens,93929
381,34b,Juncetea bufonii,Cyperus fuscus,93936
381,34b,Juncetea bufonii,Juncus bufonius,104144
381,34b,Juncetea bufonii,Juncus hybridus,104212
381,34b,Juncetea bufonii,Juncus tenageia,104349
381,34b,Juncetea bufonii,Myosurus minimus,109126
381,34b,Juncetea bufonii,Ranunculus sardous,117221
382,3,Agrostietea stoloniferae,Cardamine pratensis,87964
382,3,Agrostietea stoloniferae,Rumex crispus,119473
382,3,Agrostietea stoloniferae,Equisetum palustre,96534
382,3,Agrostietea stoloniferae,Lysimachia nummularia,107073
382,3,Agrostietea stoloniferae,Trifolium fragiferum,127314
382,3,Agrostietea stoloniferae,Lotus corniculatus,106653
382,3,Agrostietea stoloniferae,Galium palustre,99494
382,3,Agrostietea stoloniferae,Mentha aquatica,108027
382,3,Agrostietea stoloniferae,Mentha pulegium,108138
382,3,Agrostietea stoloniferae,Carex distans,88477
382,3,Agrostietea stoloniferae,Carex hirta,88569
382,3,Agrostietea stoloniferae,Juncus articulatus,104126
382,3,Agrostietea stoloniferae,Juncus articulatus subsp. articulatus,136913
382,3,Agrostietea stoloniferae,Juncus compressus,104155
382,3,Agrostietea stoloniferae,Agrostis stolonifera,80759
382,3,Agrostietea stoloniferae,Alopecurus pratensis,81656
382,3,Agrostietea stoloniferae,Alopecurus pratensis subsp. pratensis,131242
382,3,Agrostietea stoloniferae,Ranunculus repens,117201
382,3,Agrostietea stoloniferae,Ranunculus sardous,117221
382,3,Agrostietea stoloniferae,Potentilla reptans,115624
384,14,Cardaminetea hirsutae,Anthriscus caucalis,82931
384,14,Cardaminetea hirsutae,Myosotis ramosissima,109084
384,14,Cardaminetea hirsutae,Arabidopsis thaliana,83272
384,14,Cardaminetea hirsutae,Cardamine hirsuta,87930
384,14,Cardaminetea hirsutae,Geranium lucidum,100085
384,14,Cardaminetea hirsutae,Geranium molle,100104
384,14,Cardaminetea hirsutae,Geranium rotundifolium,100144
384,14,Cardaminetea hirsutae,Veronica arvensis,128801
384,14,Cardaminetea hirsutae,Fumaria muralis,99106
384,14,Cardaminetea hirsutae,Sedum rubens,122243
385,18,Charetea fragilis,Chara aspera,73533
385,18,Charetea fragilis,Chara contraria,73546
385,18,Charetea fragilis,Chara globularis,73558
385,18,Charetea fragilis,Chara hispida,73560
385,18,Charetea fragilis,Chara vulgaris,73574
387,22,Cytisetea scopario-striati,Adenocarpus complicatus,80155
387,22,Cytisetea scopario-striati,Cytisus scoparius,94164
387,22,Cytisetea scopario-striati,Cytisus scoparius subsp. scoparius,133646
387,22,Cytisetea scopario-striati,Cytisus striatus,94168
387,22,Cytisetea scopario-striati,Orobanche rapum-genistae,111647
388,28,Filipendulo ulmariae-Convolvuletea sepium,Angelica sylvestris,82738
388,28,Filipendulo ulmariae-Convolvuletea sepium,Angelica sylvestris subsp. sylvestris,159536
388,28,Filipendulo ulmariae-Convolvuletea sepium,Heracleum sphondylium,101300
388,28,Filipendulo ulmariae-Convolvuletea sepium,Heracleum sphondylium subsp. sphondylium,135306
388,28,Filipendulo ulmariae-Convolvuletea sepium,Eupatorium cannabinum,97434
388,28,Filipendulo ulmariae-Convolvuletea sepium,Eupatorium cannabinum subsp. cannabinum,134346
388,28,Filipendulo ulmariae-Convolvuletea sepium,Cirsium palustre,91382
388,28,Filipendulo ulmariae-Convolvuletea sepium,Valeriana officinalis,128419
388,28,Filipendulo ulmariae-Convolvuletea sepium,Scrophularia auriculata,121999
388,28,Filipendulo ulmariae-Convolvuletea sepium,Lythrum salicaria,107117
388,28,Filipendulo ulmariae-Convolvuletea sepium,Deschampsia cespitosa,94626
388,28,Filipendulo ulmariae-Convolvuletea sepium,Deschampsia cespitosa subsp. cespitosa,133787
388,28,Filipendulo ulmariae-Convolvuletea sepium,Caltha palustris,87540
388,28,Filipendulo ulmariae-Convolvuletea sepium,Filipendula ulmaria,98717
388,28,Filipendulo ulmariae-Convolvuletea sepium,Urtica dioica,128268
389,34a,Isoëtetea velatae,Isoetes longissima,161103
390,60,Saginetea maritimae,Bupleurum tenuissimum,87106
390,60,Saginetea maritimae,Sagina maritima,119805
390,60,Saginetea maritimae,Plantago coronopus,113842
390,60,Saginetea maritimae,Parapholis incurva,112397
390,60,Saginetea maritimae,Parapholis strigosa,112400
392,66,Sisymbrietea officinalis,Sisymbrium officinale,123863
26381,49,Parietarietea judaicae,Erigeron karvinskianus,96775
26381,49,Parietarietea judaicae,Arabis caucasica,83299
26381,49,Parietarietea judaicae,Aubrieta deltoidea,85170
26381,49,Parietarietea judaicae,Erysimum cheiri,97185
26381,49,Parietarietea judaicae,Centranthus ruber,89888
26381,49,Parietarietea judaicae,Centranthus ruber subsp. ruber,133061
26381,49,Parietarietea judaicae,Cymbalaria muralis,93763
26381,49,Parietarietea judaicae,Pseudofumaria alba,116197
26381,49,Parietarietea judaicae,Pseudofumaria lutea,116198
26381,49,Parietarietea judaicae,Parietaria judaica,112410
26381,49,Parietarietea judaicae,Soleirolia soleirolii,124147
26382,61,Salicetea herbaceae,Sagina saginoides,119827
26382,61,Salicetea herbaceae,Veronica alpina,128789
26382,61,Salicetea herbaceae,Salix herbacea,120057
26382,61,Salicetea herbaceae,Poa alpina,114105
26384,NA,Parietarietalia judaicae,Erysimum cheiri,97185
26384,NA,Parietarietalia judaicae,Centranthus ruber,89888
26384,NA,Parietarietalia judaicae,Centranthus ruber subsp. ruber,133061
26384,NA,Parietarietalia judaicae,Cymbalaria muralis,93763
26384,NA,Parietarietalia judaicae,Asplenium ceterach,84472
26385,NA,Arabidetalia caeruleae,Silene acaulis,123374
26385,NA,Arabidetalia caeruleae,Soldanella alpina,124139
26385,NA,Arabidetalia caeruleae,Bartsia alpina,85602
26385,NA,Arabidetalia caeruleae,Veronica aphylla,128797
26385,NA,Arabidetalia caeruleae,Salix reticulata,120193
26385,NA,Arabidetalia caeruleae,Salix retusa,120195
26385,NA,Arabidetalia caeruleae,Carex parviflora,88756
26385,NA,Arabidetalia caeruleae,Ranunculus alpestris,116917
26385,NA,Arabidetalia caeruleae,Ranunculus montanus,117125
